Genome,Region_Type,antiSMASH_classif,new_classif,From,To,Size(bp),Most_similar_known_ cluster,Most_similar_classif,Similarity,Correct_name
GCA_900115145.1,Region&nbsp43.1,T3PKS,PKSIII,106701.0,147753,41052.0,,,,GCA_900115145_contig43.region001
GCA_900129275.1,Region&nbsp11.1,terpene,terpene,41117.0,61956,20839.0,carotenoid,Terpene,28%,GCA_900129275_contig11.region001
GCA_900129275.1,Region&nbsp12.1,"arylpolyene,resorcinol",Others,108289.0,161014,52725.0,flexirubin,Polyketide,75%,GCA_900129275_contig12.region001
GCA_900129275.1,Region&nbsp17.1,terpene,terpene,334698.0,355921,21223.0,,,,GCA_900129275_contig17.region001
GCA_900129275.1,Region&nbsp19.1,terpene,terpene,10667.0,31503,20836.0,,,,GCA_900129275_contig19.region001
GCA_900129275.1,Region&nbsp23.1,T3PKS,PKSIII,807842.0,848897,41055.0,,,,GCA_900129275_contig23.region001
GCA_009826975.1,Region&nbsp1.1,"arylpolyene,resorcinol",Others,63290.0,117813,54523.0,flexirubin,Polyketide,88%,GCA_009826975_contig01.region001
GCA_009826975.1,Region&nbsp1.2,lanthipeptide,RiPPs,1085798.0,1110174,24376.0,,,,GCA_009826975_contig01.region002
GCA_009826975.1,Region&nbsp5.1,terpene,terpene,49250.0,70422,21172.0,,,,GCA_009826975_contig05.region001
GCA_009826975.1,Region&nbsp12.1,betalactone,Others,87195.0,117843,30648.0,,,,GCA_009826975_contig12.region001
GCA_009826975.1,Region&nbsp19.1,T3PKS,PKSIII,485767.0,526855,41088.0,,,,GCA_009826975_contig23.region001
GCA_009826975.1,Region&nbsp22.1,terpene,terpene,341293.0,362132,20839.0,carotenoid,Terpene,28%,GCA_009826975_contig26.region001
GCA_001529295.1,Region&nbsp31.1,T3PKS,PKSIII,1.0,25998,25997.0,,,,GCA_001529295_contig31.region001
GCA_001529295.1,Region&nbsp33.1,terpene,terpene,37793.0,58632,20839.0,carotenoid,Terpene,28%,GCA_001529295_contig33.region001
GCA_001529295.1,Region&nbsp34.1,"NRPS,T1PKS",NRPS_PKS_hybrid,10508.0,65347,54839.0,colanic acid,Saccharide,9%,GCA_001529295_contig34.region001
GCA_001529295.1,Region&nbsp36.1,betalactone,Others,175591.0,206025,30434.0,,,,GCA_001529295_contig36.region001
GCA_001529295.1,Region&nbsp38.1,terpene,terpene,247917.0,269083,21166.0,,,,GCA_001529295_contig38.region001
GCA_902705415.1,Region&nbsp34.1,siderophore,Siderophore,10383.0,25214,14831.0,bisucaberin B,Other,100%,GCA_902705415_contig34.region001
GCA_902705415.1,Region&nbsp63.1,terpene,terpene,113728.0,134570,20842.0,carotenoid,Terpene,28%,GCA_902705415_contig67.region001
GCA_004151365.1,Region&nbsp2.1,terpene,terpene,38132.0,60577,22445.0,carotenoid,Terpene,28%,GCA_004151365_contig02.region001
GCA_000023285.1,Region&nbsp1,resorcinol,Others,663783.0,704910,41127.0,flexirubin,Polyketide,16%,GCA_000023285_contig1.region001
GCA_000023285.1,Region&nbsp2,arylpolyene,Others,872548.0,916398,43850.0,flexirubin,Polyketide,11%,GCA_000023285_contig1.region002
GCA_000023285.1,Region&nbsp3,arylpolyene,Others,994595.0,1033874,39279.0,,,,GCA_000023285_contig1.region003
GCA_000023285.1,Region&nbsp4,arylpolyene,Others,1511158.0,1552246,41088.0,,,,GCA_000023285_contig1.region004
GCA_002414725.1,Region&nbsp18.1,terpene,terpene,9986.0,30828,20842.0,carotenoid,Terpene,28%,GCA_002414725_contig18.region001
GCA_002414725.1,Region&nbsp31.1,T3PKS,PKSIII,1.0,9024,9023.0,,,,GCA_002414725_contig31.region001
GCA_002414725.1,Region&nbsp44.1,"arylpolyene,resorcinol",Others,1.0,46752,46751.0,flexirubin,Polyketide,69%,GCA_002414725_contig44.region001
GCA_900112575.1,Region&nbsp9.1,"NRPS,T1PKS",NRPS_PKS_hybrid,1.0,30552,30551.0,colanic acid,Saccharide,9%,GCA_900112575_contig09.region001
GCA_900112575.1,Region&nbsp14.1,terpene,terpene,106149.0,127339,21190.0,,,,GCA_900112575_contig14.region001
GCA_900112575.1,Region&nbsp14.2,"arylpolyene,resorcinol",Others,317640.0,371879,54239.0,flexirubin,Polyketide,91%,GCA_900112575_contig14.region002
GCA_900112575.1,Region&nbsp19.1,terpene,terpene,133695.0,154534,20839.0,carotenoid,Terpene,28%,GCA_900112575_contig19.region001
GCA_900112575.1,Region&nbsp20.1,betalactone,Others,95068.0,125765,30697.0,,,,GCA_900112575_contig20.region001
GCA_002591275.1,Region&nbsp1,NRPS,NRPS,1015365.0,1065732,50367.0,,,,GCA_002591275_contig1.region001
GCA_002591275.1,Region&nbsp2,bacteriocin,RiPPs,1294077.0,1305177,11100.0,,,,GCA_002591275_contig1.region002
GCA_002591275.1,Region&nbsp3,siderophore,Siderophore,1649604.0,1665154,15550.0,putrebactin / avaroferrin,Other,20%,GCA_002591275_contig1.region003
GCA_002591275.1,Region&nbsp4,terpene,terpene,2313842.0,2334678,20836.0,carotenoid,Terpene,28%,GCA_002591275_contig1.region004
GCA_002591275.1,Region&nbsp5,"hglE-KS,T1PKS",PKS_other,2359059.0,2410371,51312.0,,,,GCA_002591275_contig1.region005
GCA_002591275.1,Region&nbsp6,microviridin,RiPPs,2613148.0,2633640,20492.0,,,,GCA_002591275_contig1.region006
GCA_002591275.1,Region&nbsp7,"resorcinol,arylpolyene",Others,3679024.0,3740257,61233.0,flexirubin,Polyketide,75%,GCA_002591275_contig1.region007
GCA_009903685.1,Region&nbsp11.1,"T3PKS,arylpolyene",PKSIII,670085.0,713623,43538.0,,,,GCA_009903685_contig11.region001
GCA_009903685.1,Region&nbsp19.1,terpene,terpene,88271.0,108567,20296.0,,,,GCA_009903685_contig22.region001
GCA_009903685.1,Region&nbsp19.2,terpene,terpene,890637.0,911536,20899.0,,,,GCA_009903685_contig22.region002
GCA_009903685.1,Region&nbsp25.1,terpene,terpene,44319.0,65158,20839.0,carotenoid,Terpene,28%,GCA_009903685_contig51.region001
GCA_003259375.1,Region&nbsp1.1,terpene,terpene,18895.0,39731,20836.0,,,,GCA_003259375_contig01.region001
GCA_003259375.1,Region&nbsp1.2,"arylpolyene,resorcinol",Others,283440.0,336168,52728.0,flexirubin,Polyketide,75%,GCA_003259375_contig01.region002
GCA_003259375.1,Region&nbsp3.1,T3PKS,PKSIII,737144.0,778199,41055.0,,,,GCA_003259375_contig03.region001
GCA_003259375.1,Region&nbsp4.1,terpene,terpene,666815.0,688020,21205.0,,,,GCA_003259375_contig04.region001
GCA_003259375.1,Region&nbsp12.1,terpene,terpene,10904.0,31743,20839.0,carotenoid,Terpene,28%,GCA_003259375_contig12.region001
GCA_002951455.1,Region&nbsp1,terpene,terpene,2657737.0,2678573,20836.0,carotenoid,Terpene,28%,GCA_002951455_contig1.region001
GCA_002951455.1,Region&nbsp2,siderophore,Siderophore,3303149.0,3314963,11814.0,putrebactin / avaroferrin,Other,40%,GCA_002951455_contig1.region002
GCA_002392055.1,Region&nbsp1.1,bacteriocin,RiPPs,25050.0,36144,11094.0,,,,GCA_002392055_contig01.region001
GCA_002392055.1,Region&nbsp3.1,lanthipeptide,RiPPs,330317.0,354584,24267.0,,,,GCA_002392055_contig03.region001
GCA_002392055.1,Region&nbsp5.1,"resorcinol,arylpolyene",Others,8235.0,72597,64362.0,flexirubin,Polyketide,75%,GCA_002392055_contig05.region001
GCA_002392055.1,Region&nbsp5.2,"NRPS-like,lanthipeptide",NRPS_other,493164.0,536271,43107.0,,,,GCA_002392055_contig05.region002
GCA_002392055.1,Region&nbsp6.1,lanthipeptide,RiPPs,158862.0,177901,19039.0,,,,GCA_002392055_contig06.region001
GCA_002392055.1,Region&nbsp7.1,microviridin,RiPPs,161246.0,181464,20218.0,,,,GCA_002392055_contig07.region001
GCA_002392055.1,Region&nbsp9.1,"T1PKS,hglE-KS",PKS_other,255463.0,306760,51297.0,,,,GCA_002392055_contig09.region001
GCA_002392055.1,Region&nbsp15.1,terpene,terpene,18747.0,39769,21022.0,,,,GCA_002392055_contig15.region001
GCA_002392055.1,Region&nbsp18.1,siderophore,Siderophore,474248.0,489782,15534.0,putrebactin / avaroferrin,Other,20%,GCA_002392055_contig18.region001
GCA_009865665.1,Region&nbsp26.1,siderophore,Siderophore,192504.0,204318,11814.0,putrebactin / avaroferrin,Other,40%,GCA_009865665_contig38.region001
GCA_009865665.1,Region&nbsp29.1,terpene,terpene,147500.0,168336,20836.0,carotenoid,Terpene,28%,GCA_009865665_contig41.region001
GCA_007827285.1,Region&nbsp1,terpene,terpene,691292.0,711399,20107.0,,,,GCA_007827285_contig1.region001
GCA_007827285.1,Region&nbsp2,"arylpolyene,T3PKS",PKSIII,2403831.0,2447377,43546.0,,,,GCA_007827285_contig1.region002
GCA_007827285.1,Region&nbsp3,"hglE-KS,PUFA,T1PKS",PKS_other,2534103.0,2587970,53867.0,eicosapentaenoic acid-like compound,Other,9%,GCA_007827285_contig1.region003
GCA_007827285.1,Region&nbsp4,terpene,terpene,3110779.0,3131618,20839.0,carotenoid,Terpene,28%,GCA_007827285_contig1.region004
GCA_004349195.1,Region&nbsp7.1,terpene,terpene,33321.0,54160,20839.0,carotenoid,Terpene,28%,GCA_004349195_contig07.region001
GCA_004349195.1,Region&nbsp11.1,terpene,terpene,62985.0,84136,21151.0,bacillomycin D,Polyketide + NRP:Lipopeptide,20%,GCA_004349195_contig11.region001
GCA_004349195.1,Region&nbsp36.1,"betalactone,T3PKS",PKSIII,78628.0,122261,43633.0,,,,GCA_004349195_contig36.region001
GCA_900107495.1,Region&nbsp3.1,terpene,terpene,1.0,17449,17448.0,carotenoid,Terpene,28%,GCA_900107495_contig03.region001
GCA_900107495.1,Region&nbsp12.1,T3PKS,PKSIII,433126.0,474178,41052.0,,,,GCA_900107495_contig12.region001
GCA_002708845.1,Region&nbsp1.1,terpene,terpene,109390.0,130229,20839.0,carotenoid,Terpene,28%,GCA_002708845_contig01.region001
GCA_002708845.1,Region&nbsp4.1,terpene,terpene,232796.0,253944,21148.0,,,,GCA_002708845_contig04.region001
GCA_002708845.1,Region&nbsp8.1,NRPS,NRPS,1.0,15735,15734.0,althiomycin,NRP + Polyketide:Modular type I,33%,GCA_002708845_contig08.region001
GCA_002708845.1,Region&nbsp13.1,T3PKS,PKSIII,5402.0,46478,41076.0,,,,GCA_002708845_contig13.region001
GCA_002708845.1,Region&nbsp24.1,arylpolyene,Others,76189.0,117460,41271.0,,,,GCA_002708845_contig24.region001
GCA_009827735.1,Region&nbsp6.1,"T1PKS,hglE-KS",PKS_other,176397.0,227873,51476.0,,,,GCA_009827735_contig10.region001
GCA_009363055.1,Region&nbsp1,terpene,terpene,198448.0,219290,20842.0,carotenoid,Terpene,28%,GCA_009363055_contig1.region001
GCA_900188415.1,Region&nbsp10.1,terpene,terpene,246091.0,267233,21142.0,,,,GCA_900188415_contig10.region001
GCA_900188415.1,Region&nbsp11.1,"T3PKS,arylpolyene",PKSIII,609406.0,653007,43601.0,,,,GCA_900188415_contig11.region001
GCA_900188415.1,Region&nbsp14.1,terpene,terpene,49209.0,70048,20839.0,carotenoid,Terpene,28%,GCA_900188415_contig14.region001
GCA_002457715.1,Region&nbsp10.1,terpene,terpene,13279.0,25075,11796.0,,,,GCA_002457715_contig10.region001
GCA_002457715.1,Region&nbsp23.1,terpene,terpene,1820.0,22659,20839.0,carotenoid,Terpene,28%,GCA_002457715_contig23.region001
GCA_900460915.1,Region&nbsp1.1,arylpolyene,Others,288417.0,329472,41055.0,,,,GCA_900460915_contig01.region001
GCA_900460915.1,Region&nbsp1.2,arylpolyene,Others,490197.0,534244,44047.0,flexirubin,Polyketide,11%,GCA_900460915_contig01.region002
GCA_900460915.1,Region&nbsp1.3,resorcinol,Others,767199.0,808325,41126.0,flexirubin,Polyketide,16%,GCA_900460915_contig01.region003
GCA_900460915.1,Region&nbsp11.1,arylpolyene,Others,79649.0,120737,41088.0,,,,GCA_900460915_contig11.region001
GCA_003815835.1,Region&nbsp1.1,terpene,terpene,401271.0,422107,20836.0,carotenoid,Terpene,28%,GCA_003815835_contig1.region001
GCA_003815835.1,Region&nbsp1.2,bacteriocin,RiPPs,1057883.0,1072636,14753.0,,,,GCA_003815835_contig1.region002
GCA_003815835.1,Region&nbsp1.3,microviridin,RiPPs,1101496.0,1121997,20501.0,,,,GCA_003815835_contig1.region003
GCA_003815835.1,Region&nbsp1.4,"arylpolyene,resorcinol",Others,2810077.0,2875948,65871.0,flexirubin,Polyketide,75%,GCA_003815835_contig1.region004
GCA_009371985.2,Region&nbsp1.1,terpene,terpene,50174.0,71013,20839.0,carotenoid,Terpene,28%,GCA_009371985_contig01.region001
GCA_009371985.2,Region&nbsp11.1,T3PKS,PKSIII,235935.0,276990,41055.0,,,,GCA_009371985_contig16.region001
GCA_009371985.2,Region&nbsp12.1,terpene,terpene,114171.0,135265,21094.0,,,,GCA_009371985_contig17.region001
GCA_009371985.2,Region&nbsp12.2,"arylpolyene,resorcinol",Others,291808.0,344499,52691.0,flexirubin,Polyketide,75%,GCA_009371985_contig17.region002
GCA_900156825.1,Region&nbsp4.1,"arylpolyene,resorcinol",Others,10492.0,61836,51344.0,flexirubin,Polyketide,77%,GCA_900156825_contig04.region001
GCA_900156825.1,Region&nbsp15.1,microviridin,RiPPs,215591.0,236054,20463.0,,,,GCA_900156825_contig15.region001
GCA_900156825.1,Region&nbsp18.1,terpene,terpene,109194.0,130030,20836.0,carotenoid,Terpene,28%,GCA_900156825_contig18.region001
GCA_900156825.1,Region&nbsp29.1,"NRPS,T1PKS",NRPS_PKS_hybrid,1.0,71173,71172.0,,,,GCA_900156825_contig29.region001
GCA_000971605.2,Region&nbsp1,terpene,terpene,1616834.0,1641307,24473.0,carotenoid,Terpene,28%,GCA_000971605_contig1.region001
GCA_000971605.2,Region&nbsp2,"arylpolyene,resorcinol",Others,2564545.0,2621653,57108.0,flexirubin,Polyketide,86%,GCA_000971605_contig1.region002
GCA_000971605.2,Region&nbsp3,siderophore,Siderophore,2793664.0,2805394,11730.0,,,,GCA_000971605_contig1.region003
GCA_011742145.1,Region&nbsp31.1,terpene,terpene,464097.0,485233,21136.0,bacillomycin D,Polyketide + NRP:Lipopeptide,20%,GCA_011742145_contig095.region001
GCA_011742145.1,Region&nbsp32.1,T3PKS,PKSIII,129448.0,170500,41052.0,,,,GCA_011742145_contig096.region001
GCA_011742145.1,Region&nbsp32.2,terpene,terpene,355688.0,376527,20839.0,carotenoid,Terpene,28%,GCA_011742145_contig096.region002
GCA_003633595.1,Region&nbsp1.1,terpene,terpene,473117.0,494322,21205.0,,,,GCA_003633595_contig01.region001
GCA_003633595.1,Region&nbsp1.2,"arylpolyene,resorcinol",Others,654389.0,711109,56720.0,flexirubin,Polyketide,97%,GCA_003633595_contig01.region002
GCA_003633595.1,Region&nbsp4.1,"T3PKS,NRPS-like",NRPS_PKS_hybrid,199561.0,249853,50292.0,,,,GCA_003633595_contig04.region001
GCA_003633595.1,Region&nbsp5.1,betalactone,Others,151846.0,182531,30685.0,,,,GCA_003633595_contig05.region001
GCA_003633595.1,Region&nbsp6.1,terpene,terpene,47177.0,68016,20839.0,carotenoid,Terpene,28%,GCA_003633595_contig06.region001
GCA_003633595.1,Region&nbsp9.1,bacteriocin,RiPPs,19315.0,29650,10335.0,,,,GCA_003633595_contig09.region001
GCA_900610265.1,Region&nbsp26.1,"arylpolyene,resorcinol",Others,1626.0,58734,57108.0,flexirubin,Polyketide,86%,GCA_900610265_contig033.region001
GCA_900610265.1,Region&nbsp32.1,terpene,terpene,46394.0,70867,24473.0,carotenoid,Terpene,28%,GCA_900610265_contig040.region001
GCA_900610265.1,Region&nbsp34.1,siderophore,Siderophore,38406.0,50136,11730.0,,,,GCA_900610265_contig043.region001
GCA_900089995.1,Region&nbsp1.1,transAT-PKS-like,transAT_PSK,1.0,46383,46382.0,,,,GCA_900089995_contig01.region001
GCA_900089995.1,Region&nbsp1.2,terpene,terpene,165945.0,187093,21148.0,,,,GCA_900089995_contig01.region002
GCA_900089995.1,Region&nbsp1.3,bacteriocin,RiPPs,590849.0,601247,10398.0,,,,GCA_900089995_contig01.region003
GCA_900089995.1,Region&nbsp1.4,T3PKS,PKSIII,901100.0,942152,41052.0,,,,GCA_900089995_contig01.region004
GCA_900089995.1,Region&nbsp1.5,bacteriocin,RiPPs,1049209.0,1060663,11454.0,,,,GCA_900089995_contig01.region005
GCA_900089995.1,Region&nbsp2.1,bacteriocin,RiPPs,185675.0,197858,12183.0,,,,GCA_900089995_contig02.region001
GCA_900089995.1,Region&nbsp2.2,siderophore,Siderophore,821261.0,836188,14927.0,bisucaberin B,Other,100%,GCA_900089995_contig02.region002
GCA_900089995.1,Region&nbsp2.3,"arylpolyene,resorcinol",Others,891509.0,945017,53508.0,flexirubin,Polyketide,75%,GCA_900089995_contig02.region003
GCA_900089995.1,Region&nbsp3.1,terpene,terpene,448421.0,469260,20839.0,carotenoid,Terpene,28%,GCA_900089995_contig03.region001
GCA_900089995.1,Region&nbsp6.1,"transAT-PKS,PKS-like,ladderane",transAT_PSK,1.0,73846,73845.0,phormidolide,Polyketide,21%,GCA_900089995_contig06.region001
GCA_014486695.1,Region&nbsp11.1,terpene,terpene,458568.0,479707,21139.0,,,,GCA_014486695_contig11.region001
GCA_014486695.1,Region&nbsp21.1,terpene,terpene,182666.0,203505,20839.0,carotenoid,Terpene,28%,GCA_014486695_contig33.region001
GCA_014486695.1,Region&nbsp27.1,T3PKS,PKSIII,36728.0,76246,39518.0,,,,GCA_014486695_contig50.region001
GCA_007489275.1,Region&nbsp3.1,bacteriocin,RiPPs,1.0,11506,11505.0,,,,GCA_007489275_contig003.region001
GCA_007489275.1,Region&nbsp57.1,NRPS,NRPS,21930.0,70093,48163.0,,,,GCA_007489275_contig057.region001
GCA_007489275.1,Region&nbsp98.1,terpene,terpene,1.0,12579,12578.0,carotenoid,Terpene,28%,GCA_007489275_contig124.region001
GCA_007489275.1,Region&nbsp118.1,terpene,terpene,22326.0,43465,21139.0,,,,GCA_007489275_contig204.region001
GCA_007489275.1,Region&nbsp130.1,T3PKS,PKSIII,32632.0,54658,22026.0,,,,GCA_007489275_contig216.region001
GCA_007489275.1,Region&nbsp145.1,arylpolyene,Others,1.0,41232,41231.0,flexirubin,Polyketide,36%,GCA_007489275_contig231.region001
GCA_007489275.1,Region&nbsp153.1,siderophore,Siderophore,64025.0,78960,14935.0,bisucaberin B,Other,100%,GCA_007489275_contig239.region001
GCA_007489275.1,Region&nbsp160.1,"T1PKS,NRPS",NRPS_PKS_hybrid,1239.0,30220,28981.0,,,,GCA_007489275_contig246.region001
GCA_007489275.1,Region&nbsp163.1,resorcinol,Others,1.0,29769,29768.0,,,,GCA_007489275_contig249.region001
GCA_007489275.1,Region&nbsp174.1,NRPS-like,NRPS,1.0,24376,24375.0,,,,GCA_007489275_contig260.region001
GCA_007489275.1,Region&nbsp175.1,bacteriocin,RiPPs,69326.0,81509,12183.0,,,,GCA_007489275_contig261.region001
GCA_013042075.1,Region&nbsp35.1,terpene,terpene,,12460,,carotenoid,Terpene,28%,GCA_013042075_contig035.region001
GCA_013042075.1,Region&nbsp76.1,T3PKS,PKSIII,,4283,,,,,GCA_013042075_contig076.region001
GCA_013042075.1,Region&nbsp84.1,arylpolyene,Others,,6915,,,,,GCA_013042075_contig084.region001
GCA_013042075.1,Region&nbsp213.1,bacteriocin,RiPPs,,8649,,,,,GCA_013042075_contig213.region001
GCA_014219125.1,Region&nbsp11.1,terpene,terpene,314381.0,335217,20836.0,carotenoid,Terpene,28%,GCA_014219125_contig11.region001
GCA_014219125.1,Region&nbsp26.1,siderophore,Siderophore,124799.0,136619,11820.0,putrebactin / avaroferrin,Other,40%,GCA_014219125_contig30.region001
GCA_003663945.1,Region&nbsp4.1,terpene,terpene,19735.0,42179,22444.0,carotenoid,Terpene,28%,GCA_003663945_contig04.region001
GCA_004296145.1,Region&nbsp79.1,siderophore,Siderophore,,9964,,bisucaberin B,Other,66%,GCA_004296145_contig0079.region001
GCA_004296145.1,Region&nbsp349.1,T3PKS,PKSIII,,7185,,,,,GCA_004296145_contig0349.region001
GCA_004296145.1,Region&nbsp395.1,arylpolyene,Others,,6750,,flexirubin,Polyketide,16%,GCA_004296145_contig0395.region001
GCA_004296145.1,Region&nbsp800.1,terpene,terpene,,4086,,,,,GCA_004296145_contig0800.region001
GCA_004296145.1,Region&nbsp915.1,"resorcinol,arylpolyene",Others,,13991,,flexirubin,Polyketide,41%,GCA_004296145_contig0915.region001
GCA_007109265.1,Region&nbsp136.1,T3PKS,PKSIII,20296.0,61348,41052.0,,,,GCA_007109265_contig136.region001
GCA_007109265.1,Region&nbsp213.1,"NRPS,T1PKS",NRPS_PKS_hybrid,30.0,55519,55489.0,,,,GCA_007109265_contig213.region001
GCA_007109265.1,Region&nbsp213.2,terpene,terpene,70606.0,91445,20839.0,carotenoid,Terpene,42%,GCA_007109265_contig213.region002
GCA_000764775.1,Region&nbsp45.1,terpene,terpene,13257.0,35706,22449.0,carotenoid,Terpene,28%,GCA_000764775_contig54.region001
GCA_000764775.1,Region&nbsp66.1,"T3PKS,arylpolyene",PKSIII,260193.0,304594,44401.0,,,,GCA_000764775_contig75.region001
GCA_002793215.1,Region&nbsp54.1,terpene,terpene,,3543,,,,,GCA_002793215_contig054.region001
GCA_003860545.1,Region&nbsp1,terpene,terpene,1394143.0,1414988,20845.0,carotenoid,Terpene,28%,GCA_003860545_contig1.region001
GCA_003008435.1,Region&nbsp18.1,terpene,terpene,345128.0,367568,22440.0,carotenoid,Terpene,28%,GCA_003008435_contig23.region001
GCA_013001345.1,Region&nbsp22.1,terpene,terpene,,10239,,carotenoid,Terpene,28%,GCA_013001345_contig022.region001
GCA_013001345.1,Region&nbsp127.1,terpene,terpene,,3668,,,,,GCA_013001345_contig127.region001
GCA_013001345.1,Region&nbsp275.1,T3PKS,PKSIII,,2521,,,,,GCA_013001345_contig275.region001
GCA_004293165.1,Region&nbsp1.1,terpene,terpene,509669.0,530808,21139.0,,,,GCA_004293165_contig01.region001
GCA_004293165.1,Region&nbsp10.1,terpene,terpene,90468.0,111307,20839.0,carotenoid,Terpene,28%,GCA_004293165_contig10.region001
GCA_002023775.1,Region&nbsp4.1,lanthipeptide,RiPPs,5810.0,31220,25410.0,pinensins,RiPP,11%,GCA_002023775_contig04.region001
GCA_002023775.1,Region&nbsp6.1,siderophore,Siderophore,175627.0,187441,11814.0,bisucaberin B,Other,83%,GCA_002023775_contig06.region001
GCA_002023775.1,Region&nbsp12.1,NRPS-like,NRPS,59954.0,103874,43920.0,,,,GCA_002023775_contig15.region001
GCA_002364385.1,Region&nbsp43.1,terpene,terpene,1.0,22319,22318.0,carotenoid,Terpene,28%,GCA_002364385_contig043.region001
GCA_002364385.1,Region&nbsp82.1,arylpolyene,Others,6778.0,32793,26015.0,flexirubin,Polyketide,22%,GCA_002364385_contig082.region001
GCA_002364385.1,Region&nbsp95.1,betalactone,Others,658.0,19314,18656.0,,,,GCA_002364385_contig095.region001
GCA_002683555.1,Region&nbsp15.1,"arylpolyene,resorcinol",Others,54745.0,108496,53751.0,flexirubin,Polyketide,72%,GCA_002683555_contig15.region001
GCA_002683555.1,Region&nbsp19.1,T3PKS,PKSIII,79754.0,120851,41097.0,,,,GCA_002683555_contig19.region001
GCA_002683555.1,Region&nbsp22.1,terpene,terpene,30556.0,51398,20842.0,carotenoid,Terpene,28%,GCA_002683555_contig22.region001
GCA_002790195.1,Region&nbsp4.1,terpene,terpene,8759.0,28536,19777.0,,,,GCA_002790195_contig04.region001
GCA_002790195.1,Region&nbsp16.1,terpene,terpene,94466.0,109046,14580.0,malleobactin A / malleobactin B / malleobactin C / malleobactin D,NRP:NRP siderophore,7%,GCA_002790195_contig16.region001
GCA_002790195.1,Region&nbsp29.1,terpene,terpene,23941.0,44780,20839.0,carotenoid,Terpene,28%,GCA_002790195_contig29.region001
GCA_002790195.1,Region&nbsp41.1,arylpolyene,Others,9145.0,50308,41163.0,,,,GCA_002790195_contig41.region001
GCA_004014855.1,Region&nbsp1,"arylpolyene,resorcinol",Others,89337.0,151726,62389.0,flexirubin,Polyketide,58%,GCA_004014855_contig1.region001
GCA_004014855.1,Region&nbsp2,"T1PKS,hglE-KS",PKS_other,1229206.0,1280687,51481.0,,,,GCA_004014855_contig1.region002
GCA_013404055.1,Region&nbsp11.1,arylpolyene,Others,462640.0,509121,46481.0,flexirubin,Polyketide,58%,GCA_013404055_contig11.region001
GCA_013404055.1,Region&nbsp50.1,terpene,terpene,14804.0,52313,37509.0,carotenoid,Terpene,28%,GCA_013404055_contig55.region001
GCA_013404055.1,Region&nbsp50.2,betalactone,Others,162078.0,193925,31847.0,,,,GCA_013404055_contig55.region002
GCA_001680875.1,Region&nbsp26.1,terpene,terpene,151948.0,172790,20842.0,carotenoid,Terpene,42%,GCA_001680875_contig31.region001
GCA_002706045.1,Region&nbsp17.1,terpene,terpene,,12903,,carotenoid,Terpene,28%,GCA_002706045_contig017.region001
GCA_002706045.1,Region&nbsp81.1,terpene,terpene,,13973,,,,,GCA_002706045_contig081.region001
GCA_012911605.1,Region&nbsp17.1,terpene,terpene,62129.0,83265,21136.0,bacillomycin D,Polyketide + NRP:Lipopeptide,20%,GCA_012911605_contig017.region001
GCA_012911605.1,Region&nbsp18.1,terpene,terpene,67427.0,88266,20839.0,carotenoid,Terpene,28%,GCA_012911605_contig018.region001
GCA_002251835.1,Region&nbsp160.1,terpene,terpene,1.0,9177,9176.0,,,,GCA_002251835_contig170.region001
GCA_002251835.1,Region&nbsp196.1,T3PKS,PKSIII,1.0,18365,18364.0,,,,GCA_002251835_contig206.region001
GCA_002251835.1,Region&nbsp217.1,terpene,terpene,24681.0,40931,16250.0,carotenoid,Terpene,28%,GCA_002251835_contig227.region001
GCA_001404975.1,Region&nbsp9.1,T3PKS,PKSIII,1.0,22905,22904.0,,,,GCA_001404975_contig09.region001
GCA_001404975.1,Region&nbsp13.1,betalactone,Others,86602.0,117625,31023.0,,,,GCA_001404975_contig13.region001
GCA_001404975.1,Region&nbsp21.1,terpene,terpene,168402.0,189547,21145.0,,,,GCA_001404975_contig21.region001
GCA_001404975.1,Region&nbsp23.1,terpene,terpene,16583.0,32948,16365.0,carotenoid,Terpene,28%,GCA_001404975_contig23.region001
GCA_003202405.1,Region&nbsp9.1,bacteriocin,RiPPs,1244879.0,1254282,9403.0,,,,GCA_003202405_contig21.region001
GCA_003202405.1,Region&nbsp9.2,siderophore,Siderophore,1276724.0,1292390,15666.0,putrebactin / avaroferrin,Other,20%,GCA_003202405_contig21.region002
GCA_003202405.1,Region&nbsp9.3,betalactone,Others,1339486.0,1369972,30486.0,,,,GCA_003202405_contig21.region003
GCA_003202405.1,Region&nbsp9.4,bacteriocin,RiPPs,1527790.0,1548374,20584.0,,,,GCA_003202405_contig21.region004
GCA_003202405.1,Region&nbsp9.5,T3PKS,PKSIII,1673057.0,1714109,41052.0,,,,GCA_003202405_contig21.region005
GCA_003202405.1,Region&nbsp10.1,"arylpolyene,resorcinol",Others,114156.0,167589,53433.0,flexirubin,Polyketide,91%,GCA_003202405_contig27.region001
GCA_003202405.1,Region&nbsp11.1,terpene,terpene,44828.0,65988,21160.0,,,,GCA_003202405_contig28.region001
GCA_003202405.1,Region&nbsp12.1,terpene,terpene,492561.0,513400,20839.0,carotenoid,Terpene,28%,GCA_003202405_contig29.region001
GCA_002204835.1,Region&nbsp68.1,siderophore,Siderophore,1.0,11992,11991.0,bisucaberin B,Other,66%,GCA_002204835_contig068.region001
GCA_002204835.1,Region&nbsp77.1,terpene,terpene,1.0,19754,19753.0,carotenoid,Terpene,28%,GCA_002204835_contig077.region001
