,Assembly accession,ORFs,CAZymes,Peptidases,index,Merops orfs total
1381,GCA_003331875.1,1025,19,,GCA_003331875.1,45
1382,GCA_003268815.1,3054,76,,GCA_003268815.1,128
1383,GCA_008711145.1,3453,99,,GCA_008711145.1,145
1384,GCA_002471825.1,2700,72,,GCA_002471825.1,131
1385,GCA_003688785.1,4691,229,,GCA_003688785.1,177
1386,GCA_003443715.1,5142,160,,GCA_003443715.1,239
1387,GCA_014219825.1,3740,109,,GCA_014219825.1,164
1388,GCA_003201775.1,4739,178,,GCA_003201775.1,178
1389,GCA_002379575.1,3604,50,,GCA_002379575.1,131
1390,GCA_002352865.1,3055,60,,GCA_002352865.1,126
1391,GCA_003242135.1,2703,63,,GCA_003242135.1,112
1392,GCA_013388355.1,3384,124,,GCA_013388355.1,126
1393,GCA_013003555.1,2801,67,,GCA_013003555.1,147
1394,GCA_000800075.1,4780,93,,GCA_000800075.1,226
1395,GCA_014191595.1,2824,69,,GCA_014191595.1,123
1396,GCA_002292245.1,1383,32,,GCA_002292245.1,67
1397,GCA_014219125.1,3774,107,,GCA_014219125.1,157
1398,GCA_900142975.1,3534,132,,GCA_900142975.1,135
1399,GCA_002742365.1,3326,74,,GCA_002742365.1,167
1400,GCA_003688405.1,3387,69,,GCA_003688405.1,153
1401,GCA_009670975.1,2259,36,,GCA_009670975.1,88
1402,GCA_003122675.1,1833,33,,GCA_003122675.1,73
1403,GCA_900618195.1,2189,31,,GCA_900618195.1,88
1404,GCA_003254565.1,4589,224,,GCA_003254565.1,173
1405,GCA_002337605.1,3104,53,,GCA_002337605.1,138
1406,GCA_900186645.1,2434,56,,GCA_900186645.1,97
1407,GCA_001593385.1,4757,111,,GCA_001593385.1,212
1408,GCA_002315095.1,3005,44,,GCA_002315095.1,129
1409,GCA_013333255.2,1908,32,,GCA_013333255.2,69
1410,GCA_001643375.1,3911,83,,GCA_001643375.1,154
1411,GCA_003663835.1,3294,62,,GCA_003663835.1,141
1412,GCA_000212355.1,2990,81,,GCA_000212355.1,132
1413,GCA_902705465.1,3010,40,,GCA_902705465.1,119
1414,GCA_009886755.1,1699,29,,GCA_009886755.1,88
1415,GCA_009496935.1,2024,38,,GCA_009496935.1,84
1416,GCA_000430545.1,3675,42,,GCA_000430545.1,163
1417,GCA_009498295.1,2958,65,,GCA_009498295.1,133
1418,GCA_002702745.1,1211,26,,GCA_002702745.1,71
1419,GCA_000801625.1,3087,53,,GCA_000801625.1,126
1420,GCA_013820965.1,2265,23,,GCA_013820965.1,67
1421,GCA_003984855.1,2988,75,,GCA_003984855.1,136
1422,GCA_000318255.2,2236,83,,GCA_000318255.2,84
1423,GCA_002023065.1,3830,109,,GCA_002023065.1,176
1424,GCA_000813825.1,3742,104,,GCA_000813825.1,169
1425,GCA_002723075.1,1486,37,,GCA_002723075.1,68
1426,GCA_900290975.1,2727,63,,GCA_900290975.1,124
1427,GCA_002156885.1,4654,112,,GCA_002156885.1,188
1428,GCA_900111495.1,4173,130,,GCA_900111495.1,177
1429,GCA_002217205.1,3101,84,,GCA_002217205.1,104
1430,GCA_001521765.1,3989,110,,GCA_001521765.1,176
1431,GCA_902705355.1,2997,40,,GCA_902705355.1,116
1432,GCA_900129595.1,4939,209,,GCA_900129595.1,184
1433,GCA_900637895.1,2850,57,,GCA_900637895.1,126
1434,GCA_902728305.1,3203,97,,GCA_902728305.1,130
1435,GCA_002742265.1,4192,95,,GCA_002742265.1,195
1436,GCA_007362475.1,2862,49,,GCA_007362475.1,121
1437,GCA_002700185.1,2518,67,,GCA_002700185.1,95
1438,GCA_002719315.1,1879,39,,GCA_002719315.1,97
1439,GCA_009938095.1,3883,109,,GCA_009938095.1,176
1440,GCA_007997065.1,3725,84,,GCA_007997065.1,153
1441,GCA_003146745.1,2188,62,,GCA_003146745.1,83
1442,GCA_000943555.1,3381,215,,GCA_000943555.1,123
1443,GCA_001735745.1,2562,63,,GCA_001735745.1,102
1444,GCA_002733285.1,2400,48,,GCA_002733285.1,102
1445,GCA_900143665.1,3522,104,,GCA_900143665.1,157
1446,GCA_013365535.1,4526,69,,GCA_013365535.1,231
1447,GCA_004310325.1,3302,135,,GCA_004310325.1,126
1448,GCA_900475375.1,3462,103,,GCA_900475375.1,157
1449,GCA_004150225.1,3607,89,,GCA_004150225.1,150
1450,GCA_900106075.1,2801,93,,GCA_900106075.1,128
1451,GCA_002150215.1,2597,56,,GCA_002150215.1,108
1452,GCA_900446785.1,4151,79,,GCA_900446785.1,164
1453,GCA_003061345.1,4063,147,,GCA_003061345.1,127
1454,GCA_002813295.1,4083,204,,GCA_002813295.1,165
1455,GCA_000737715.1,4682,91,,GCA_000737715.1,226
1456,GCA_003815895.1,3864,88,,GCA_003815895.1,155
1457,GCA_001418685.1,2092,31,,GCA_001418685.1,82
1458,GCA_014305205.1,3085,54,,GCA_014305205.1,130
1459,GCA_013298525.1,2779,72,,GCA_013298525.1,112
1460,GCA_009746565.1,3154,178,,GCA_009746565.1,107
1461,GCA_014220055.1,4373,95,,GCA_014220055.1,193
1462,GCA_014397005.1,4828,85,,GCA_014397005.1,203
1463,GCA_000321285.1,2014,39,,GCA_000321285.1,84
1464,GCA_009826935.1,3847,154,,GCA_009826935.1,148
1465,GCA_003865405.1,3232,31,,GCA_003865405.1,108
1466,GCA_000153485.2,3741,77,,GCA_000153485.2,164
1467,GCA_003449015.1,4360,208,,GCA_003449015.1,202
1468,GCA_903166575.1,3881,86,,GCA_903166575.1,164
1469,GCA_002024825.1,3618,111,,GCA_002024825.1,166
1470,GCA_900092105.1,3463,103,,GCA_900092105.1,157
1471,GCA_011089875.1,2257,36,,GCA_011089875.1,92
1472,GCA_000282055.1,4272,282,,GCA_000282055.1,148
1473,GCA_002435265.1,3357,143,,GCA_002435265.1,125
1474,GCA_007997155.1,3534,67,,GCA_007997155.1,153
1475,GCA_009684775.1,2637,80,,GCA_009684775.1,85
1476,GCA_000374405.1,2375,35,,GCA_000374405.1,80
1477,GCA_000973105.1,4544,225,,GCA_000973105.1,145
1478,GCA_000826655.1,3567,84,,GCA_000826655.1,151
1479,GCA_014218915.1,4168,86,,GCA_014218915.1,160
1480,GCA_002292265.1,1909,37,,GCA_002292265.1,97
1481,GCA_003633855.1,4704,231,,GCA_003633855.1,178
1482,GCA_003202435.1,4326,240,,GCA_003202435.1,151
1483,GCA_900637795.1,2130,48,,GCA_900637795.1,100
1484,GCA_009659665.1,2396,63,,GCA_009659665.1,90
1485,GCA_007341385.1,4040,206,,GCA_007341385.1,169
1486,GCA_900115015.1,3032,53,,GCA_900115015.1,140
1487,GCA_900129705.1,3240,87,,GCA_900129705.1,130
1488,GCA_002023685.1,3937,106,,GCA_002023685.1,178
1489,GCA_013072765.1,2716,77,,GCA_013072765.1,117
1490,GCA_003860525.1,3043,55,,GCA_003860525.1,111
1491,GCA_013333875.2,1783,27,,GCA_013333875.2,60
1492,GCA_003516945.1,1493,28,,GCA_003516945.1,66
1493,GCA_008017345.1,3864,86,,GCA_008017345.1,168
1494,GCA_009602705.1,4669,83,,GCA_009602705.1,215
1495,GCA_900186545.1,2356,56,,GCA_900186545.1,107
1496,GCA_014220295.1,4349,94,,GCA_014220295.1,194
1497,GCA_900610115.1,2416,50,,GCA_900610115.1,106
1498,GCA_001708385.1,3619,112,,GCA_001708385.1,143
1499,GCA_002435115.1,3886,102,,GCA_002435115.1,159
1500,GCA_900129795.1,4639,253,,GCA_900129795.1,189
1501,GCA_013214425.1,3036,33,,GCA_013214425.1,115
1502,GCA_000797465.1,3208,69,,GCA_000797465.1,154
1503,GCA_001913155.1,3701,102,,GCA_001913155.1,162
1504,GCA_902705435.1,2969,40,,GCA_902705435.1,118
1505,GCA_002217365.1,4663,237,,GCA_002217365.1,191
1506,GCA_008806755.1,3646,50,,GCA_008806755.1,170
1507,GCA_002831625.1,2790,91,,GCA_002831625.1,122
1508,GCA_009659705.1,2306,65,,GCA_009659705.1,90
1509,GCA_900168115.1,3706,193,,GCA_900168115.1,149
1510,GCA_000242075.2,3556,37,,GCA_000242075.2,135
1511,GCA_900167905.1,3069,60,,GCA_900167905.1,126
1512,GCA_002023695.1,3720,105,,GCA_002023695.1,157
1513,GCA_014239895.1,1041,15,,GCA_014239895.1,50
1514,GCA_000799325.1,4584,110,,GCA_000799325.1,207
1515,GCA_002302595.1,2792,85,,GCA_002302595.1,87
1516,GCA_003669035.1,4515,102,,GCA_003669035.1,194
1517,GCA_001429765.1,4269,219,,GCA_001429765.1,170
1518,GCA_014219595.1,3764,111,,GCA_014219595.1,166
1519,GCA_003350375.1,3441,92,,GCA_003350375.1,133
1520,GCA_003755145.1,5076,110,,GCA_003755145.1,231
1521,GCA_009827705.1,1904,29,,GCA_009827705.1,83
1522,GCA_009663575.1,2222,39,,GCA_009663575.1,86
1523,GCA_003331865.1,776,18,,GCA_003331865.1,38
1524,GCA_002699205.1,4030,91,,GCA_002699205.1,164
1525,GCA_002835665.1,3291,63,,GCA_002835665.1,155
1526,GCA_000746845.1,2942,50,,GCA_000746845.1,126
1527,GCA_012927325.1,4481,89,,GCA_012927325.1,213
1528,GCA_007116535.1,1128,14,,GCA_007116535.1,48
1529,GCA_002781485.1,2898,87,,GCA_002781485.1,113
1530,GCA_000425445.1,4112,236,,GCA_000425445.1,164
1531,GCA_002002525.1,3567,106,,GCA_002002525.1,153
1532,GCA_900186755.1,2489,57,,GCA_900186755.1,109
1533,GCA_008806775.1,2864,96,,GCA_008806775.1,106
1534,GCA_000812875.1,2165,48,,GCA_000812875.1,100
1535,GCA_004293165.1,2381,55,,GCA_004293165.1,95
1536,GCA_003445055.1,2911,35,,GCA_003445055.1,101
1537,GCA_006778185.1,2430,57,,GCA_006778185.1,104
1538,GCA_900142445.1,4596,107,,GCA_900142445.1,190
1539,GCA_008056315.1,3669,227,,GCA_008056315.1,129
1540,GCA_002999135.1,2674,71,,GCA_002999135.1,81
1541,GCA_900130145.1,2422,58,,GCA_900130145.1,106
1542,GCA_013294015.1,3207,57,,GCA_013294015.1,121
1543,GCA_002954685.1,3506,95,,GCA_002954685.1,175
1544,GCA_006974145.1,3722,111,,GCA_006974145.1,142
1545,GCA_009993865.1,2891,75,,GCA_009993865.1,113
1546,GCA_000468615.2,3967,146,,GCA_000468615.2,152
1547,GCA_011065475.1,2782,52,,GCA_011065475.1,128
1548,GCA_008974325.1,3209,54,,GCA_008974325.1,132
1549,GCA_014219435.1,3700,106,,GCA_014219435.1,154
1550,GCA_002023545.1,3855,110,,GCA_002023545.1,183
1551,GCA_002797785.1,2082,62,,GCA_002797785.1,84
1552,GCA_003293845.1,2532,50,,GCA_003293845.1,103
1553,GCA_003229235.1,2033,32,,GCA_003229235.1,99
1554,GCA_000430665.1,4036,74,,GCA_000430665.1,176
1555,GCA_000427335.1,4004,107,,GCA_000427335.1,148
1556,GCA_000154725.1,4411,85,,GCA_000154725.1,172
1557,GCA_002484365.1,2796,46,,GCA_002484365.1,124
1558,GCA_900105035.1,3217,106,,GCA_900105035.1,148
1559,GCA_900637665.1,5136,95,,GCA_900637665.1,220
1560,GCA_900610295.1,2489,56,,GCA_900610295.1,108
1561,GCA_003687485.1,4058,138,,GCA_003687485.1,148
1562,GCA_900142355.1,5187,244,,GCA_900142355.1,183
1563,GCA_009865615.1,3708,104,,GCA_009865615.1,167
1564,GCA_002691165.1,691,11,,GCA_002691165.1,35
1565,GCA_002415215.1,2961,55,,GCA_002415215.1,139
1566,GCA_002325035.1,3644,89,,GCA_002325035.1,148
1567,GCA_011751075.1,4576,102,,GCA_011751075.1,193
1568,GCA_007197735.1,3401,125,,GCA_007197735.1,150
1569,GCA_003003155.1,3238,87,,GCA_003003155.1,130
1570,GCA_001683915.1,3915,97,,GCA_001683915.1,145
1571,GCA_002416265.1,2296,66,,GCA_002416265.1,92
1572,GCA_001439315.1,2046,68,,GCA_001439315.1,88
1573,GCA_009495835.1,2617,60,,GCA_009495835.1,100
1574,GCA_009886625.1,1796,35,,GCA_009886625.1,86
1575,GCA_002690805.1,1324,25,,GCA_002690805.1,64
1576,GCA_002387575.1,1402,34,,GCA_002387575.1,70
1577,GCA_000735715.2,4768,255,,GCA_000735715.2,167
1578,GCA_002354765.1,2836,50,,GCA_002354765.1,130
1579,GCA_002222055.1,4928,177,,GCA_002222055.1,184
1580,GCA_000735135.1,3675,97,,GCA_000735135.1,155
1581,GCA_900113135.1,3743,164,,GCA_900113135.1,146
1582,GCA_002208925.2,4588,95,,GCA_002208925.2,203
1583,GCA_002711825.1,3821,76,,GCA_002711825.1,143
1584,GCA_003202405.1,4609,316,,GCA_003202405.1,150
1585,GCA_005792865.1,1733,44,,GCA_005792865.1,69
1586,GCA_900114085.1,2670,35,,GCA_900114085.1,115
1587,GCA_001263145.1,2016,45,,GCA_001263145.1,82
1588,GCA_002924285.1,4402,77,,GCA_002924285.1,181
1589,GCA_002848895.1,3445,190,,GCA_002848895.1,116
1590,GCA_003097635.1,2808,79,,GCA_003097635.1,117
1591,GCA_000411575.1,2332,85,,GCA_000411575.1,83
1592,GCA_002693185.1,2926,115,,GCA_002693185.1,121
1593,GCA_004211785.1,2641,51,,GCA_004211785.1,138
1594,GCA_002477565.1,1583,44,,GCA_002477565.1,62
1595,GCA_002285635.2,3959,106,,GCA_002285635.2,194
1596,GCA_014305115.1,3105,85,,GCA_014305115.1,138
1597,GCA_004525075.1,2470,49,,GCA_004525075.1,98
1598,GCA_000423065.1,3179,107,,GCA_000423065.1,149
1599,GCA_004214265.1,1382,31,,GCA_004214265.1,70
1600,GCA_003293835.1,3633,111,,GCA_003293835.1,162
1601,GCA_002375495.1,3076,54,,GCA_002375495.1,137
1602,GCA_900156075.1,2768,73,,GCA_900156075.1,125
1603,GCA_002782545.1,2571,54,,GCA_002782545.1,110
1604,GCA_001641085.1,2929,62,,GCA_001641085.1,138
1605,GCA_004337695.1,4409,102,,GCA_004337695.1,181
1606,GCA_014220725.1,3747,109,,GCA_014220725.1,164
1607,GCA_900112975.1,3079,71,,GCA_900112975.1,141
1608,GCA_009828165.1,1901,29,,GCA_009828165.1,83
1609,GCA_004634185.1,2647,69,,GCA_004634185.1,100
1610,GCA_008081175.1,1406,23,,GCA_008081175.1,72
1611,GCA_002163875.1,2861,81,,GCA_002163875.1,133
1612,GCA_900186665.1,2376,56,,GCA_900186665.1,108
1613,GCA_014219685.1,3744,113,,GCA_014219685.1,158
1614,GCA_001640115.1,3469,121,,GCA_001640115.1,130
1615,GCA_000174755.1,2467,44,,GCA_000174755.1,89
1616,GCA_900610285.1,2442,55,,GCA_900610285.1,108
1617,GCA_900116115.1,3075,116,,GCA_900116115.1,137
1618,GCA_008086165.1,3275,61,,GCA_008086165.1,157
1619,GCA_002302415.1,2704,48,,GCA_002302415.1,90
1620,GCA_000828715.1,3490,111,,GCA_000828715.1,167
1621,GCA_013001935.1,2232,68,,GCA_013001935.1,94
1622,GCA_002169155.2,847,10,,GCA_002169155.2,36
1623,GCA_000424645.1,3758,77,,GCA_000424645.1,149
1624,GCA_900104195.1,2498,62,,GCA_900104195.1,108
1625,GCA_900102265.1,3613,114,,GCA_900102265.1,148
1626,GCA_002726785.1,1803,34,,GCA_002726785.1,63
1627,GCA_002380515.1,3556,173,,GCA_002380515.1,137
1628,GCA_001670785.1,2070,38,,GCA_001670785.1,87
1629,GCA_009690705.1,1920,40,,GCA_009690705.1,86
1630,GCA_003298875.1,4058,106,,GCA_003298875.1,173
1631,GCA_900105145.1,3409,124,,GCA_900105145.1,126
1632,GCA_008033385.1,3455,139,,GCA_008033385.1,127
1633,GCA_014284085.1,3358,110,,GCA_014284085.1,170
1634,GCA_001589345.1,2070,38,,GCA_001589345.1,87
1635,GCA_013042535.1,2552,64,,GCA_013042535.1,125
1636,GCA_008017365.1,3891,98,,GCA_008017365.1,181
1637,GCA_013249045.1,3214,110,,GCA_013249045.1,124
1638,GCA_000732625.1,2910,75,,GCA_000732625.1,107
1639,GCA_004151275.1,2712,31,,GCA_004151275.1,96
1640,GCA_001278115.1,4064,152,,GCA_001278115.1,146
1641,GCA_902705445.1,2912,40,,GCA_902705445.1,116
1642,GCA_003487285.1,2600,88,,GCA_003487285.1,99
1643,GCA_014295415.1,2716,53,,GCA_014295415.1,126
1644,GCA_003511565.1,2599,60,,GCA_003511565.1,103
1645,GCA_002785365.1,2791,83,,GCA_002785365.1,111
1646,GCA_000496055.1,3786,112,,GCA_000496055.1,158
1647,GCA_900142635.1,3521,37,,GCA_900142635.1,128
1648,GCA_002023435.1,3499,106,,GCA_002023435.1,152
1649,GCA_002899895.2,4412,86,,GCA_002899895.2,193
1650,GCA_009663465.1,2180,36,,GCA_009663465.1,83
1651,GCA_014297365.1,3358,110,,GCA_014297365.1,170
1652,GCA_003384935.1,2962,131,,GCA_003384935.1,134
1653,GCA_007997115.1,3480,100,,GCA_007997115.1,156
1654,GCA_011050675.1,4132,127,,GCA_011050675.1,174
1655,GCA_000255455.1,3535,128,,GCA_000255455.1,126
1656,GCA_001800905.1,1906,47,,GCA_001800905.1,88
1657,GCA_002337005.1,3078,101,,GCA_002337005.1,122
1658,GCA_009711055.1,2895,32,,GCA_009711055.1,119
1659,GCA_004362665.1,2808,75,,GCA_004362665.1,125
1660,GCA_002721275.1,1524,32,,GCA_002721275.1,77
1661,GCA_008017825.1,3145,43,,GCA_008017825.1,111
1662,GCA_900141785.1,4726,121,,GCA_900141785.1,235
1663,GCA_009730675.1,2465,56,,GCA_009730675.1,108
1664,GCA_014219705.1,3741,109,,GCA_014219705.1,164
1665,GCA_002709185.1,1024,29,,GCA_002709185.1,44
1666,GCA_003533615.1,4168,83,,GCA_003533615.1,113
1667,GCA_014220365.1,4346,94,,GCA_014220365.1,194
1668,GCA_003538555.1,1234,33,,GCA_003538555.1,53
1669,GCA_002291765.1,2547,46,,GCA_002291765.1,132
1670,GCA_000737765.1,5116,92,,GCA_000737765.1,225
1671,GCA_002484185.1,3310,66,,GCA_002484185.1,144
1672,GCA_011064265.1,3289,94,,GCA_011064265.1,143
1673,GCA_003935165.1,3052,52,,GCA_003935165.1,130
1674,GCA_014220155.1,4400,95,,GCA_014220155.1,194
1675,GCA_900299505.1,4735,117,,GCA_900299505.1,233
1676,GCA_003564185.1,2316,41,,GCA_003564185.1,92
1677,GCA_000482305.1,4489,93,,GCA_000482305.1,195
1678,GCA_900624725.1,5311,95,,GCA_900624725.1,280
1679,GCA_006829085.1,4852,131,,GCA_006829085.1,231
1680,GCA_002831685.1,3061,88,,GCA_002831685.1,125
1681,GCA_002691645.1,2244,57,,GCA_002691645.1,120
1682,GCA_900177645.1,4410,178,,GCA_900177645.1,155
1683,GCA_001887145.1,2450,56,,GCA_001887145.1,105
1684,GCA_004216895.1,3420,59,,GCA_004216895.1,168
1685,GCA_001748465.2,4752,170,,GCA_001748465.2,157
1686,GCA_009663475.1,2208,41,,GCA_009663475.1,84
1687,GCA_002690415.1,1430,28,,GCA_002690415.1,54
1688,GCA_002711215.1,1926,54,,GCA_002711215.1,69
1689,GCA_002217475.1,4051,103,,GCA_002217475.1,178
1690,GCA_007997315.1,3025,67,,GCA_007997315.1,132
1691,GCA_004214175.1,1181,24,,GCA_004214175.1,60
1692,GCA_004014855.1,2910,43,,GCA_004014855.1,113
1693,GCA_003668995.1,4429,89,,GCA_003668995.1,194
1694,GCA_000518505.1,3154,84,,GCA_000518505.1,117
1695,GCA_900168045.1,3092,113,,GCA_900168045.1,125
1696,GCA_900299475.1,5175,98,,GCA_900299475.1,273
1697,GCA_004349195.1,3276,99,,GCA_004349195.1,144
1698,GCA_001521755.1,3461,103,,GCA_001521755.1,157
1699,GCA_013276265.1,2322,70,,GCA_013276265.1,94
1700,GCA_000518485.1,3043,83,,GCA_000518485.1,120
1701,GCA_002786385.1,2648,65,,GCA_002786385.1,112
1702,GCA_900157025.1,3595,102,,GCA_900157025.1,168
1703,GCA_014145635.1,3218,31,,GCA_014145635.1,126
1704,GCA_014219975.1,4347,94,,GCA_014219975.1,194
1705,GCA_002302475.1,2292,85,,GCA_002302475.1,91
1706,GCA_002943755.1,2885,59,,GCA_002943755.1,151
1707,GCA_003710065.1,3739,96,,GCA_003710065.1,160
1708,GCA_002266855.1,2895,87,,GCA_002266855.1,149
1709,GCA_003061395.1,3751,89,,GCA_003061395.1,174
1710,GCA_009993745.1,2681,65,,GCA_009993745.1,106
1711,GCA_007489275.1,6340,163,,GCA_007489275.1,233
1712,GCA_001187685.1,3627,94,,GCA_001187685.1,145
1713,GCA_002341025.1,2625,49,,GCA_002341025.1,107
1714,GCA_003095655.1,3172,84,,GCA_003095655.1,137
1715,GCA_001427905.1,4715,293,,GCA_001427905.1,187
1716,GCA_002302635.1,2469,80,,GCA_002302635.1,82
1717,GCA_002484335.1,2954,58,,GCA_002484335.1,138
1718,GCA_900142405.1,4072,98,,GCA_900142405.1,152
1719,GCA_014220475.1,4417,95,,GCA_014220475.1,193
1720,GCA_002217275.1,4560,221,,GCA_002217275.1,177
1721,GCA_900215295.1,3146,98,,GCA_900215295.1,150
1722,GCA_009674775.1,4547,197,,GCA_009674775.1,189
1723,GCA_009684755.1,2541,81,,GCA_009684755.1,85
1724,GCA_002376315.1,2570,39,,GCA_002376315.1,117
1725,GCA_002023195.1,3870,111,,GCA_002023195.1,173
1726,GCA_000419685.1,2768,49,,GCA_000419685.1,123
1727,GCA_002363875.1,3085,52,,GCA_002363875.1,137
1728,GCA_002364325.1,2320,61,,GCA_002364325.1,109
1729,GCA_900186485.1,2334,54,,GCA_900186485.1,97
1730,GCA_003001895.1,3407,131,,GCA_003001895.1,135
1731,GCA_002754195.1,5289,202,,GCA_002754195.1,205
1732,GCA_002360635.1,2941,45,,GCA_002360635.1,124
1733,GCA_002390605.1,1572,30,,GCA_002390605.1,85
1734,GCA_002364335.1,3140,69,,GCA_002364335.1,145
1735,GCA_014239665.1,1222,17,,GCA_014239665.1,65
1736,GCA_004803875.1,2926,41,,GCA_004803875.1,120
1737,GCA_013394785.1,2158,86,,GCA_013394785.1,82
1738,GCA_002433745.1,3543,163,,GCA_002433745.1,146
1739,GCA_002813125.1,3267,80,,GCA_002813125.1,166
1740,GCA_003963025.1,2081,38,,GCA_003963025.1,73
1741,GCA_009663565.1,2028,33,,GCA_009663565.1,80
1742,GCA_001941605.1,3433,111,,GCA_001941605.1,130
1743,GCA_002302565.1,2101,62,,GCA_002302565.1,84
1744,GCA_000184135.2,1985,38,,GCA_000184135.2,85
1745,GCA_003610675.1,4806,113,,GCA_003610675.1,214
1746,GCA_000520975.1,5416,99,,GCA_000520975.1,278
1747,GCA_000812825.1,3683,34,,GCA_000812825.1,135
1748,GCA_900188275.1,4886,99,,GCA_900188275.1,235
1749,GCA_000633375.1,3457,36,,GCA_000633375.1,131
1750,GCA_007827445.1,2906,96,,GCA_007827445.1,135
1751,GCA_000423585.1,3339,129,,GCA_000423585.1,150
1752,GCA_900141765.1,3707,130,,GCA_900141765.1,173
1753,GCA_002715605.1,4255,154,,GCA_002715605.1,153
1754,GCA_002846595.1,2667,88,,GCA_002846595.1,117
1755,GCA_000253275.1,3112,84,,GCA_000253275.1,103
1756,GCA_014385425.1,5931,35,,GCA_014385425.1,169
1757,GCA_001752425.1,3006,83,,GCA_001752425.1,124
1758,GCA_900100165.1,3226,263,,GCA_900100165.1,113
1759,GCA_001510855.1,2479,55,,GCA_001510855.1,109
1760,GCA_004368925.1,3851,192,,GCA_004368925.1,131
1761,GCA_000196315.1,2683,70,,GCA_000196315.1,118
1762,GCA_008367235.1,4185,154,,GCA_008367235.1,159
1763,GCA_011082485.1,1976,33,,GCA_011082485.1,85
1764,GCA_001413955.1,3597,138,,GCA_001413955.1,139
1765,GCA_010993655.1,2803,65,,GCA_010993655.1,117
1766,GCA_013394635.1,4204,147,,GCA_013394635.1,160
1767,GCA_014218825.1,4799,107,,GCA_014218825.1,202
1768,GCA_002725015.1,1308,41,,GCA_002725015.1,65
1769,GCA_002304005.1,4411,203,,GCA_002304005.1,172
1770,GCA_007989005.1,3229,263,,GCA_007989005.1,113
1771,GCA_002691685.1,1911,53,,GCA_002691685.1,106
1772,GCA_001431805.1,3620,112,,GCA_001431805.1,143
1773,GCA_002023645.1,3555,103,,GCA_002023645.1,161
1774,GCA_001693475.1,4145,95,,GCA_001693475.1,154
1775,GCA_014041915.1,2433,43,,GCA_014041915.1,115
1776,GCA_002899875.1,5030,98,,GCA_002899875.1,224
1777,GCA_014062345.1,2521,26,,GCA_014062345.1,118
1778,GCA_003732575.1,2501,56,,GCA_003732575.1,107
1779,GCA_000265385.1,3193,72,,GCA_000265385.1,150
1780,GCA_000495975.1,4022,106,,GCA_000495975.1,169
1781,GCA_002117085.1,2593,72,,GCA_002117085.1,108
1782,GCA_900610195.1,2337,56,,GCA_900610195.1,105
1783,GCA_014202195.1,2826,58,,GCA_014202195.1,136
1784,GCA_002007065.3,4893,241,,GCA_002007065.3,193
1785,GCA_002440405.1,2728,57,,GCA_002440405.1,132
1786,GCA_002297705.1,2820,114,,GCA_002297705.1,103
1787,GCA_000813005.1,4801,118,,GCA_000813005.1,192
1788,GCA_000812985.1,4568,111,,GCA_000812985.1,185
1789,GCA_002790155.1,3040,80,,GCA_002790155.1,118
1790,GCA_002711455.1,3181,77,,GCA_002711455.1,128
1791,GCA_000745795.1,2843,49,,GCA_000745795.1,132
1792,GCA_004028155.1,3759,57,,GCA_004028155.1,155
1793,GCA_002364215.1,3000,60,,GCA_002364215.1,126
1794,GCA_001857965.1,3188,254,,GCA_001857965.1,106
1795,GCA_013042885.1,2404,62,,GCA_013042885.1,106
1796,GCA_003541615.1,3565,145,,GCA_003541615.1,124
1797,GCA_011752975.1,4263,89,,GCA_011752975.1,230
1798,GCA_003992615.1,3448,78,,GCA_003992615.1,168
1799,GCA_002696485.1,2853,45,,GCA_002696485.1,123
1800,GCA_002022065.1,3703,112,,GCA_002022065.1,165
1801,GCA_002363855.1,4178,135,,GCA_002363855.1,148
1802,GCA_001482835.1,3455,33,,GCA_001482835.1,126
1803,GCA_002415135.1,3022,58,,GCA_002415135.1,126
1804,GCA_013407935.1,3234,86,,GCA_013407935.1,143
1805,GCA_003633605.1,3111,110,,GCA_003633605.1,145
1806,GCA_001011675.1,3572,107,,GCA_001011675.1,160
1807,GCA_900107495.1,2974,88,,GCA_900107495.1,129
1808,GCA_002311725.1,2395,33,,GCA_002311725.1,106
1809,GCA_002694465.1,2978,57,,GCA_002694465.1,114
1810,GCA_002296555.1,2986,37,,GCA_002296555.1,122
1811,GCA_002023095.1,3617,106,,GCA_002023095.1,153
1812,GCA_003285545.1,3714,140,,GCA_003285545.1,150
1813,GCA_001898255.1,2805,60,,GCA_001898255.1,120
1814,GCA_002439165.1,4629,82,,GCA_002439165.1,195
1815,GCA_900100115.1,3716,126,,GCA_900100115.1,158
1816,GCA_002401105.1,2305,86,,GCA_002401105.1,92
1817,GCA_002382405.1,1300,26,,GCA_002382405.1,67
1818,GCA_003034215.1,2899,65,,GCA_003034215.1,119
1819,GCA_001618465.2,3563,104,,GCA_001618465.2,160
1820,GCA_009848495.1,2705,74,,GCA_009848495.1,107
1821,GCA_002781585.1,2856,85,,GCA_002781585.1,114
1822,GCA_903819435.1,5031,263,,GCA_903819435.1,166
1823,GCA_002251835.1,3062,61,,GCA_002251835.1,118
1824,GCA_000755305.1,2887,75,,GCA_000755305.1,108
1825,GCA_900141715.1,2959,117,,GCA_900141715.1,113
1826,GCA_002023305.1,3708,101,,GCA_002023305.1,156
1827,GCA_900103755.1,3172,82,,GCA_900103755.1,122
1828,GCA_000173115.1,1361,28,,GCA_000173115.1,71
1829,GCA_000735535.1,3480,260,,GCA_000735535.1,123
1830,GCA_002337205.1,2691,44,,GCA_002337205.1,112
