,Unnamed: 0,cazymes,Orfs_anno_cazymes%,orfs,index_x,Merops orfs total,GH total,Orfs_anno_merops%,Assembly accession,Genus,Family,scaf_bp,Completeness,MAG,Nr_BGCs,index_y,Virulence orfs total,Orfs_anno_virs%,P,BGCs/genomesize,merops_perMb,virs_perMb,bgc_perMb
1255,GCA_004352915.1,245,5.550521069,4414,GCA_004352915.1,168,169,3.80607159,GCA_004352915.1,Flavobacterium,Flavobacteriaceae,5245985,99.65,False,5,GCA_004352915.1,363,8.223833258,0.813559322,9.53E-07,0.032024491,0.069195775,0.00095311
676,GCA_900142715.1,237,5.077120823,4668,GCA_900142715.1,168,166,3.598971722,GCA_900142715.1,Flavobacterium,Flavobacteriaceae,5610979,99.65,False,8,GCA_900142715.1,436,9.340188518,0.82962963,1.43E-06,0.029941299,0.0777048,0.001425776
2352,GCA_900142735.1,220,5.001136622,4399,GCA_900142735.1,168,152,3.819049784,GCA_900142735.1,Flavobacterium,Flavobacteriaceae,5209309,99.65,False,7,GCA_900142735.1,381,8.661059332,0.865979381,1.34E-06,0.032249959,0.073138299,0.001343748
2495,GCA_003996965.1,219,4.379124175,5001,GCA_003996965.1,168,150,3.359328134,GCA_003996965.1,Flavobacterium,Flavobacteriaceae,5929114,99.65,False,10,GCA_003996965.1,447,8.938212358,0.868217054,1.69E-06,0.028334756,0.075390691,0.001686593
2531,GCA_004115975.1,117,2.990033223,3913,GCA_004115975.1,168,61,4.293381038,GCA_004115975.1,Gelidibacter,Flavobacteriaceae,4632641,99.34,False,3,GCA_004115975.1,332,8.484538717,1.178947368,6.48E-07,0.036264412,0.071665385,0.000647579
161,GCA_008124555.1,112,2.7986007,4002,GCA_008124555.1,168,64,4.197901049,GCA_008124555.1,Elizabethkingia,Weeksellaceae,4295221,100,False,3,GCA_008124555.1,290,7.246376812,1.2,6.98E-07,0.039113238,0.067516898,0.000698451
2296,GCA_900092045.1,111,2.775,4000,GCA_900092045.1,168,63,4.2,GCA_900092045.1,Elizabethkingia,Weeksellaceae,4299971,100,False,3,GCA_900092045.1,290,7.25,1.204301075,6.98E-07,0.039070031,0.067442315,0.000697679
92,GCA_000335775.1,104,2.428771602,4282,GCA_000335775.1,168,48,3.92340028,GCA_000335775.1,Flavobacterium,Flavobacteriaceae,5198514,99.65,False,13,GCA_000335775.1,397,9.271368519,1.235294118,2.50E-06,0.032316927,0.076367977,0.002500715
325,GCA_012273615.1,86,2.280562185,3771,GCA_012273615.1,168,39,4.45505171,GCA_012273615.1,Chryseobacterium,Weeksellaceae,4338935,100,False,10,GCA_012273615.1,319,8.459294617,1.322834646,2.30E-06,0.038719179,0.073520345,0.002304713
1155,GCA_009674815.1,223,5.226154207,4267,GCA_009674815.1,169,153,3.960628076,GCA_009674815.1,Flavobacterium,Flavobacteriaceae,5019622,99.65,False,10,GCA_009674815.1,383,8.975861261,0.862244898,1.99E-06,0.033667874,0.076300566,0.001992182
2273,GCA_900182645.1,223,5.222482436,4270,GCA_900182645.1,169,153,3.957845433,GCA_900182645.1,Flavobacterium,Flavobacteriaceae,5036896,99.65,False,10,GCA_900182645.1,382,8.946135831,0.862244898,1.99E-06,0.03355241,0.075840359,0.00198535
2321,GCA_003385895.1,192,4.701273262,4084,GCA_003385895.1,169,136,4.138099902,GCA_003385895.1,Flavobacterium,Flavobacteriaceae,4903770,99.65,False,4,GCA_003385895.1,364,8.912830558,0.936288089,8.16E-07,0.03446328,0.074228604,0.000815699
709,GCA_900129245.1,124,2.76477146,4485,GCA_900129245.1,169,66,3.768115942,GCA_900129245.1,Chryseobacterium,Weeksellaceae,4947868,100,False,6,GCA_900129245.1,379,8.45039019,1.153583618,1.21E-06,0.034156125,0.076598648,0.001212644
1019,GCA_900156015.1,91,2.193828351,4148,GCA_900156015.1,169,45,4.074252652,GCA_900156015.1,Chryseobacterium,Weeksellaceae,4676160,100,False,8,GCA_900156015.1,317,7.642237223,1.3,1.71E-06,0.036140765,0.067790666,0.001710805
1765,GCA_003122385.1,267,5.430140329,4917,GCA_003122385.1,172,169,3.498067928,GCA_003122385.1,Flavobacterium,Flavobacteriaceae,5877431,99.65,False,7,GCA_003122385.1,405,8.236729713,0.783599089,1.19E-06,0.029264486,0.068907657,0.001190997
398,GCA_011050085.1,146,3.069161236,4757,GCA_011050085.1,172,75,3.615724196,GCA_011050085.1,Pricia,Flavobacteriaceae,5481803,98.51,True,5,GCA_011050085.1,362,7.609838133,1.081761006,9.12E-07,0.031376538,0.066036667,0.000912109
2140,GCA_009901585.1,120,2.832192589,4237,GCA_009901585.1,172,58,4.059476044,GCA_009901585.1,Eudoraea,Flavobacteriaceae,4989619,99.67,False,6,GCA_009901585.1,394,9.299032334,1.178082192,1.20E-06,0.03447157,0.078963945,0.001202497
995,GCA_004916905.1,94,2.241831624,4193,GCA_004916905.1,172,42,4.102074887,GCA_004916905.1,Chryseobacterium,Weeksellaceae,4688351,100,False,10,GCA_004916905.1,321,7.655616504,1.293233083,2.13E-06,0.036686673,0.06846757,0.002132946
2282,GCA_003815775.1,85,1.909683217,4451,GCA_003815775.1,172,34,3.864300157,GCA_003815775.1,Chryseobacterium,Weeksellaceae,4890621,100,False,7,GCA_003815775.1,326,7.32419681,1.338521401,1.43E-06,0.035169358,0.066658201,0.001431311
349,GCA_000820645.1,112,2.552997493,4387,GCA_000820645.1,173,66,3.943469341,GCA_000820645.1,Chryseobacterium,Weeksellaceae,4457049,100,False,8,GCA_000820645.1,338,7.704581719,1.214035088,1.79E-06,0.03881492,0.07583493,0.00179491
2491,GCA_000612925.1,112,2.552997493,4387,GCA_000612925.1,173,66,3.943469341,GCA_000612925.1,Chryseobacterium,Weeksellaceae,4457049,100,False,8,GCA_000612925.1,338,7.704581719,1.214035088,1.79E-06,0.03881492,0.07583493,0.00179491
1352,GCA_002156885.1,112,2.406532015,4654,GCA_002156885.1,174,53,3.738719381,GCA_002156885.1,Flavobacterium,Flavobacteriaceae,5396196,99.65,False,8,GCA_002156885.1,359,7.713794585,1.216783217,1.48E-06,0.032244937,0.066528347,0.001482526
87,GCA_003201365.1,90,2.226620485,4042,GCA_003201365.1,174,45,4.304799604,GCA_003201365.1,Chryseobacterium,Weeksellaceae,4541599,100,False,8,GCA_003201365.1,308,7.619990104,1.318181818,1.76E-06,0.038312497,0.067817524,0.001761494
1086,GCA_007923145.1,122,2.250507286,5421,GCA_007923145.1,175,77,3.228186681,GCA_007923145.1,Elizabethkingia,Weeksellaceae,4651278,96.51,False,3,GCA_007923145.1,295,5.441800406,1.178451178,6.45E-07,0.037624068,0.063423429,0.000644984
1437,GCA_003669035.1,102,2.259136213,4515,GCA_003669035.1,175,56,3.875968992,GCA_003669035.1,Chryseobacterium,Weeksellaceae,4558636,99.1,False,4,GCA_003669035.1,320,7.087486157,1.263537906,8.77E-07,0.038388676,0.070196436,0.000877455
1992,GCA_003725735.1,211,4.532760473,4655,GCA_003725735.1,176,150,3.780880773,GCA_003725735.1,Sinomicrobium,Flavobacteriaceae,5648340,99.34,False,18,GCA_003725735.1,386,8.292158969,0.909560724,3.19E-06,0.031159597,0.068338662,0.003186777
327,GCA_004362055.1,209,4.649610679,4495,GCA_004362055.1,176,134,3.915461624,GCA_004362055.1,Flavobacterium,Flavobacteriaceae,5291369,99.65,False,5,GCA_004362055.1,401,8.921023359,0.914285714,9.45E-07,0.033261714,0.075783791,0.000944935
1696,GCA_000813005.1,118,2.457821287,4801,GCA_000813005.1,176,56,3.665902937,GCA_000813005.1,Flavobacterium,Flavobacteriaceae,5597129,99.65,False,9,GCA_000813005.1,386,8.039991668,1.197278912,1.61E-06,0.031444692,0.068963928,0.001607967
691,GCA_003815975.1,108,2.231404959,4840,GCA_003815975.1,176,59,3.636363636,GCA_003815975.1,Chryseobacterium,Weeksellaceae,5318634,100,False,8,GCA_003815975.1,342,7.066115702,1.23943662,1.50E-06,0.033091203,0.064302225,0.001504146
1457,GCA_900142445.1,107,2.328111401,4596,GCA_900142445.1,176,52,3.829416884,GCA_900142445.1,Chryseobacterium,Weeksellaceae,5142650,100,False,13,GCA_900142445.1,371,8.072236728,1.243816254,2.53E-06,0.034223601,0.072141795,0.00252788
1606,GCA_003668995.1,89,2.009482953,4429,GCA_003668995.1,176,42,3.973808986,GCA_003668995.1,Flavobacterium,Flavobacteriaceae,4935222,99.44,False,6,GCA_003668995.1,330,7.450891849,1.328301887,1.22E-06,0.035662023,0.066866293,0.001215751
2458,GCA_900299535.1,70,1.669051025,4194,GCA_900299535.1,176,32,4.196471149,GCA_900299535.1,Aquimarina,Flavobacteriaceae,4937442,95.25,False,10,GCA_900299535.1,382,9.108249881,1.430894309,2.03E-06,0.035645988,0.077367997,0.00202534
2471,GCA_005047595.1,58,1.894186806,3062,GCA_005047595.1,176,12,5.747877204,GCA_005047595.1,CAU-1491,Flavobacteriaceae,3313614,99.34,False,1,GCA_005047595.1,235,7.674722404,1.504273504,3.02E-07,0.053114213,0.070919546,0.000301785
71,GCA_013393195.1,279,5.418527869,5149,GCA_013393195.1,177,186,3.437560691,GCA_013393195.1,Flavobacterium,Flavobacteriaceae,6157406,99.65,False,5,GCA_013393195.1,429,8.331714896,0.776315789,8.12E-07,0.028745871,0.069672196,0.00081203
1635,GCA_009674775.1,197,4.332526941,4547,GCA_009674775.1,177,132,3.89267649,GCA_009674775.1,Flavobacterium,Flavobacteriaceae,5391218,99.65,False,17,GCA_009674775.1,389,8.555091269,0.946524064,3.15E-06,0.032831171,0.072154381,0.003153276
750,GCA_009707955.1,195,3.858330036,5054,GCA_009707955.1,177,120,3.502176494,GCA_009707955.1,Flavobacterium,Flavobacteriaceae,5915506,99.65,False,10,GCA_009707955.1,455,9.002770083,0.951612903,1.69E-06,0.029921363,0.076916497,0.001690472
647,GCA_001045445.1,93,2.325,4000,GCA_001045445.1,177,50,4.425,GCA_001045445.1,Chryseobacterium,Weeksellaceae,4412600,100,False,10,GCA_001045445.1,333,8.325,1.311111111,2.27E-06,0.040112405,0.075465712,0.002266238
1140,GCA_000520835.1,90,2.088651659,4309,GCA_000520835.1,177,42,4.107681597,GCA_000520835.1,Chryseobacterium,Weeksellaceae,4753942,100,False,10,GCA_000520835.1,339,7.867254583,1.325842697,2.10E-06,0.037232259,0.071309242,0.002103517
2096,GCA_009797885.1,118,2.524064171,4675,GCA_009797885.1,178,70,3.807486631,GCA_009797885.1,Croceivirga,Flavobacteriaceae,5283345,99.01,False,8,GCA_009797885.1,386,8.256684492,1.202702703,1.51E-06,0.033690777,0.073059776,0.001514192
128,GCA_900129755.1,110,2.559329921,4298,GCA_900129755.1,178,62,4.141461145,GCA_900129755.1,Chryseobacterium,Weeksellaceae,4598339,100,False,8,GCA_900129755.1,348,8.096789204,1.236111111,1.74E-06,0.03870963,0.075679501,0.001739759
208,GCA_003515005.1,103,2.326632031,4427,GCA_003515005.1,178,43,4.020781568,GCA_003515005.1,Chryseobacterium,Weeksellaceae,4894311,99.44,True,11,GCA_003515005.1,340,7.680144567,1.266903915,2.25E-06,0.036368755,0.069468409,0.002247507
1023,GCA_900142615.1,99,2.353220822,4207,GCA_900142615.1,178,50,4.231043499,GCA_900142615.1,Chryseobacterium,Weeksellaceae,4687840,100,False,8,GCA_900142615.1,329,7.820299501,1.285198556,1.71E-06,0.037970579,0.070181576,0.001706543
499,GCA_003729935.1,90,2.059967956,4369,GCA_003729935.1,178,43,4.074158846,GCA_003729935.1,Chryseobacterium,Weeksellaceae,4848923,100,False,12,GCA_003729935.1,354,8.102540627,1.328358209,2.47E-06,0.036709183,0.073005903,0.002474776
1386,GCA_014397005.1,85,1.76056338,4828,GCA_014397005.1,178,38,3.686826843,GCA_014397005.1,Kordia,Flavobacteriaceae,5464339,99.92,False,11,GCA_014397005.1,366,7.58077879,1.353612167,2.01E-06,0.032574846,0.066979739,0.002013052
578,GCA_004369705.1,237,4.646147814,5101,GCA_004369705.1,179,166,3.50911586,GCA_004369705.1,Flavobacterium,Flavobacteriaceae,6339403,99.65,False,11,GCA_004369705.1,431,8.449323662,0.860576923,1.74E-06,0.028236097,0.067987475,0.001735179
76,GCA_004345565.1,236,4.85896644,4857,GCA_004345565.1,179,166,3.685402512,GCA_004345565.1,Flavobacterium,Flavobacteriaceae,5756466,99.65,False,12,GCA_004345565.1,423,8.709079679,0.862650602,2.08E-06,0.031095467,0.073482585,0.002084612
839,GCA_000737775.1,106,2.770517512,3826,GCA_000737775.1,179,49,4.678515421,GCA_000737775.1,Chryseobacterium,Weeksellaceae,4340594,100,False,8,GCA_000737775.1,332,8.677469942,1.256140351,1.84E-06,0.041238595,0.076487227,0.001843066
1513,GCA_002285635.2,106,2.677443799,3959,GCA_002285635.2,179,49,4.521343774,GCA_002285635.2,Chryseobacterium,Weeksellaceae,4501946,100,False,7,GCA_002285635.2,333,8.411214953,1.256140351,1.55E-06,0.039760584,0.073968013,0.001554883
602,GCA_003385595.1,104,2.543409146,4089,GCA_003385595.1,179,60,4.377598435,GCA_003385595.1,Chryseobacterium,Weeksellaceae,4470829,100,False,8,GCA_003385595.1,324,7.923697726,1.265017668,1.79E-06,0.040037317,0.072469781,0.001789377
1486,GCA_011751075.1,102,2.229020979,4576,GCA_011751075.1,179,52,3.911713287,GCA_011751075.1,Flavobacterium,Flavobacteriaceae,5813601,99.65,False,14,GCA_011751075.1,409,8.937937063,1.274021352,2.41E-06,0.030789867,0.070352265,0.002408146
2380,GCA_001295265.1,97,2.130931459,4552,GCA_001295265.1,179,51,3.932337434,GCA_001295265.1,Chryseobacterium,Weeksellaceae,4861744,100,False,6,GCA_001295265.1,327,7.183655536,1.297101449,1.23E-06,0.036818064,0.067259815,0.001234125
1915,GCA_900460995.1,90,2.0229265,4449,GCA_900460995.1,179,42,4.02337604,GCA_900460995.1,Chryseobacterium,Weeksellaceae,4929686,100,False,10,GCA_900460995.1,343,7.709597662,1.330855019,2.03E-06,0.036310629,0.069578468,0.002028527
805,GCA_900113975.1,90,2.028397566,4437,GCA_900113975.1,179,42,4.034257381,GCA_900113975.1,Chryseobacterium,Weeksellaceae,4889663,100,False,10,GCA_900113975.1,343,7.730448501,1.330855019,2.05E-06,0.03660784,0.070147984,0.002045131
865,GCA_003020585.1,84,2.03242197,4133,GCA_003020585.1,179,34,4.330994435,GCA_003020585.1,Chryseobacterium,Weeksellaceae,4615988,100,False,7,GCA_003020585.1,331,8.00871038,1.36121673,1.52E-06,0.038778264,0.071707292,0.001516468
1136,GCA_014238425.1,62,1.838126297,3373,GCA_014238425.1,179,18,5.306848503,GCA_014238425.1,Uncl. Flavobacteriaceae,Flavobacteriaceae,3750719,99.01,True,3,GCA_014238425.1,311,9.220278684,1.485477178,8.00E-07,0.047724183,0.082917435,0.000799847
1390,GCA_003449015.1,208,4.770642202,4360,GCA_003449015.1,180,155,4.128440367,GCA_003449015.1,UBA7949,Flavobacteriaceae,5108092,98.66,False,4,GCA_003449015.1,348,7.981651376,0.927835052,7.83E-07,0.035238206,0.068127199,0.000783071
2019,GCA_010725055.1,121,3.015200598,4013,GCA_010725055.1,180,67,4.485422377,GCA_010725055.1,Gelidibacter,Flavobacteriaceae,4669066,99.34,False,1,GCA_010725055.1,316,7.874408173,1.196013289,2.14E-07,0.038551608,0.067679489,0.000214176
1956,GCA_002392055.1,105,2.413238336,4351,GCA_002392055.1,180,58,4.136980005,GCA_002392055.1,Chryseobacterium,Weeksellaceae,4725813,100,True,9,GCA_002392055.1,338,7.76832912,1.263157895,1.90E-06,0.038088684,0.071522085,0.001904434
367,GCA_900156735.1,96,2.025743828,4739,GCA_900156735.1,180,41,3.798269677,GCA_900156735.1,Chryseobacterium,Weeksellaceae,5183225,100,False,6,GCA_900156735.1,328,6.921291412,1.304347826,1.16E-06,0.034727414,0.063281065,0.00115758
1591,GCA_000482305.1,93,2.071730898,4489,GCA_000482305.1,180,42,4.009801738,GCA_000482305.1,Chryseobacterium,Weeksellaceae,4986577,100,False,8,GCA_000482305.1,345,7.68545333,1.318681319,1.60E-06,0.036096906,0.069185736,0.001604307
112,GCA_003384725.1,87,2.042253521,4260,GCA_003384725.1,180,42,4.225352113,GCA_003384725.1,Chryseobacterium,Weeksellaceae,4796535,100,False,11,GCA_003384725.1,336,7.887323944,1.348314607,2.29E-06,0.03752709,0.070050568,0.002293322
847,GCA_002338325.1,108,2.504638219,4312,GCA_002338325.1,181,60,4.197588126,GCA_002338325.1,Chryseobacterium,Weeksellaceae,4660937,100,True,8,GCA_002338325.1,327,7.583487941,1.252595156,1.72E-06,0.038833393,0.070157567,0.001716393
1564,GCA_002899895.2,86,1.949229374,4412,GCA_002899895.2,181,35,4.102447869,GCA_002899895.2,Chryseobacterium,Weeksellaceae,4794425,100,False,6,GCA_002899895.2,321,7.275611967,1.355805243,1.25E-06,0.037752181,0.066952763,0.001251454
894,GCA_009664855.1,245,4.83234714,5070,GCA_009664855.1,182,177,3.58974359,GCA_009664855.1,Flavobacterium,Flavobacteriaceae,6363829,97,False,7,GCA_009664855.1,431,8.500986193,0.852459016,1.10E-06,0.028599134,0.067726521,0.001099967
269,GCA_003815955.1,106,2.26109215,4688,GCA_003815955.1,182,58,3.88225256,GCA_003815955.1,Chryseobacterium,Weeksellaceae,5104943,100,False,8,GCA_003815955.1,344,7.337883959,1.263888889,1.57E-06,0.03565172,0.067385669,0.001567109
2499,GCA_003182335.1,105,2.390166173,4393,GCA_003182335.1,182,56,4.142954701,GCA_003182335.1,Chryseobacterium,Weeksellaceae,4869458,100,False,8,GCA_003182335.1,359,8.172091964,1.268292683,1.64E-06,0.037375823,0.073724838,0.001642893
1385,GCA_014220055.1,95,2.172421678,4373,GCA_014220055.1,182,43,4.161902584,GCA_014220055.1,Chryseobacterium,Weeksellaceae,4844447,100,False,8,GCA_014220055.1,350,8.003658815,1.314079422,1.65E-06,0.037568788,0.072247668,0.001651375
1632,GCA_014220475.1,95,2.150781073,4417,GCA_014220475.1,182,43,4.12044374,GCA_014220475.1,Chryseobacterium,Weeksellaceae,4909123,100,False,8,GCA_014220475.1,350,7.923930269,1.314079422,1.63E-06,0.037073832,0.07129583,0.001629619
323,GCA_014220165.1,95,2.17839945,4361,GCA_014220165.1,182,43,4.173354735,GCA_014220165.1,Chryseobacterium,Weeksellaceae,4826842,100,False,8,GCA_014220165.1,350,8.025682183,1.314079422,1.66E-06,0.037705813,0.072511178,0.001657398
2256,GCA_014220265.1,95,2.177900046,4362,GCA_014220265.1,182,43,4.172397983,GCA_014220265.1,Chryseobacterium,Weeksellaceae,4826696,100,False,8,GCA_014220265.1,350,8.023842274,1.314079422,1.66E-06,0.037706953,0.072513371,0.001657448
1949,GCA_014220225.1,95,2.168949772,4380,GCA_014220225.1,182,43,4.155251142,GCA_014220225.1,Chryseobacterium,Weeksellaceae,4845923,100,False,8,GCA_014220225.1,350,7.99086758,1.314079422,1.65E-06,0.037557345,0.072225663,0.001650872
1279,GCA_012273135.1,95,2.211874272,4295,GCA_012273135.1,182,43,4.237485448,GCA_012273135.1,Chryseobacterium,Weeksellaceae,4799263,100,False,7,GCA_012273135.1,343,7.986030268,1.314079422,1.46E-06,0.037922489,0.071469307,0.001458557
61,GCA_014220655.1,94,2.134908017,4403,GCA_014220655.1,182,42,4.13354531,GCA_014220655.1,Chryseobacterium,Weeksellaceae,4883441,100,False,8,GCA_014220655.1,346,7.858278447,1.31884058,1.64E-06,0.037268803,0.07085168,0.001638189
2234,GCA_014220185.1,94,2.189610995,4293,GCA_014220185.1,182,42,4.239459585,GCA_014220185.1,Chryseobacterium,Weeksellaceae,4745520,100,False,8,GCA_014220185.1,345,8.036338225,1.31884058,1.69E-06,0.038351961,0.072700147,0.001685801
316,GCA_014220515.1,94,2.170900693,4330,GCA_014220515.1,182,42,4.203233256,GCA_014220515.1,Chryseobacterium,Weeksellaceae,4765928,100,False,8,GCA_014220515.1,345,7.967667436,1.31884058,1.68E-06,0.038187736,0.07238884,0.001678582
365,GCA_014220115.1,94,2.167396818,4337,GCA_014220115.1,182,42,4.196449158,GCA_014220115.1,Chryseobacterium,Weeksellaceae,4774834,100,False,8,GCA_014220115.1,345,7.954807471,1.31884058,1.68E-06,0.038116508,0.072253821,0.001675451
1889,GCA_014220105.1,94,2.166897188,4338,GCA_014220105.1,182,42,4.195481789,GCA_014220105.1,Chryseobacterium,Weeksellaceae,4774043,100,False,8,GCA_014220105.1,345,7.952973721,1.31884058,1.68E-06,0.038122824,0.072265792,0.001675729
57,GCA_014220445.1,94,2.166897188,4338,GCA_014220445.1,182,42,4.195481789,GCA_014220445.1,Chryseobacterium,Weeksellaceae,4774427,100,False,8,GCA_014220445.1,345,7.952973721,1.31884058,1.68E-06,0.038119758,0.07225998,0.001675594
545,GCA_009371985.2,114,2.815510002,4049,GCA_009371985.2,183,64,4.519634478,GCA_009371985.2,Maribacter,Flavobacteriaceae,4560827,99.67,False,4,GCA_009371985.2,342,8.446530007,1.232323232,8.77E-07,0.040124302,0.0749864,0.000877034
1676,GCA_014218825.1,107,2.229631173,4799,GCA_014218825.1,183,58,3.813294436,GCA_014218825.1,Chryseobacterium,Weeksellaceae,5294360,100,False,9,GCA_014218825.1,363,7.564075849,1.262068966,1.70E-06,0.034565084,0.068563528,0.001699922
821,GCA_014220245.1,96,2.168511407,4427,GCA_014220245.1,183,44,4.13372487,GCA_014220245.1,Chryseobacterium,Weeksellaceae,4859649,100,False,8,GCA_014220245.1,349,7.883442512,1.311827957,1.65E-06,0.037657041,0.071815886,0.001646209
878,GCA_014220465.1,96,2.16802168,4428,GCA_014220465.1,183,44,4.132791328,GCA_014220465.1,Chryseobacterium,Weeksellaceae,4859817,100,False,8,GCA_014220465.1,348,7.859078591,1.311827957,1.65E-06,0.037655739,0.071607635,0.001646153
1796,GCA_014220145.1,96,2.169981917,4424,GCA_014220145.1,183,44,4.136528029,GCA_014220145.1,Chryseobacterium,Weeksellaceae,4859062,100,False,8,GCA_014220145.1,349,7.888788427,1.311827957,1.65E-06,0.03766159,0.071824562,0.001646408
2263,GCA_014220395.1,96,2.163136548,4438,GCA_014220395.1,183,44,4.123479045,GCA_014220395.1,Chryseobacterium,Weeksellaceae,4876721,100,False,8,GCA_014220395.1,350,7.886435331,1.311827957,1.64E-06,0.037525214,0.071769535,0.001640447
1213,GCA_003812605.1,95,2.178899083,4360,GCA_003812605.1,183,43,4.197247706,GCA_003812605.1,Chryseobacterium,Weeksellaceae,4866345,100,False,7,GCA_003812605.1,346,7.935779817,1.316546763,1.44E-06,0.037605225,0.07110059,0.001438451
1588,GCA_014220155.1,95,2.159090909,4400,GCA_014220155.1,183,43,4.159090909,GCA_014220155.1,Chryseobacterium,Weeksellaceae,4868732,100,False,8,GCA_014220155.1,350,7.954545455,1.316546763,1.64E-06,0.037586789,0.0718873,0.001643138
1774,GCA_014220405.1,94,2.162908422,4346,GCA_014220405.1,183,42,4.210768523,GCA_014220405.1,Chryseobacterium,Weeksellaceae,4785832,100,False,8,GCA_014220405.1,345,7.9383341,1.321299639,1.67E-06,0.038237865,0.072087779,0.001671601
319,GCA_014220345.1,94,2.159926471,4352,GCA_014220345.1,183,42,4.204963235,GCA_014220345.1,Chryseobacterium,Weeksellaceae,4794086,100,False,8,GCA_014220345.1,345,7.927389706,1.321299639,1.67E-06,0.038172031,0.071963665,0.001668723
1002,GCA_014220565.1,94,2.161913523,4348,GCA_014220565.1,183,42,4.208831647,GCA_014220565.1,Chryseobacterium,Weeksellaceae,4786350,100,False,8,GCA_014220565.1,345,7.934682613,1.321299639,1.67E-06,0.038233727,0.072079977,0.00167142
378,GCA_014220575.1,94,2.161913523,4348,GCA_014220575.1,183,42,4.208831647,GCA_014220575.1,Chryseobacterium,Weeksellaceae,4785075,100,False,8,GCA_014220575.1,345,7.934682613,1.321299639,1.67E-06,0.038243915,0.072099183,0.001671865
1775,GCA_014220615.1,94,2.162410858,4347,GCA_014220615.1,183,42,4.209799862,GCA_014220615.1,Chryseobacterium,Weeksellaceae,4790428,100,False,8,GCA_014220615.1,345,7.936507937,1.321299639,1.67E-06,0.03820118,0.072018617,0.001669997
1826,GCA_014219965.1,94,2.159430278,4353,GCA_014219965.1,183,42,4.203997243,GCA_014219965.1,Chryseobacterium,Weeksellaceae,4794596,100,False,8,GCA_014219965.1,345,7.925568573,1.321299639,1.67E-06,0.038167971,0.07195601,0.001668545
337,GCA_014220005.1,94,2.163406214,4345,GCA_014220005.1,183,42,4.211737629,GCA_014220005.1,Chryseobacterium,Weeksellaceae,4784887,100,False,8,GCA_014220005.1,345,7.940161105,1.321299639,1.67E-06,0.038245417,0.072102016,0.001671931
816,GCA_014220275.1,94,2.16091954,4350,GCA_014220275.1,183,42,4.206896552,GCA_014220275.1,Chryseobacterium,Weeksellaceae,4785647,100,False,8,GCA_014220275.1,345,7.931034483,1.321299639,1.67E-06,0.038239344,0.072090566,0.001671665
377,GCA_014220375.1,94,2.161913523,4348,GCA_014220375.1,183,42,4.208831647,GCA_014220375.1,Chryseobacterium,Weeksellaceae,4786947,100,False,8,GCA_014220375.1,346,7.957681693,1.321299639,1.67E-06,0.038228959,0.072279889,0.001671211
2342,GCA_014220525.1,94,2.161913523,4348,GCA_014220525.1,183,42,4.208831647,GCA_014220525.1,Chryseobacterium,Weeksellaceae,4785724,100,False,8,GCA_014220525.1,345,7.934682613,1.321299639,1.67E-06,0.038238728,0.072089406,0.001671638
2003,GCA_014219895.1,94,2.163406214,4345,GCA_014219895.1,183,42,4.211737629,GCA_014219895.1,Chryseobacterium,Weeksellaceae,4784558,100,False,8,GCA_014219895.1,345,7.940161105,1.321299639,1.67E-06,0.038248047,0.072106974,0.001672046
1418,GCA_014220295.1,94,2.161416418,4349,GCA_014220295.1,183,42,4.207863877,GCA_014220295.1,Chryseobacterium,Weeksellaceae,4790555,100,False,8,GCA_014220295.1,345,7.932858128,1.321299639,1.67E-06,0.038200167,0.072016708,0.001669953
495,GCA_014220605.1,94,2.162410858,4347,GCA_014220605.1,183,42,4.209799862,GCA_014220605.1,Chryseobacterium,Weeksellaceae,4785482,100,False,8,GCA_014220605.1,345,7.936507937,1.321299639,1.67E-06,0.038240662,0.072093051,0.001671723
1870,GCA_014220285.1,94,2.163406214,4345,GCA_014220285.1,183,42,4.211737629,GCA_014220285.1,Chryseobacterium,Weeksellaceae,4788490,100,False,8,GCA_014220285.1,345,7.940161105,1.321299639,1.67E-06,0.03821664,0.072047765,0.001670673
1751,GCA_014220065.1,94,2.163406214,4345,GCA_014220065.1,183,42,4.211737629,GCA_014220065.1,Chryseobacterium,Weeksellaceae,4785161,100,False,8,GCA_014220065.1,345,7.940161105,1.321299639,1.67E-06,0.038243227,0.072097888,0.001671835
2016,GCA_014220505.1,94,2.162410858,4347,GCA_014220505.1,183,42,4.209799862,GCA_014220505.1,Chryseobacterium,Weeksellaceae,4785866,100,False,8,GCA_014220505.1,345,7.936507937,1.321299639,1.67E-06,0.038237594,0.072087267,0.001671589
1617,GCA_014219975.1,94,2.162410858,4347,GCA_014219975.1,183,42,4.209799862,GCA_014219975.1,Chryseobacterium,Weeksellaceae,4785881,100,False,8,GCA_014219975.1,345,7.936507937,1.321299639,1.67E-06,0.038237474,0.072087041,0.001671584
155,GCA_014219985.1,94,2.162908422,4346,GCA_014219985.1,183,42,4.210768523,GCA_014219985.1,Chryseobacterium,Weeksellaceae,4785268,100,False,8,GCA_014219985.1,345,7.9383341,1.321299639,1.67E-06,0.038242372,0.072096275,0.001671798
329,GCA_014218785.1,107,2.178338762,4912,GCA_014218785.1,184,58,3.745928339,GCA_014218785.1,Chryseobacterium,Weeksellaceae,5406923,100,False,9,GCA_014218785.1,365,7.430781759,1.264604811,1.66E-06,0.034030446,0.067506047,0.001664533
