n_scaffolds	n_contigs	scaf_bp	contig_bp	gap_pct	scaf_N50	scaf_L50	ctg_N50	ctg_L50	scaf_N90	scaf_L90	ctg_N90	ctg_L90	scaf_max	ctg_max	scaf_n_gt50K	scaf_pct_gt50K	gc_avg	gc_std	filename
400	400	4229885	4229885	0.000	73	16917	73	16917	256	4755	256	4755	69509	69509	5	7.332	0.66890	0.01682	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_014378035.1_ASM1437803v1_genomic.fna
209	209	3308660	3308660	0.000	35	29494	35	29494	123	6411	123	6411	125716	125716	12	24.990	0.37636	0.01765	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_014378705.1_ASM1437870v1_genomic.fna
29	29	3857912	3857912	0.000	7	252618	7	252618	15	119039	15	119039	426915	426915	18	96.995	0.35428	0.01610	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_014379405.1_ASM1437940v1_genomic.fna
85	86	1976464	1976183	0.014	18	38200	18	38200	53	11723	53	11723	163717	163717	6	25.041	0.32377	0.01337	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_014381465.1_ASM1438146v1_genomic.fna
742	749	4075399	4072231	0.078	199	5865	200	5865	593	2963	598	2941	36699	36699	0	0.000	0.29809	0.02158	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_014382825.1_ASM1438282v1_genomic.fna
14	16	554221	553880	0.062	3	72202	3	56944	8	17780	9	17780	175969	175969	4	69.938	0.30477	0.01384	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_014383835.1_ASM1438383v1_genomic.fna
76	78	701136	700556	0.083	19	12994	20	12504	56	4258	58	4138	30463	30463	0	0.000	0.33061	0.01053	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_014383935.1_ASM1438393v1_genomic.fna
125	138	1361219	1353980	0.532	29	14242	33	13277	90	5202	99	4919	52519	47213	1	3.858	0.32583	0.01098	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_014384505.1_ASM1438450v1_genomic.fna
3	3	3759660	3759660	0.000	1	3738405	1	3738405	1	3738405	1	3738405	3738405	3738405	1	99.435	0.37993	0.01615	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_014385425.1_ASM1438542v1_genomic.fna
46	46	5464339	5464339	0.000	7	270998	7	270998	18	109054	18	109054	709783	709783	23	97.253	0.34060	0.04122	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_014397005.1_ASM1439700v1_genomic.fna
77	77	5396743	5396743	0.000	9	199582	9	199582	30	55574	30	55574	776680	776680	32	92.366	0.38744	0.07133	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_014397245.1_ASM1439724v1_genomic.fna
3	3	3440583	3440583	0.000	1	3124034	1	3124034	1	3124034	1	3124034	3124034	3124034	2	99.293	0.34419	0.01211	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_014451095.1_ASM1445109v1_genomic.fna
236	236	3457206	3457206	0.000	29	37244	29	37244	89	9928	89	9928	133209	133209	17	36.168	0.32750	0.04378	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_014486675.1_ASM1448667v1_genomic.fna
50	50	2920172	2920172	0.000	3	359981	3	359981	9	76246	9	76246	904172	904172	10	93.820	0.36747	0.03751	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_014486695.1_ASM1448669v1_genomic.fna
42	48	2331098	2326086	0.215	5	183104	6	158456	14	60206	15	60206	308349	308349	15	93.944	0.30479	0.03691	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900018365.1_IMG-taxon_2615840617_annotated_assembly_genomic.fna
7	8	5390133	5390039	0.002	1	3719575	1	3719574	3	441931	4	353397	3719575	3719574	5	99.887	0.35506	0.04431	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900078205.2_PRJEB13113_genomic.fna
9	10	2434476	2434331	0.006	1	1286831	2	908168	2	908173	3	309568	1286831	977123	3	99.677	0.38157	0.05717	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900089075.1_PRJEB14257_genomic.fna
20	20	6270711	6270711	0.000	3	1094259	3	1094259	9	200158	9	200158	1612376	1612376	12	98.279	0.32929	0.03738	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900089995.1_EL331_genomic.fna
41	41	4299971	4299971	0.000	4	540520	4	540520	12	100270	12	100270	672434	672434	16	98.025	0.35831	0.06112	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900092045.1_ASM90009204v1_genomic.fna
58	58	4068965	4068965	0.000	7	276668	7	276668	16	90243	16	90243	388824	388824	18	94.936	0.35377	0.03904	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900092065.1_ASM90009206v1_genomic.fna
60	60	4151692	4151692	0.000	6	255212	6	255212	17	80508	17	80508	604497	604497	20	95.408	0.35438	0.08370	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900092085.1_ASM90009208v1_genomic.fna
12	12	3858241	3858241	0.000	2	902132	2	902132	5	180651	5	180651	1069368	1069368	7	99.040	0.36433	0.04697	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900092105.1_ASM90009210v1_genomic.fna
58	60	2967042	2966315	0.025	9	120613	9	115267	29	31204	29	31204	233227	233227	19	77.811	0.33201	0.02723	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900099675.1_IMG-taxon_2675903217_annotated_assembly_genomic.fna
30	30	3935355	3935355	0.000	5	296731	5	296731	13	122256	13	122256	681630	681630	15	95.043	0.35968	0.03099	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900099685.1_IMG-taxon_2675903150_annotated_assembly_genomic.fna
36	38	2973500	2971645	0.062	5	276209	6	181445	14	52292	15	52292	320713	316123	14	91.029	0.38487	0.03553	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900099815.1_IMG-taxon_2622736510_annotated_assembly_genomic.fna
40	45	3808360	3805907	0.064	6	175860	7	168100	21	60811	23	50589	470404	470404	22	91.759	0.34280	0.02344	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900099915.1_IMG-taxon_2617270789_annotated_assembly_genomic.fna
30	34	4573152	4571886	0.028	3	471346	3	333368	11	135947	12	90797	1685921	1685921	13	97.819	0.33283	0.03560	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900099995.1_IMG-taxon_2634166307_annotated_assembly_genomic.fna
20	22	5168180	5167810	0.007	3	717782	3	642374	8	209874	9	209874	1246989	1246989	10	98.370	0.35321	0.03658	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900100075.1_IMG-taxon_2684623012_annotated_assembly_genomic.fna
9	9	4136421	4136421	0.000	2	1028987	2	1028987	4	996506	4	996506	1075512	1075512	4	99.569	0.35418	0.07569	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900100115.1_IMG-taxon_2684622906_annotated_assembly_genomic.fna
14	16	3945433	3945123	0.008	1	2097855	1	2097855	8	136709	8	136709	2097855	2097855	11	99.828	0.34111	0.04622	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900100165.1_IMG-taxon_2660237900_annotated_assembly_genomic.fna
19	26	4032617	4029148	0.086	2	1059612	3	512695	7	220967	9	181789	1063088	1059612	9	98.410	0.40762	0.05180	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900100375.1_IMG-taxon_2619618994_annotated_assembly_genomic.fna
25	30	2890139	2886765	0.117	3	499105	3	334497	7	133479	10	85697	716409	716409	10	98.428	0.39603	0.05858	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900100625.1_IMG-taxon_2596583547_annotated_assembly_genomic.fna
1	1	3253959	3253859	0.003	1	3253959	1	3253859	1	3253959	1	3253859	3253959	3253859	1	100.000	0.39469	0.00000	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900101765.1_IMG-taxon_2667527234_annotated_assembly_genomic.fna
52	53	4851997	4850995	0.021	5	450975	5	450975	10	168068	11	100478	703343	703343	12	93.998	0.43786	0.06692	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900101815.1_IMG-taxon_2684622891_annotated_assembly_genomic.fna
16	30	5340093	5335115	0.093	4	634388	6	336756	8	261565	16	118715	1056745	634388	11	99.681	0.34359	0.06113	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900101855.1_IMG-taxon_2596583647_annotated_assembly_genomic.fna
81	99	3700245	3692592	0.207	6	217656	8	170303	18	39709	30	27014	524724	327429	16	88.234	0.49022	0.07566	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900101895.1_IMG-taxon_2596583574_annotated_assembly_genomic.fna
42	47	2626144	2618442	0.293	7	169133	7	169133	16	53863	16	53863	271087	271087	16	90.528	0.32430	0.04068	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900101925.1_IMG-taxon_2622736523_annotated_assembly_genomic.fna
41	42	2136954	2136944	0.000	7	96370	7	92396	20	30411	20	30411	339539	339539	16	84.789	0.36576	0.03488	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900101995.1_IMG-taxon_2675903161_annotated_assembly_genomic.fna
56	56	3821926	3821926	0.000	2	907925	2	907925	7	84250	7	84250	1322203	1322203	8	93.033	0.35842	0.03367	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900102055.1_IMG-taxon_2675903215_annotated_assembly_genomic.fna
59	66	4718566	4711421	0.151	5	357594	7	266685	16	61465	22	55823	735892	468828	18	93.298	0.34515	0.03610	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900102165.1_IMG-taxon_2622736528_annotated_assembly_genomic.fna
12	12	3960224	3960224	0.000	2	962864	2	962864	4	405743	4	405743	1599617	1599617	6	99.588	0.36456	0.07518	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900102265.1_IMG-taxon_2684622908_annotated_assembly_genomic.fna
26	30	3261465	3260027	0.044	2	721501	3	322405	10	60960	13	60960	1013726	943398	11	93.230	0.43772	0.03790	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900102915.1_IMG-taxon_2617270763_annotated_assembly_genomic.fna
9	9	3742882	3742882	0.000	2	1470829	2	1470829	4	148116	4	148116	1532712	1532712	7	99.667	0.39873	0.04173	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900102925.1_IMG-taxon_2667527237_annotated_assembly_genomic.fna
48	49	6057242	6055412	0.030	5	317933	5	317933	17	112183	17	112183	1244864	1199544	22	96.941	0.39600	0.04785	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900103215.1_IMG-taxon_2622736525_annotated_assembly_genomic.fna
33	35	3403025	3402895	0.004	8	166071	8	166071	20	53588	20	53588	412652	412652	20	90.752	0.35201	0.03710	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900103755.1_IMG-taxon_2663762742_annotated_assembly_genomic.fna
43	45	2736266	2735936	0.012	9	109563	9	109563	23	44590	24	42188	198182	198182	22	88.857	0.33051	0.01586	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900104195.1_IMG-taxon_2634166320_annotated_assembly_genomic.fna
1	1	3817662	3817562	0.003	1	3817662	1	3817562	1	3817662	1	3817562	3817662	3817562	1	100.000	0.36894	0.00000	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900104375.1_IMG-taxon_2667527226_annotated_assembly_genomic.fna
1	1	3476061	3475961	0.003	1	3476061	1	3475961	1	3476061	1	3475961	3476061	3475961	1	100.000	0.34398	0.00000	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900104765.1_IMG-taxon_2634166549_annotated_assembly_genomic.fna
1	1	3098771	3098671	0.003	1	3098771	1	3098671	1	3098771	1	3098671	3098771	3098671	1	100.000	0.34908	0.00000	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900104785.1_IMG-taxon_2634166173_annotated_assembly_genomic.fna
1	1	3545181	3545081	0.003	1	3545181	1	3545081	1	3545181	1	3545081	3545181	3545081	1	100.000	0.36958	0.00000	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900105035.1_IMG-taxon_2634166337_annotated_assembly_genomic.fna
1	1	4505800	4505700	0.002	1	4505800	1	4505700	1	4505800	1	4505700	4505800	4505700	1	100.000	0.36089	0.00000	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900105105.1_IMG-taxon_2675903128_annotated_assembly_genomic.fna
1	1	3158583	3158483	0.003	1	3158583	1	3158483	1	3158583	1	3158483	3158583	3158483	1	100.000	0.37067	0.00000	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900105135.1_IMG-taxon_2634166336_annotated_assembly_genomic.fna
1	1	3951560	3951460	0.003	1	3951560	1	3951460	1	3951560	1	3951460	3951560	3951460	1	100.000	0.29042	0.00000	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900105145.1_IMG-taxon_2667527435_annotated_assembly_genomic.fna
1	1	3688445	3688345	0.003	1	3688445	1	3688345	1	3688445	1	3688345	3688445	3688345	1	100.000	0.33632	0.00000	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900105425.1_IMG-taxon_2630968293_annotated_assembly_genomic.fna
8	8	5524492	5524492	0.000	2	1285916	2	1285916	5	658958	5	658958	1695369	1695369	7	99.243	0.32404	0.02468	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900105455.1_IMG-taxon_2634166274_annotated_assembly_genomic.fna
2	2	4622542	4622542	0.000	1	4614103	1	4614103	1	4614103	1	4614103	4614103	4614103	1	99.817	0.36071	0.00775	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900105545.1_IMG-taxon_2667527236_annotated_assembly_genomic.fna
5	5	4172912	4172912	0.000	1	3385295	1	3385295	2	611974	2	611974	3385295	3385295	4	99.873	0.29317	0.04033	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900105985.1_IMG-taxon_2634166900_annotated_assembly_genomic.fna
1	1	3227923	3227823	0.003	1	3227923	1	3227823	1	3227923	1	3227823	3227923	3227823	1	100.000	0.30886	0.00000	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900106075.1_IMG-taxon_2634166548_annotated_assembly_genomic.fna
58	58	4129954	4129953	0.000	3	358409	3	358409	12	103042	12	103042	1148345	1148345	14	95.778	0.30111	0.03146	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900106565.1_IMG-taxon_2693429896_annotated_assembly_genomic.fna
44	45	2723453	2723156	0.011	3	302446	3	302446	9	87902	9	87902	726777	726777	10	94.245	0.41513	0.04304	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900106575.1_IMG-taxon_2693429885_annotated_assembly_genomic.fna
43	44	3856409	3855819	0.015	7	214274	7	214274	17	81717	17	81717	505842	505842	19	95.677	0.34031	0.03557	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900106645.1_IMG-taxon_2693429883_annotated_assembly_genomic.fna
62	77	3535532	3526303	0.261	10	119631	11	102451	30	30293	37	24449	231644	231644	25	84.998	0.36602	0.03209	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900106795.1_IMG-taxon_2667527447_annotated_assembly_genomic.fna
10	10	3744005	3744005	0.000	2	1029343	2	1029343	5	148345	5	148345	1470872	1470872	8	99.650	0.39875	0.03995	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900106825.1_IMG-taxon_2617270731_annotated_assembly_genomic.fna
4	5	3075136	3074621	0.017	1	1651329	1	1651329	2	1417021	3	312601	1651329	1651329	2	99.779	0.30017	0.05872	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900106865.1_IMG-taxon_2693430036_annotated_assembly_genomic.fna
29	31	5440428	5439763	0.012	4	388803	4	388803	12	125152	12	125152	1134714	1134714	17	97.510	0.33968	0.04098	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900107365.1_IMG-taxon_2693429908_annotated_assembly_genomic.fna
26	29	3263166	3261439	0.053	2	721562	3	322404	9	81052	12	69100	1029748	959481	11	93.706	0.43770	0.03395	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900107495.1_IMG-taxon_2622736500_annotated_assembly_genomic.fna
43	44	2671918	2671600	0.012	4	299256	4	299256	10	59241	10	59241	460458	460458	10	91.125	0.33389	0.03913	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900107595.1_IMG-taxon_2675903162_annotated_assembly_genomic.fna
41	45	3143625	3138671	0.158	8	180576	8	180576	21	56110	22	53239	279132	274863	23	94.359	0.35265	0.02576	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900107625.1_IMG-taxon_2622736593_annotated_assembly_genomic.fna
33	33	4377959	4377959	0.000	6	267495	6	267495	15	137185	15	137185	791727	791727	16	95.191	0.34272	0.05381	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900107635.1_IMG-taxon_2693429912_annotated_assembly_genomic.fna
31	35	3439151	3435601	0.103	5	228498	5	228498	14	84864	15	74414	705976	705976	16	93.928	0.33490	0.03928	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900108015.1_IMG-taxon_2617270781_annotated_assembly_genomic.fna
12	12	3121186	3121186	0.000	3	323571	3	323571	7	246626	7	246626	1059011	1059011	8	99.532	0.33077	0.03807	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900108025.1_IMG-taxon_2684622890_annotated_assembly_genomic.fna
96	101	3346045	3342737	0.099	14	81339	15	76010	47	20712	49	18518	179598	179598	23	66.817	0.38226	0.03323	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900108115.1_IMG-taxon_2595699003_annotated_assembly_genomic.fna
19	19	4904497	4904497	0.000	2	1158069	2	1158069	7	246996	7	246996	1440546	1440546	10	98.693	0.37324	0.03457	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900108365.1_IMG-taxon_2687453786_annotated_assembly_genomic.fna
96	100	2977689	2973211	0.150	17	59221	18	54326	51	16005	54	15781	166486	166486	23	62.884	0.35426	0.03363	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900108395.1_IMG-taxon_2596583585_annotated_assembly_genomic.fna
91	91	2788642	2788642	0.000	16	61395	16	61395	51	18833	51	18833	161719	161719	20	58.079	0.35772	0.01906	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900108525.1_IMG-taxon_2684622847_annotated_assembly_genomic.fna
18	19	3172415	3171715	0.022	3	283557	3	283557	9	81186	9	81186	742471	736721	10	94.794	0.31153	0.03422	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900108955.1_IMG-taxon_2600255390_annotated_assembly_genomic.fna
54	61	4158306	4155975	0.056	7	171630	7	152185	26	48371	30	36154	506684	506684	24	88.312	0.33565	0.01866	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900109075.1_IMG-taxon_2615840711_annotated_assembly_genomic.fna
26	29	4163533	4160485	0.073	3	574194	3	574194	11	99045	11	99045	823043	815161	14	98.910	0.35107	0.03328	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900109345.1_IMG-taxon_2622736438_annotated_assembly_genomic.fna
16	19	5309872	5307707	0.041	4	646564	4	539579	9	185024	11	148619	994276	994276	13	99.087	0.31964	0.04183	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900109375.1_IMG-taxon_2622736580_annotated_assembly_genomic.fna
6	6	3130713	3130713	0.000	2	849265	2	849265	4	623167	4	623167	956054	956054	4	99.518	0.36098	0.02929	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900109615.1_IMG-taxon_2687453776_annotated_assembly_genomic.fna
31	32	4478932	4478914	0.000	4	492814	4	492814	11	108355	12	108355	818273	818273	14	97.200	0.36496	0.04969	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900109935.1_IMG-taxon_2675903154_annotated_assembly_genomic.fna
18	27	5567309	5561146	0.111	5	474131	5	390321	11	237058	14	150308	737886	737886	13	99.060	0.33600	0.04458	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900110335.1_IMG-taxon_2615840595_annotated_assembly_genomic.fna
19	25	3520953	3516164	0.136	3	355078	4	301652	9	169531	10	119089	974795	974795	9	94.456	0.34154	0.04266	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900110375.1_IMG-taxon_2619618873_annotated_assembly_genomic.fna
14	15	4089033	4088568	0.011	3	916393	3	916393	6	202804	6	202804	1083768	1083768	7	98.918	0.37761	0.04330	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900110605.1_IMG-taxon_2622736498_annotated_assembly_genomic.fna
23	23	2848114	2848114	0.000	2	591858	2	591858	8	110295	8	110295	873983	873983	10	98.719	0.30635	0.05027	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900110615.1_IMG-taxon_2693429864_annotated_assembly_genomic.fna
11	11	3480311	3480311	0.000	2	748923	2	748923	4	269719	4	269719	1545619	1545619	5	97.960	0.34611	0.06487	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900111025.1_IMG-taxon_2684622907_annotated_assembly_genomic.fna
33	40	4004380	4000531	0.096	6	228571	8	167548	18	81729	22	58117	611796	390429	19	93.668	0.33749	0.02250	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900111065.1_IMG-taxon_2622736514_annotated_assembly_genomic.fna
63	64	4045707	4045581	0.003	5	229665	5	229665	18	65654	18	65654	725859	725859	20	94.467	0.34212	0.03679	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900111075.1_IMG-taxon_2693429909_annotated_assembly_genomic.fna
9	9	4668404	4668404	0.000	1	2644149	1	2644149	4	209115	4	209115	2644149	2644149	7	99.849	0.35982	0.03294	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900111495.1_IMG-taxon_2684622833_annotated_assembly_genomic.fna
10	10	2573799	2573799	0.000	3	449636	3	449636	6	264542	6	264542	588581	588581	6	98.928	0.32598	0.04608	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900111965.1_IMG-taxon_2599185297_annotated_assembly_genomic.fna
32	32	4131682	4131682	0.000	3	481284	3	481284	9	195342	9	195342	1423026	1423026	12	96.011	0.35878	0.03639	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900112105.1_IMG-taxon_2622736505_annotated_assembly_genomic.fna
37	37	3251932	3251932	0.000	4	266805	4	266805	15	61113	15	61113	572785	572785	17	94.375	0.34936	0.03270	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900112115.1_IMG-taxon_2675903156_annotated_assembly_genomic.fna
9	12	4460741	4458637	0.047	1	2394081	2	805828	4	214883	5	214883	2394081	2034226	6	99.300	0.34374	0.04637	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900112245.1_IMG-taxon_2622736542_annotated_assembly_genomic.fna
22	24	4482831	4482501	0.007	5	281024	5	281024	13	171354	13	171354	755676	755676	16	97.693	0.45151	0.03247	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900112295.1_IMG-taxon_2619619048_annotated_assembly_genomic.fna
33	34	4816342	4814226	0.044	4	356440	4	356440	13	133888	13	133888	868421	868421	16	97.799	0.33319	0.03205	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900112395.1_IMG-taxon_2634166310_annotated_assembly_genomic.fna
25	35	6041292	6035201	0.101	6	373532	8	289032	16	135017	21	95055	653955	619666	21	99.340	0.34069	0.03947	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900112575.1_IMG-taxon_2667527437_annotated_assembly_genomic.fna
21	26	3649358	3643063	0.172	4	323559	4	323559	10	165783	11	125772	608090	608090	12	97.238	0.33371	0.03007	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900112595.1_IMG-taxon_2615840709_annotated_assembly_genomic.fna
34	35	3471047	3471037	0.000	6	170703	7	160146	18	67682	19	67682	498653	498653	21	94.984	0.34145	0.03828	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900112975.1_IMG-taxon_2617270785_annotated_assembly_genomic.fna
56	57	4298571	4298146	0.010	10	157518	10	157518	31	47384	31	47384	480294	480294	30	89.204	0.36829	0.02924	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900113135.1_IMG-taxon_2622736526_annotated_assembly_genomic.fna
11	11	3021049	3021049	0.000	2	690532	2	690532	5	377250	5	377250	1079781	1079781	5	98.938	0.33320	0.04193	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900113805.1_IMG-taxon_2684622856_annotated_assembly_genomic.fna
14	14	4889663	4889663	0.000	3	676140	3	676140	8	254144	8	254144	1197316	1197316	10	99.662	0.37166	0.03668	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900113975.1_IMG-taxon_2687453795_annotated_assembly_genomic.fna
36	36	3522968	3522968	0.000	4	305034	4	305034	10	99453	10	99453	696185	696185	12	94.988	0.32667	0.04169	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900114005.1_IMG-taxon_2693429874_annotated_assembly_genomic.fna
10	10	2379279	2379279	0.000	2	583077	2	583077	4	228708	4	228708	1155661	1155661	5	99.248	0.39457	0.05119	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900114045.1_IMG-taxon_2687453775_annotated_assembly_genomic.fna
33	36	3140132	3137647	0.079	6	158820	8	132154	17	68933	19	66038	454636	358307	19	95.352	0.33282	0.02257	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_900114085.1_IMG-taxon_2622736509_annotated_assembly_genomic.fna
