Bin Id	Marker lineage	# genomes	# markers	# marker sets	0	1	2	3	4	5+	Completeness	Contamination	Strain heterogeneity
GCA_013042535.1_ASM1304253v1_genomic	s__algicola (UID2846)	47	571	303	17	551	3	0	0	0	96.36	0.50	0.00
GCA_013042595.1_ASM1304259v1_genomic	s__algicola (UID2847)	33	496	263	10	478	8	0	0	0	98.42	1.20	50.00
GCA_013042625.1_ASM1304262v1_genomic	s__algicola (UID2846)	47	571	303	54	511	6	0	0	0	89.21	1.00	66.67
GCA_013042665.1_ASM1304266v1_genomic	s__algicola (UID2846)	47	571	303	74	462	32	3	0	0	89.54	6.34	19.51
GCA_013042685.1_ASM1304268v1_genomic	s__algicola (UID2846)	47	571	303	120	429	22	0	0	0	74.48	3.36	59.09
GCA_013042705.1_ASM1304270v1_genomic	k__Bacteria (UID2569)	434	278	186	119	154	5	0	0	0	51.47	1.57	40.00
GCA_013042715.1_ASM1304271v1_genomic	s__algicola (UID2846)	47	571	303	88	444	39	0	0	0	82.59	5.58	53.85
GCA_013042825.1_ASM1304282v1_genomic	s__algicola (UID2846)	47	571	303	124	418	28	1	0	0	79.02	2.24	41.94
GCA_013042885.1_ASM1304288v1_genomic	s__algicola (UID2846)	47	571	303	31	527	13	0	0	0	93.96	2.12	84.62
GCA_013042925.1_ASM1304292v1_genomic	s__algicola (UID2846)	47	571	303	85	460	26	0	0	0	83.36	4.65	30.77
GCA_013043005.1_ASM1304300v1_genomic	s__algicola (UID2846)	47	571	303	148	414	9	0	0	0	75.26	1.76	22.22
GCA_013043105.1_ASM1304310v1_genomic	s__algicola (UID2846)	47	571	303	18	548	5	0	0	0	96.46	1.49	0.00
GCA_013043175.1_ASM1304317v1_genomic	s__algicola (UID2846)	47	571	303	66	484	21	0	0	0	85.94	3.69	71.43
GCA_013043265.1_ASM1304326v1_genomic	s__algicola (UID2846)	47	571	303	88	467	16	0	0	0	81.80	2.83	81.25
GCA_013043465.1_ASM1304346v1_genomic	s__algicola (UID2846)	47	571	303	41	496	33	1	0	0	91.00	6.11	47.22
GCA_013043525.1_ASM1304352v1_genomic	s__algicola (UID2846)	47	571	303	92	465	14	0	0	0	82.37	3.91	57.14
GCA_013043685.1_ASM1304368v1_genomic	s__algicola (UID2847)	33	496	263	17	474	4	1	0	0	99.01	1.13	14.29
GCA_013043825.1_ASM1304382v1_genomic	s__algicola (UID2847)	33	496	263	73	386	34	3	0	0	82.85	6.01	46.51
GCA_013043865.1_ASM1304386v1_genomic	s__algicola (UID2846)	47	571	303	23	528	20	0	0	0	95.77	3.37	55.00
GCA_013072765.1_ASM1307276v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	3	507	1	0	0	0	98.94	0.12	0.00
GCA_013090115.1_ASM1309011v1_genomic	s__algicola (UID2846)	47	571	303	3	566	2	0	0	0	99.28	0.50	0.00
GCA_013112255.1_ASM1311225v1_genomic	k__Bacteria (UID203)	5449	104	58	0	5	99	0	0	0	100.00	92.24	0.00
GCA_013116755.1_ASM1311675v1_genomic	k__Bacteria (UID2565)	2921	152	93	0	152	0	0	0	0	100.00	0.00	0.00
GCA_013138735.1_ASM1313873v1_genomic	k__Bacteria (UID2569)	434	277	185	3	273	1	0	0	0	98.92	0.54	0.00
GCA_013139255.1_ASM1313925v1_genomic	f__Flavobacteriaceae (UID2845)	53	548	298	214	310	24	0	0	0	55.60	3.65	70.83
GCA_013139515.1_ASM1313951v1_genomic	f__Flavobacteriaceae (UID2845)	53	548	298	54	478	15	1	0	0	90.67	2.78	22.22
GCA_013184525.1_ASM1318452v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	0	324	0	0	0	0	100.00	0.00	0.00
GCA_013204105.1_ASM1320410v1_genomic	k__Bacteria (UID2569)	434	278	186	17	260	1	0	0	0	97.24	0.54	0.00
GCA_013204145.1_ASM1320414v1_genomic	s__algicola (UID2846)	47	571	303	89	481	1	0	0	0	88.57	0.06	0.00
GCA_013204295.1_ASM1320429v1_genomic	k__Bacteria (UID203)	5449	104	58	68	35	1	0	0	0	52.76	1.72	0.00
GCA_013204655.1_ASM1320465v1_genomic	k__Bacteria (UID2569)	434	278	186	27	247	4	0	0	0	89.34	1.34	0.00
GCA_013205245.1_ASM1320524v1_genomic	f__Flavobacteriaceae (UID2845)	53	548	298	36	504	8	0	0	0	95.23	2.01	0.00
GCA_013205365.1_ASM1320536v1_genomic	k__Bacteria (UID2569)	434	278	186	35	239	4	0	0	0	90.32	1.18	100.00
GCA_013213835.1_ASM1321383v1_genomic	s__algicola (UID2846)	47	571	303	1	558	12	0	0	0	99.67	1.44	41.67
GCA_013213975.1_ASM1321397v1_genomic	s__algicola (UID2846)	47	571	303	14	551	5	1	0	0	96.81	1.39	12.50
GCA_013214065.1_ASM1321406v1_genomic	s__algicola (UID2846)	47	571	303	3	565	3	0	0	0	99.01	0.44	0.00
GCA_013214205.1_ASM1321420v1_genomic	k__Bacteria (UID2569)	434	278	186	11	258	9	0	0	0	95.48	0.84	0.00
GCA_013214275.1_ASM1321427v1_genomic	f__Flavobacteriaceae (UID2845)	53	548	298	140	403	5	0	0	0	73.45	0.90	0.00
GCA_013214405.1_ASM1321440v1_genomic	k__Bacteria (UID2569)	434	278	186	69	204	5	0	0	0	79.50	1.85	0.00
GCA_013214425.1_ASM1321442v1_genomic	s__algicola (UID2846)	47	571	303	68	491	12	0	0	0	90.40	1.62	16.67
GCA_013214625.1_ASM1321462v1_genomic	k__Bacteria (UID203)	5449	104	58	5	73	26	0	0	0	91.38	6.35	0.00
GCA_013214685.1_ASM1321468v1_genomic	s__algicola (UID2846)	47	571	303	93	432	43	3	0	0	84.95	8.91	21.15
GCA_013214785.1_ASM1321478v1_genomic	k__Bacteria (UID2569)	434	277	185	34	241	2	0	0	0	97.84	0.81	0.00
GCA_013214815.1_ASM1321481v1_genomic	s__algicola (UID2847)	33	496	263	21	468	7	0	0	0	96.60	1.43	14.29
GCA_013214915.1_ASM1321491v1_genomic	k__Bacteria (UID2569)	434	278	186	56	219	3	0	0	0	77.32	0.90	0.00
GCA_013214975.1_ASM1321497v1_genomic	k__Bacteria (UID2569)	434	278	186	15	256	7	0	0	0	93.78	3.23	28.57
GCA_013215095.1_ASM1321509v1_genomic	s__algicola (UID2846)	47	571	303	19	550	2	0	0	0	97.27	0.15	0.00
GCA_013215105.1_ASM1321510v1_genomic	f__Flavobacteriaceae (UID2845)	53	548	298	35	508	5	0	0	0	93.26	1.05	40.00
GCA_013215515.1_ASM1321551v1_genomic	k__Bacteria (UID2569)	434	277	185	38	234	5	0	0	0	87.66	1.94	20.00
GCA_013249045.1_ASM1324904v1_genomic	s__algicola (UID2846)	47	571	303	2	568	1	0	0	0	99.34	0.17	0.00
GCA_013249065.1_ASM1324906v1_genomic	s__algicola (UID2846)	47	571	303	2	562	7	0	0	0	99.34	1.19	0.00
GCA_013276165.1_ASM1327616v1_genomic	p__Bacteroidetes (UID2605)	350	316	210	1	315	0	0	0	0	99.52	0.00	0.00
GCA_013276215.1_ASM1327621v1_genomic	p__Bacteroidetes (UID2605)	350	316	210	0	316	0	0	0	0	100.00	0.00	0.00
GCA_013276225.1_ASM1327622v1_genomic	p__Bacteroidetes (UID2605)	350	316	210	0	316	0	0	0	0	100.00	0.00	0.00
GCA_013276255.1_ASM1327625v1_genomic	p__Bacteroidetes (UID2605)	350	316	210	0	315	1	0	0	0	100.00	0.48	0.00
GCA_013276265.1_ASM1327626v1_genomic	p__Bacteroidetes (UID2605)	350	316	210	0	315	1	0	0	0	100.00	0.24	0.00
GCA_013283775.1_ASM1328377v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	0	324	0	0	0	0	100.00	0.00	0.00
GCA_013284035.1_ASM1328403v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	3	506	2	0	0	0	99.12	0.18	0.00
GCA_013285155.1_ASM1328515v1_genomic	s__algicola (UID2846)	47	571	303	1	568	2	0	0	0	99.67	0.44	0.00
GCA_013294005.1_ASM1329400v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	2	508	1	0	0	0	99.29	0.03	0.00
GCA_013294015.1_ASM1329401v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	0	323	1	0	0	0	100.00	0.25	0.00
GCA_013294025.1_ASM1329402v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	2	508	1	0	0	0	99.29	0.35	0.00
GCA_013294075.1_ASM1329407v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	2	508	1	0	0	0	99.29	0.03	0.00
GCA_013298525.1_ASM1329852v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	57	430	24	0	0	0	90.57	3.86	33.33
GCA_013316065.1_ASM1331606v1_genomic	k__Bacteria (UID2569)	434	278	186	89	189	0	0	0	0	69.72	0.00	0.00
GCA_013333255.2_ASM1333325v2_genomic	o__Flavobacteriales (UID2815)	123	324	204	11	313	0	0	0	0	96.01	0.00	0.00
GCA_013333305.2_ASM1333330v2_genomic	p__Bacteroidetes (UID2605)	350	316	210	102	211	3	0	0	0	59.89	1.11	33.33
GCA_013333505.2_ASM1333350v2_genomic	o__Flavobacteriales (UID2815)	123	324	204	26	298	0	0	0	0	90.52	0.00	0.00
GCA_013333705.2_ASM1333370v2_genomic	p__Bacteroidetes (UID2605)	350	316	210	15	293	7	1	0	0	93.65	1.59	70.00
GCA_013333875.2_ASM1333387v2_genomic	o__Flavobacteriales (UID2815)	123	324	204	33	287	4	0	0	0	88.45	1.57	75.00
GCA_013343175.2_ASM1334317v2_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	2	507	2	0	0	0	99.29	0.44	0.00
GCA_013343195.3_ASM1334319v3_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	2	507	2	0	0	0	99.29	0.44	0.00
GCA_013359255.1_ASM1335925v1_genomic	k__Bacteria (UID2569)	434	278	186	0	276	2	0	0	0	100.00	1.08	0.00
GCA_013360395.1_ASM1336039v1_genomic	k__Bacteria (UID2569)	434	278	186	2	274	2	0	0	0	99.19	0.72	0.00
GCA_013365535.1_ASM1336553v1_genomic	s__algicola (UID2847)	33	496	263	1	490	5	0	0	0	99.62	1.14	0.00
GCA_013366395.1_ASM1336639v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	2	508	1	0	0	0	99.64	0.12	0.00
GCA_013372885.1_ASM1337288v1_genomic	s__algicola (UID2846)	47	571	303	96	468	7	0	0	0	82.99	2.31	57.14
GCA_013373105.1_ASM1337310v1_genomic	f__Flavobacteriaceae (UID2845)	53	548	298	11	530	7	0	0	0	97.93	1.39	14.29
GCA_013373385.1_ASM1337338v1_genomic	f__Flavobacteriaceae (UID2845)	53	548	298	17	522	9	0	0	0	98.34	1.11	0.00
GCA_013373425.1_ASM1337342v1_genomic	k__Bacteria (UID2569)	434	278	186	13	264	1	0	0	0	97.71	0.54	100.00
GCA_013373485.1_ASM1337348v1_genomic	f__Flavobacteriaceae (UID2845)	53	548	298	13	530	5	0	0	0	98.51	0.76	0.00
GCA_013373495.1_ASM1337349v1_genomic	k__Bacteria (UID2569)	434	278	186	13	237	27	1	0	0	97.91	9.71	0.00
GCA_013373595.1_ASM1337359v1_genomic	k__Bacteria (UID2569)	434	277	185	5	268	4	0	0	0	98.55	1.37	50.00
GCA_013373635.1_ASM1337363v1_genomic	s__algicola (UID2846)	47	571	303	26	533	12	0	0	0	93.12	2.73	8.33
GCA_013376415.1_ASM1337641v1_genomic	s__algicola (UID2846)	47	571	303	2	569	0	0	0	0	99.34	0.00	0.00
GCA_013388355.1_ASM1338835v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	61	447	3	0	0	0	84.50	0.49	0.00
GCA_013389455.1_ASM1338945v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	2	508	1	0	0	0	99.29	0.35	0.00
GCA_013389595.1_ASM1338959v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	2	506	2	1	0	0	99.53	0.71	40.00
GCA_013391805.1_ASM1339180v1_genomic	s__algicola (UID2846)	47	571	303	1	568	2	0	0	0	99.67	0.17	0.00
GCA_013393195.1_ASM1339319v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	1	507	3	0	0	0	99.65	0.43	0.00
GCA_013394595.1_ASM1339459v1_genomic	s__algicola (UID2846)	47	571	303	1	566	4	0	0	0	99.67	0.77	0.00
GCA_013394615.1_ASM1339461v1_genomic	s__algicola (UID2846)	47	571	303	1	566	4	0	0	0	99.67	0.77	0.00
GCA_013394635.1_ASM1339463v1_genomic	s__algicola (UID2846)	47	571	303	1	568	2	0	0	0	99.67	0.17	0.00
GCA_013394655.1_ASM1339465v1_genomic	s__algicola (UID2846)	47	571	303	1	567	3	0	0	0	99.67	0.83	0.00
GCA_013394675.1_ASM1339467v1_genomic	s__algicola (UID2846)	47	571	303	1	565	5	0	0	0	99.67	0.98	0.00
GCA_013394735.1_ASM1339473v1_genomic	p__Bacteroidetes (UID2605)	350	316	210	2	312	1	1	0	0	99.29	0.71	100.00
GCA_013394785.1_ASM1339478v1_genomic	p__Bacteroidetes (UID2605)	350	316	210	0	315	1	0	0	0	100.00	0.48	100.00
GCA_013401995.1_ASM1340199v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	2	508	1	0	0	0	99.64	0.12	0.00
GCA_013402795.1_ASM1340279v1_genomic	s__algicola (UID2846)	47	571	303	2	568	1	0	0	0	99.34	0.33	0.00
GCA_013403865.1_ASM1340386v1_genomic	s__algicola (UID2846)	47	571	303	1	569	1	0	0	0	99.67	0.11	0.00
GCA_013403915.1_ASM1340391v1_genomic	s__algicola (UID2846)	47	571	303	1	569	1	0	0	0	99.67	0.11	0.00
GCA_013403925.1_ASM1340392v1_genomic	s__algicola (UID2846)	47	571	303	1	566	4	0	0	0	99.67	0.66	0.00
GCA_013403955.1_ASM1340395v1_genomic	s__algicola (UID2846)	47	571	303	1	566	4	0	0	0	99.67	0.60	0.00
GCA_013403975.1_ASM1340397v1_genomic	s__algicola (UID2846)	47	571	303	1	569	1	0	0	0	99.67	0.33	0.00
GCA_013403985.1_ASM1340398v1_genomic	s__algicola (UID2846)	47	571	303	1	565	5	0	0	0	99.67	0.77	0.00
GCA_013404005.1_ASM1340400v1_genomic	s__algicola (UID2846)	47	571	303	1	570	0	0	0	0	99.67	0.00	0.00
GCA_013404025.1_ASM1340402v1_genomic	s__algicola (UID2846)	47	571	303	1	567	3	0	0	0	99.67	0.61	0.00
GCA_013404055.1_ASM1340405v1_genomic	s__algicola (UID2846)	47	571	303	1	566	4	0	0	0	99.67	0.82	0.00
GCA_013404085.1_ASM1340408v1_genomic	s__algicola (UID2846)	47	571	303	1	565	5	0	0	0	99.67	0.98	0.00
GCA_013407935.1_ASM1340793v1_genomic	s__algicola (UID2846)	47	571	303	2	567	2	0	0	0	99.34	0.66	0.00
GCA_013410675.1_ASM1341067v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	0	324	0	0	0	0	100.00	0.00	0.00
GCA_013426055.1_ASM1342605v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	8	500	3	0	0	0	97.64	0.80	0.00
GCA_013457195.1_ASM1345719v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	3	506	2	0	0	0	98.94	0.44	0.00
GCA_013488205.1_ASM1348820v1_genomic	k__Bacteria (UID2565)	2921	152	93	0	152	0	0	0	0	100.00	0.00	0.00
GCA_013820965.1_ASM1382096v1_genomic	s__algicola (UID2847)	33	496	263	130	350	15	1	0	0	72.58	2.01	16.67
GCA_013821805.1_ASM1382180v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	39	445	27	0	0	0	95.38	5.12	55.56
GCA_013822155.1_ASM1382215v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	6	500	5	0	0	0	99.59	0.48	40.00
GCA_013823965.1_ASM1382396v1_genomic	k__Bacteria (UID203)	5449	104	58	51	52	1	0	0	0	78.09	1.72	0.00
GCA_013824365.1_ASM1382436v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	112	329	64	6	0	0	82.41	17.70	0.00
GCA_013874595.1_ASM1387459v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	36	475	0	0	0	0	92.44	0.00	0.00
GCA_013911585.1_ASM1391158v1_genomic	s__algicola (UID2846)	47	571	303	233	332	6	0	0	0	54.84	1.32	83.33
GCA_013911625.1_ASM1391162v1_genomic	k__Bacteria (UID2569)	434	278	186	125	153	0	0	0	0	52.01	0.00	0.00
GCA_013911645.1_ASM1391164v1_genomic	s__algicola (UID2846)	47	571	303	4	566	1	0	0	0	98.68	0.08	0.00
GCA_013978575.1_ASM1397857v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	0	323	1	0	0	0	100.00	0.25	0.00
GCA_014041915.1_ASM1404191v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	0	323	1	0	0	0	100.00	0.25	0.00
GCA_014042165.1_ASM1404216v1_genomic	k__Bacteria (UID2565)	2921	152	93	1	151	0	0	0	0	99.46	0.00	0.00
GCA_014050215.1_ASM1405021v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	5	506	0	0	0	0	99.16	0.00	0.00
GCA_014062315.1_ASM1406231v1_genomic	s__algicola (UID2846)	47	571	303	2	565	3	1	0	0	99.34	1.49	0.00
GCA_014062345.1_ASM1406234v1_genomic	f__Flavobacteriaceae (UID2845)	53	548	298	4	541	3	0	0	0	98.83	0.33	0.00
GCA_014075215.1_ASM1407521v1_genomic	f__Flavobacteriaceae (UID2845)	53	548	298	10	531	7	0	0	0	96.92	1.23	14.29
GCA_014077645.1_ASM1407764v1_genomic	s__algicola (UID2846)	47	571	303	1	568	2	0	0	0	99.67	0.38	0.00
GCA_014138495.1_ASM1413849v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	1	510	0	0	0	0	99.65	0.00	0.00
GCA_014145635.1_ASM1414563v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	1	507	3	0	0	0	99.65	0.65	0.00
GCA_014145665.1_ASM1414566v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	1	507	3	0	0	0	99.65	0.51	0.00
GCA_014156605.1_ASM1415660v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	1	508	2	0	0	0	99.65	0.53	50.00
GCA_014191595.1_ASM1419159v1_genomic	s__algicola (UID2846)	47	571	303	1	570	0	0	0	0	99.67	0.00	0.00
GCA_014197445.1_ASM1419744v1_genomic	s__algicola (UID2847)	33	496	263	16	479	1	0	0	0	97.38	0.19	0.00
GCA_014201785.1_ASM1420178v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	0	322	2	0	0	0	100.00	0.74	0.00
GCA_014202195.1_ASM1420219v1_genomic	s__algicola (UID2846)	47	571	303	11	557	3	0	0	0	99.01	0.83	0.00
GCA_014202225.1_ASM1420222v1_genomic	s__algicola (UID2846)	47	571	303	2	566	3	0	0	0	99.34	0.83	0.00
GCA_014204235.1_ASM1420423v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	0	323	1	0	0	0	100.00	0.25	0.00
GCA_014204385.1_ASM1420438v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	1	506	4	0	0	0	99.65	0.50	0.00
GCA_014204415.1_ASM1420441v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	0	324	0	0	0	0	100.00	0.00	0.00
GCA_014207835.1_ASM1420783v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	0	323	1	0	0	0	100.00	0.25	0.00
GCA_014207845.1_ASM1420784v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	0	323	1	0	0	0	100.00	0.25	0.00
GCA_014207905.1_ASM1420790v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	1	506	4	0	0	0	99.65	0.50	0.00
GCA_014211855.1_ASM1421185v1_genomic	k__Bacteria (UID2565)	2921	152	93	68	84	0	0	0	0	39.27	0.00	0.00
GCA_014212065.1_ASM1421206v1_genomic	k__Bacteria (UID203)	5449	104	58	0	78	26	0	0	0	100.00	8.97	0.00
GCA_014218785.1_ASM1421878v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	0	322	2	0	0	0	100.00	0.74	0.00
GCA_014218815.1_ASM1421881v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	0	322	2	0	0	0	100.00	0.49	0.00
GCA_014218825.1_ASM1421882v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	0	323	1	0	0	0	100.00	0.25	0.00
GCA_014218885.1_ASM1421888v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	0	322	2	0	0	0	100.00	0.74	0.00
GCA_014218905.1_ASM1421890v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	0	323	1	0	0	0	100.00	0.25	0.00
GCA_014218915.1_ASM1421891v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	0	321	3	0	0	0	100.00	0.98	0.00
GCA_014218945.1_ASM1421894v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	0	321	3	0	0	0	100.00	0.98	0.00
GCA_014219105.1_ASM1421910v1_genomic	k__Bacteria (UID2565)	2921	152	93	0	151	1	0	0	0	100.00	1.08	0.00
GCA_014219125.1_ASM1421912v1_genomic	k__Bacteria (UID2565)	2921	152	93	0	151	1	0	0	0	100.00	1.08	0.00
GCA_014219135.1_ASM1421913v1_genomic	k__Bacteria (UID2565)	2921	152	93	0	151	1	0	0	0	100.00	1.08	0.00
GCA_014219145.1_ASM1421914v1_genomic	k__Bacteria (UID2565)	2921	152	93	0	151	1	0	0	0	100.00	1.08	0.00
GCA_014219165.1_ASM1421916v1_genomic	k__Bacteria (UID2565)	2921	152	93	0	151	1	0	0	0	100.00	1.08	0.00
GCA_014219205.1_ASM1421920v1_genomic	k__Bacteria (UID2565)	2921	152	93	0	150	2	0	0	0	100.00	2.15	50.00
GCA_014219225.1_ASM1421922v1_genomic	k__Bacteria (UID2565)	2921	152	93	0	151	1	0	0	0	100.00	1.08	0.00
GCA_014219235.1_ASM1421923v1_genomic	k__Bacteria (UID2565)	2921	152	93	0	150	2	0	0	0	100.00	2.15	50.00
GCA_014219245.1_ASM1421924v1_genomic	k__Bacteria (UID2565)	2921	152	93	0	151	1	0	0	0	100.00	1.08	0.00
GCA_014219285.1_ASM1421928v1_genomic	k__Bacteria (UID2565)	2921	152	93	0	151	1	0	0	0	100.00	1.08	0.00
GCA_014219295.1_ASM1421929v1_genomic	k__Bacteria (UID2565)	2921	152	93	0	150	2	0	0	0	100.00	2.15	50.00
GCA_014219325.1_ASM1421932v1_genomic	k__Bacteria (UID2565)	2921	152	93	0	151	1	0	0	0	100.00	1.08	0.00
GCA_014219335.1_ASM1421933v1_genomic	k__Bacteria (UID2565)	2921	152	93	0	151	1	0	0	0	100.00	1.08	0.00
GCA_014219345.1_ASM1421934v1_genomic	k__Bacteria (UID2565)	2921	152	93	0	152	0	0	0	0	100.00	0.00	0.00
GCA_014219385.1_ASM1421938v1_genomic	k__Bacteria (UID2565)	2921	152	93	0	151	1	0	0	0	100.00	1.08	0.00
GCA_014219395.1_ASM1421939v1_genomic	k__Bacteria (UID2565)	2921	152	93	0	152	0	0	0	0	100.00	0.00	0.00
GCA_014219425.1_ASM1421942v1_genomic	k__Bacteria (UID2565)	2921	152	93	0	152	0	0	0	0	100.00	0.00	0.00
GCA_014219435.1_ASM1421943v1_genomic	k__Bacteria (UID2565)	2921	152	93	0	152	0	0	0	0	100.00	0.00	0.00
GCA_014219455.1_ASM1421945v1_genomic	k__Bacteria (UID2565)	2921	152	93	0	151	1	0	0	0	100.00	1.08	0.00
GCA_014219495.1_ASM1421949v1_genomic	k__Bacteria (UID2565)	2921	152	93	0	152	0	0	0	0	100.00	0.00	0.00
GCA_014219575.1_ASM1421957v1_genomic	k__Bacteria (UID2565)	2921	152	93	0	150	2	0	0	0	100.00	1.08	0.00
GCA_014219595.1_ASM1421959v1_genomic	k__Bacteria (UID2565)	2921	152	93	0	151	1	0	0	0	100.00	1.08	0.00
GCA_014219625.1_ASM1421962v1_genomic	k__Bacteria (UID2565)	2921	152	93	0	151	1	0	0	0	100.00	1.08	0.00
GCA_014219635.1_ASM1421963v1_genomic	k__Bacteria (UID2565)	2921	152	93	0	151	1	0	0	0	100.00	1.08	0.00
GCA_014219665.1_ASM1421966v1_genomic	k__Bacteria (UID2565)	2921	152	93	0	150	2	0	0	0	100.00	1.08	0.00
GCA_014219685.1_ASM1421968v1_genomic	k__Bacteria (UID2565)	2921	152	93	0	152	0	0	0	0	100.00	0.00	0.00
GCA_014219695.1_ASM1421969v1_genomic	k__Bacteria (UID2565)	2921	152	93	0	150	2	0	0	0	100.00	1.08	0.00
GCA_014219705.1_ASM1421970v1_genomic	k__Bacteria (UID2565)	2921	152	93	0	150	2	0	0	0	100.00	1.08	0.00
GCA_014219745.1_ASM1421974v1_genomic	k__Bacteria (UID2565)	2921	152	93	0	152	0	0	0	0	100.00	0.00	0.00
GCA_014219765.1_ASM1421976v1_genomic	k__Bacteria (UID2565)	2921	152	93	0	150	2	0	0	0	100.00	1.08	0.00
GCA_014219775.1_ASM1421977v1_genomic	k__Bacteria (UID2565)	2921	152	93	0	151	1	0	0	0	100.00	1.08	0.00
GCA_014219805.1_ASM1421980v1_genomic	k__Bacteria (UID2565)	2921	152	93	0	150	2	0	0	0	100.00	1.08	0.00
GCA_014219815.1_ASM1421981v1_genomic	k__Bacteria (UID2565)	2921	152	93	0	152	0	0	0	0	100.00	0.00	0.00
GCA_014219825.1_ASM1421982v1_genomic	k__Bacteria (UID2565)	2921	152	93	0	150	2	0	0	0	100.00	1.08	0.00
GCA_014219865.1_ASM1421986v1_genomic	k__Bacteria (UID2565)	2921	152	93	0	150	2	0	0	0	100.00	1.08	0.00
GCA_014219885.1_ASM1421988v1_genomic	k__Bacteria (UID2565)	2921	152	93	0	151	1	0	0	0	100.00	1.08	0.00
GCA_014219895.1_ASM1421989v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	0	322	2	0	0	0	100.00	0.49	0.00
GCA_014219905.1_ASM1421990v1_genomic	k__Bacteria (UID2565)	2921	152	93	0	151	1	0	0	0	100.00	1.08	0.00
GCA_014219945.1_ASM1421994v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	0	270	53	1	0	0	100.00	17.49	35.71
GCA_014219965.1_ASM1421996v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	0	322	2	0	0	0	100.00	0.49	0.00
GCA_014219975.1_ASM1421997v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	0	322	2	0	0	0	100.00	0.49	0.00
GCA_014219985.1_ASM1421998v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	0	322	2	0	0	0	100.00	0.49	0.00
GCA_014220005.1_ASM1422000v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	0	322	2	0	0	0	100.00	0.49	0.00
GCA_014220045.1_ASM1422004v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	0	324	0	0	0	0	100.00	0.00	0.00
GCA_014220055.1_ASM1422005v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	0	321	3	0	0	0	100.00	0.98	0.00
GCA_014220065.1_ASM1422006v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	0	322	2	0	0	0	100.00	0.49	0.00
GCA_014220105.1_ASM1422010v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	0	321	3	0	0	0	100.00	0.74	0.00
GCA_014220115.1_ASM1422011v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	0	321	3	0	0	0	100.00	0.74	0.00
GCA_014220145.1_ASM1422014v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	0	321	3	0	0	0	100.00	0.98	0.00
