,Unnamed: 0,cazymes,Orfs_anno_cazymes%,orfs,index_x,Merops orfs total,GH total,Orfs_anno_merops%,Assembly accession,Genus,Family,scaf_bp,Completeness,MAG,Origin,Assembly accession2,Nr_BGCs,index_y,Virulence orfs total,Orfs_anno_virs%,P,BGCs/genomesize,merops_perMb,virs_perMb,bgc_perMb
1478,GCA_900637665.1,95,1.8496884735202492,5136,GCA_900637665.1,220,44,4.283489096573208,GCA_900637665.1,Chryseobacterium,Weeksellaceae,5602501.0,100.0,False,Non_marine,GCA_900637665.1_merops.txt,7.0,GCA_900637665.1,353,6.873052959501558,1.3968253968253967,1.2494419902825542e-06,0.0392681768374517,0.06300757465282023,0.0012494419902825543
369,GCA_014207845.1,76,1.9994738226782425,3801,GCA_014207845.1,176,35,4.630360431465403,GCA_014207845.1,Chryseobacterium,Weeksellaceae,4154632.0,100.0,False,Unclassified,GCA_014207845.1_merops.txt,5.0,GCA_014207845.1,307,8.076821888976585,1.3968253968253967,1.203476023869262e-06,0.04236235604019803,0.0738934278655727,0.001203476023869262
663,GCA_002846555.1,98,1.8723729461215133,5234,GCA_002846555.1,227,49,4.337027130301872,GCA_002846555.1,Aquimarina,Flavobacteriaceae,5982454.0,99.62,False,Unclassified,GCA_002846555.1_merops.txt,8.0,GCA_002846555.1,470,8.979747802827665,1.396923076923077,1.33724388018696e-06,0.03794429510030499,0.0785630779609839,0.00133724388018696
2448,GCA_002150295.1,41,1.746166950596252,2348,GCA_002150295.1,95,6,4.045996592844974,GCA_002150295.1,Flavobacterium,Flavobacteriaceae,2681996.0,96.79,False,Non_marine,GCA_002150295.1_merops.txt,3.0,GCA_002150295.1,182,7.7512776831345835,1.3970588235294117,1.1185699009245352e-06,0.035421380195943625,0.06785990732275514,0.0011185699009245353
778,GCA_001438245.1,22,1.71473109898675,1283,GCA_001438245.1,51,10,3.975058456742011,GCA_001438245.1,MAG-120531,Flavobacteriaceae,1498937.0,77.99,True,Marine,GCA_001438245.1_merops.txt,2.0,GCA_001438245.1,66,5.144193296960249,1.3972602739726028,1.3342788923083492e-06,0.034024111753862905,0.04403120344617552,0.0013342788923083491
88,GCA_002780665.1,47,2.0879609062638833,2251,GCA_002780665.1,109,23,4.842292314526877,GCA_002780665.1,CG1-02-35-72,Flavobacteriaceae,2632856.0,93.66,True,Non_marine,GCA_002780665.1_merops.txt,1.0,GCA_002780665.1,176,7.818747223456242,1.3974358974358974,3.7981568304533175e-07,0.04139990945194116,0.06684756021597839,0.00037981568304533176
2325,GCA_014281985.1,56,1.795447258736775,3119,GCA_014281985.1,130,17,4.168002564924656,GCA_014281985.1,Flavobacterium,Flavobacteriaceae,3583431.0,99.29,False,Unclassified,GCA_014281985.1_merops.txt,4.0,GCA_014281985.1,250,8.01538954793203,1.3978494623655915,1.1162486455020343e-06,0.036278080978816116,0.06976554034387714,0.0011162486455020342
685,GCA_002403645.1,56,1.9518996165911469,2869,GCA_002403645.1,130,22,4.531195538515162,GCA_002403645.1,Empedobacter,Weeksellaceae,3047474.0,100.0,True,Non_marine,GCA_002403645.1_merops.txt,2.0,GCA_002403645.1,206,7.180202161031718,1.3978494623655915,6.562812348850228e-07,0.04265828026752648,0.06759696719315735,0.0006562812348850228
865,GCA_003020585.1,84,2.0324219695136705,4133,GCA_003020585.1,195,34,4.718122429228163,GCA_003020585.1,Chryseobacterium,Weeksellaceae,4615988.0,100.0,False,Unclassified,GCA_003020585.1_merops.txt,7.0,GCA_003020585.1,331,8.008710379869344,1.3978494623655915,1.5164684136960494e-06,0.042244477238675665,0.07170729213334176,0.0015164684136960494
1748,GCA_002335345.1,28,1.8396846254927728,1522,GCA_002335345.1,65,12,4.270696452036794,GCA_002335345.1,BACL21,Flavobacteriaceae,1727315.0,77.94,True,Marine,GCA_002335345.1_merops.txt,1.0,GCA_002335345.1,120,7.884362680683312,1.3978494623655915,5.78933199792742e-07,0.037630657986528225,0.06947198397512902,0.0005789331997927419
864,GCA_003520985.1,93,1.993996569468268,4664,GCA_003520985.1,216,45,4.631217838765009,GCA_003520985.1,Chryseobacterium,Weeksellaceae,5180646.0,99.93,True,Unclassified,GCA_003520985.1_merops.txt,10.0,GCA_003520985.1,362,7.761578044596913,1.3980582524271845,1.9302612068070276e-06,0.04169364206703179,0.0698754556864144,0.0019302612068070276
808,GCA_003852415.1,96,1.9900497512437807,4824,GCA_003852415.1,223,43,4.622719734660033,GCA_003852415.1,Chryseobacterium,Weeksellaceae,5292763.0,100.0,False,Non_marine,GCA_003852415.1_merops.txt,12.0,GCA_003852415.1,379,7.856550580431178,1.3981191222570533,2.2672468047407375e-06,0.04213300312143204,0.07160721158306163,0.0022672468047407377
2010,GCA_014220755.1,92,1.854464825639992,4961,GCA_014220755.1,214,45,4.313646442249546,GCA_014220755.1,Chryseobacterium,Weeksellaceae,5450447.0,100.0,False,Unclassified,GCA_014220755.1_merops.txt,8.0,GCA_014220755.1,362,7.296915944366056,1.3986928104575163,1.4677695242243434e-06,0.03926283477300119,0.06641657097115154,0.0014677695242243435
533,GCA_011316575.1,55,1.859364435429344,2958,GCA_011316575.1,128,10,4.3272481406355645,GCA_011316575.1,Flavobacterium,Flavobacteriaceae,3387732.0,99.65,False,Unclassified,GCA_011316575.1_merops.txt,6.0,GCA_011316575.1,226,7.6402974983096685,1.3989071038251366,1.7710964149466368e-06,0.03778339018552826,0.06671129829632332,0.0017710964149466367
471,GCA_011316665.1,55,1.8606224627875507,2956,GCA_011316665.1,128,10,4.330175913396482,GCA_011316665.1,Flavobacterium,Flavobacteriaceae,3386568.0,99.65,False,Unclassified,GCA_011316665.1_merops.txt,6.0,GCA_011316665.1,226,7.645466847090663,1.3989071038251366,1.7717051599141077e-06,0.0377963767448343,0.06673422769009806,0.0017717051599141077
917,GCA_011316565.1,55,1.8612521150592216,2955,GCA_011316565.1,128,10,4.331641285956007,GCA_011316565.1,Flavobacterium,Flavobacteriaceae,3386767.0,99.65,False,Unclassified,GCA_011316565.1_merops.txt,6.0,GCA_011316565.1,226,7.648054145516074,1.3989071038251366,1.771601057882045e-06,0.03779415590148363,0.06673030651355703,0.0017716010578820451
2245,GCA_011316545.1,55,1.858108108108108,2960,GCA_011316545.1,128,10,4.324324324324325,GCA_011316545.1,Flavobacterium,Flavobacteriaceae,3387405.0,99.65,False,Unclassified,GCA_011316545.1_merops.txt,6.0,GCA_011316545.1,226,7.635135135135135,1.3989071038251366,1.7712673860964366e-06,0.037787037570057316,0.06671773820963245,0.0017712673860964365
2398,GCA_000738495.1,85,1.7209961530674227,4939,GCA_000738495.1,198,43,4.008908685968819,GCA_000738495.1,Chryseobacterium,Weeksellaceae,4628764.0,96.57,False,Non_marine,GCA_000738495.1_merops.txt,10.0,GCA_000738495.1,329,6.6612674630492,1.3992932862190812,2.1604039436877748e-06,0.04277599808501795,0.0710772897473278,0.0021604039436877746
331,GCA_006385255.1,63,1.728869374313941,3644,GCA_006385255.1,147,23,4.0340285400658615,GCA_006385255.1,Flavobacterium,Flavobacteriaceae,4056248.0,99.65,False,Non_marine,GCA_006385255.1_merops.txt,3.0,GCA_006385255.1,307,8.424807903402854,1.4,7.395997483388589e-07,0.036240387668604095,0.0756857075800099,0.0007395997483388589
336,GCA_002702895.1,36,2.102803738317757,1712,GCA_002702895.1,84,18,4.906542056074766,GCA_002702895.1,MAG-121220-bin8,Flavobacteriaceae,1865845.0,97.3,True,Marine,GCA_002702895.1_merops.txt,2.0,GCA_002702895.1,141,8.235981308411215,1.4,1.0719003990149236e-06,0.045019816758626784,0.0755689781305521,0.0010719003990149235
287,GCA_001403755.1,45,1.8915510718789408,2379,GCA_001403755.1,105,12,4.4136191677175285,GCA_001403755.1,Kaistella,Weeksellaceae,2563735.0,100.0,False,Unclassified,GCA_001403755.1_merops.txt,1.0,GCA_001403755.1,193,8.112652374947457,1.4,3.900559145153458e-07,0.04095587102411131,0.07528079150146175,0.00039005591451534577
2142,GCA_900078205.2,93,1.9108280254777068,4867,GCA_900078205.2,217,39,4.45859872611465,GCA_900078205.2,Chryseobacterium,Weeksellaceae,5390133.0,100.0,False,Unclassified,GCA_900078205.2_merops.txt,7.0,GCA_900078205.2,350,7.191288267926854,1.4,1.29866925361582e-06,0.04025874686209042,0.06493346268079099,0.0012986692536158199
614,GCA_001684975.1,84,1.8948793142341531,4433,GCA_001684975.1,196,39,4.421385066546357,GCA_001684975.1,Chryseobacterium,Weeksellaceae,4935607.0,100.0,False,Unclassified,GCA_001684975.1_merops.txt,7.0,GCA_001684975.1,335,7.556959169862395,1.4,1.4182652711206545e-06,0.03971142759137833,0.06787412368934562,0.0014182652711206545
988,GCA_002477585.1,30,2.145922746781116,1398,GCA_002477585.1,70,12,5.007153075822604,GCA_002477585.1,MAG-120531,Flavobacteriaceae,1548555.0,80.82,True,Marine,GCA_002477585.1_merops.txt,1.0,GCA_002477585.1,102,7.296137339055794,1.4,6.457633083745815e-07,0.0452034315862207,0.06586785745420731,0.0006457633083745814
1740,GCA_000797445.1,72,2.0185029436501263,3567,GCA_000797445.1,168,20,4.7098402018502945,GCA_000797445.1,Lacinutrix,Flavobacteriaceae,4017534.0,99.59,False,Marine,GCA_000797445.1_merops.txt,2.0,GCA_000797445.1,270,7.5693860386879726,1.4,4.978178156052941e-07,0.041816696510844714,0.06720540510671472,0.0004978178156052941
342,GCA_008386485.1,95,2.045209903121636,4645,GCA_008386485.1,222,43,4.779332615715823,GCA_008386485.1,Chryseobacterium,Weeksellaceae,5153060.0,100.0,False,Non_marine,GCA_008386485.1_merops.txt,10.0,GCA_008386485.1,371,7.98708288482239,1.4006309148264984,1.9405945205373117e-06,0.04308119835592832,0.07199605671193426,0.0019405945205373117
1202,GCA_001005315.1,76,1.612218922358931,4714,GCA_001005315.1,178,33,3.7759864234196012,GCA_001005315.1,Kordia,Flavobacteriaceae,5356465.0,99.48,False,Unclassified,GCA_001005315.1_merops.txt,13.0,GCA_001005315.1,336,7.127704709376326,1.4015748031496063,2.4269737597464e-06,0.03323087147960455,0.06272793717498387,0.0024269737597464
1692,GCA_014202195.1,58,2.0523708421797595,2826,GCA_014202195.1,136,9,4.81245576786978,GCA_014202195.1,Oceanihabitans,Flavobacteriaceae,3085227.0,99.01,False,Unclassified,GCA_014202195.1_merops.txt,2.0,GCA_014202195.1,247,8.740268931351734,1.402061855670103,6.482505177090697e-07,0.04408103520421674,0.08005893893707011,0.0006482505177090697
640,GCA_002204895.1,55,1.8394648829431441,2990,GCA_002204895.1,129,10,4.31438127090301,GCA_002204895.1,Flavobacterium,Flavobacteriaceae,3394671.0,99.65,False,Non_marine,GCA_002204895.1_merops.txt,6.0,GCA_002204895.1,223,7.45819397993311,1.4021739130434783,1.7674761412814379e-06,0.038000737037550913,0.06569119658429344,0.001767476141281438
2399,GCA_002388705.1,46,1.6654598117306298,2762,GCA_002388705.1,108,8,3.9102099927588703,GCA_002388705.1,Marinirhabdus,Flavobacteriaceae,3033473.0,84.32,True,Marine,GCA_002388705.1_merops.txt,3.0,GCA_002388705.1,209,7.566980448950036,1.4025974025974026,9.889654531291362e-07,0.035602756312648906,0.06889792656799648,0.0009889654531291363
659,GCA_900111965.1,46,1.947502116850127,2362,GCA_900111965.1,108,6,4.5723962743437765,GCA_900111965.1,Flavobacterium,Flavobacteriaceae,2573799.0,99.29,False,Non_marine,GCA_900111965.1_merops.txt,2.0,GCA_900111965.1,219,9.271803556308214,1.4025974025974026,7.770614566250123e-07,0.041961318657750664,0.08508822950043884,0.0007770614566250122
1871,GCA_004213995.1,23,1.954120645709431,1177,GCA_004213995.1,54,9,4.587935429056925,GCA_004213995.1,SGZJ01,Flavobacteriaceae,1272396.0,76.1,True,Marine,GCA_004213995.1_merops.txt,1.0,GCA_004213995.1,77,6.5420560747663545,1.4025974025974026,7.859188491633108e-07,0.042439617854818784,0.06051575138557493,0.0007859188491633108
818,GCA_010031465.1,40,2.292263610315186,1745,GCA_010031465.1,94,25,5.386819484240688,GCA_010031465.1,MS024-2A,Flavobacteriaceae,1854729.0,98.4,True,Unclassified,GCA_010031465.1_merops.txt,3.0,GCA_010031465.1,116,6.64756446991404,1.4029850746268657,1.6174869751861324e-06,0.050681258555832144,0.06254282970719711,0.0016174869751861324
391,GCA_001045465.1,97,2.1309314586994725,4552,GCA_001045465.1,228,47,5.008787346221441,GCA_001045465.1,Chryseobacterium,Weeksellaceae,5202773.0,100.0,False,Unclassified,GCA_001045465.1_merops.txt,10.0,GCA_001045465.1,372,8.172231985940245,1.403076923076923,1.922051951911029e-06,0.04382278450357146,0.07150033261109029,0.0019220519519110289
1506,GCA_002924285.1,77,1.7492049068605182,4402,GCA_002924285.1,181,32,4.111767378464334,GCA_002924285.1,Aquimarina,Flavobacteriaceae,4988869.0,97.34,False,Marine,GCA_002924285.1_merops.txt,10.0,GCA_002924285.1,364,8.268968650613358,1.4031007751937985,2.0044623340480577e-06,0.03628076824626985,0.0729624289593493,0.0020044623340480577
571,GCA_002439125.1,57,1.9648397104446744,2901,GCA_002439125.1,134,22,4.619096863150637,GCA_002439125.1,Empedobacter,Weeksellaceae,3068983.0,100.0,True,Non_marine,GCA_002439125.1_merops.txt,2.0,GCA_002439125.1,203,6.997587038952085,1.4031413612565444,6.516816808695259e-07,0.043662672618258236,0.06614569060825687,0.0006516816808695259
2438,GCA_003610635.1,54,1.956521739130435,2760,GCA_003610635.1,127,5,4.601449275362319,GCA_003610635.1,Ichthyenterobacterium,Flavobacteriaceae,3009115.0,99.01,False,Unclassified,GCA_003610635.1_merops.txt,1.0,GCA_003610635.1,230,8.333333333333332,1.4033149171270718,3.3232362339093055e-07,0.04220510017064818,0.07643443337991404,0.00033232362339093055
802,GCA_002365095.1,51,1.926709482432943,2647,GCA_002365095.1,120,18,4.5334340763128065,GCA_002365095.1,Kaistella,Weeksellaceae,2886848.0,100.0,True,Non_marine,GCA_002365095.1_merops.txt,3.0,GCA_002365095.1,211,7.9712882508500185,1.4035087719298245,1.0391956902476334e-06,0.041567827609905336,0.07309009688075022,0.0010391956902476335
89,GCA_002364135.1,48,1.5779092702169626,3042,GCA_002364135.1,113,4,3.714661406969099,GCA_002364135.1,Aequorivita,Flavobacteriaceae,3179520.0,90.69,True,Marine,GCA_002364135.1_merops.txt,3.0,GCA_002364135.1,200,6.574621959237343,1.4037267080745341,9.435386473429951e-07,0.03553995571658615,0.062902576489533,0.0009435386473429951
838,GCA_013003585.1,45,2.059496567505721,2185,GCA_013003585.1,106,21,4.851258581235697,GCA_013003585.1,SHLJ01,Flavobacteriaceae,2437600.0,79.08,True,Marine,GCA_013003585.1_merops.txt,1.0,GCA_013003585.1,155,7.093821510297483,1.403973509933775,4.102395799146702e-07,0.043485395470955035,0.06358713488677388,0.00041023957991467017
1414,GCA_003516945.1,28,1.8754186202277292,1493,GCA_003516945.1,66,14,4.420629604822505,GCA_003516945.1,MAG-120531,Flavobacteriaceae,1694350.0,70.6,True,Marine,GCA_003516945.1_merops.txt,2.0,GCA_003516945.1,91,6.095110515740121,1.4042553191489362,1.180393661286039e-06,0.03895299082243928,0.05370791158851477,0.001180393661286039
669,GCA_013001085.1,39,1.8063918480778136,2159,GCA_013001085.1,92,17,4.261232051875869,GCA_013001085.1,Muriicola,Flavobacteriaceae,2357536.0,79.92,True,Marine,GCA_013001085.1_merops.txt,2.0,GCA_013001085.1,147,6.808707735062529,1.4045801526717556,8.483433550961682e-07,0.03902379433442374,0.06235323659956837,0.0008483433550961683
587,GCA_002691265.1,25,1.9778481012658229,1264,GCA_002691265.1,59,11,4.667721518987341,GCA_002691265.1,MED-G13,Flavobacteriaceae,1361524.0,92.95,True,Marine,GCA_002691265.1_merops.txt,1.0,GCA_002691265.1,77,6.091772151898734,1.4047619047619047,7.344710779978906e-07,0.043333793601875545,0.056554273005837576,0.0007344710779978906
12,GCA_900447295.1,61,1.7559009786989062,3474,GCA_900447295.1,144,21,4.145077720207254,GCA_900447295.1,Empedobacter,Weeksellaceae,3673190.0,100.0,False,Non_marine,GCA_900447295.1_merops.txt,2.0,GCA_900447295.1,228,6.563039723661486,1.4048780487804877,5.444858556186856e-07,0.03920298160454537,0.06207138754053017,0.0005444858556186856
139,GCA_900108955.1,52,1.8271257905832747,2846,GCA_900108955.1,123,11,4.3218552354181305,GCA_900108955.1,Flavobacterium,Flavobacteriaceae,3172415.0,99.65,False,Non_marine,GCA_900108955.1_merops.txt,4.0,GCA_900108955.1,247,8.678847505270555,1.4057142857142857,1.260869085538935e-06,0.038771724380322246,0.07785866603202922,0.0012608690855389348
1145,GCA_000378765.1,52,1.8745493871665464,2774,GCA_000378765.1,123,20,4.434030281182408,GCA_000378765.1,Psychroflexus,Flavobacteriaceae,3001811.0,99.62,False,Non_marine,GCA_000378765.1_merops.txt,3.0,GCA_000378765.1,204,7.354001441961067,1.4057142857142857,9.993966975269262e-07,0.040975264598603976,0.06795897543183099,0.0009993966975269262
1142,GCA_003815715.1,90,1.8871880897462785,4769,GCA_003815715.1,213,40,4.466345145732857,GCA_003815715.1,Chryseobacterium,Weeksellaceae,5276141.0,100.0,False,Non_marine,GCA_003815715.1_merops.txt,6.0,GCA_003815715.1,369,7.7374711679597405,1.4059405940594059,1.1371947792903943e-06,0.04037041466480899,0.06993747892635924,0.0011371947792903944
713,GCA_008086205.1,57,1.8506493506493509,3080,GCA_008086205.1,135,9,4.383116883116883,GCA_008086205.1,Algorimicrobium,Flavobacteriaceae,3364265.0,99.67,False,Marine,GCA_008086205.1_merops.txt,2.0,GCA_008086205.1,252,8.181818181818182,1.40625,5.944834904503659e-07,0.0401276356053997,0.07490491979674609,0.0005944834904503659
1311,GCA_003331875.1,19,1.8536585365853655,1025,GCA_003331875.1,45,9,4.390243902439024,GCA_003331875.1,MED-G14,Flavobacteriaceae,1079009.0,67.7,True,Marine,GCA_003331875.1_merops.txt,2.0,GCA_003331875.1,65,6.341463414634147,1.40625,1.8535526580408504e-06,0.041704934805919136,0.06024046138632764,0.0018535526580408504
1832,GCA_014204415.1,67,1.8851997749015192,3554,GCA_014204415.1,159,27,4.473832301631964,GCA_014204415.1,Chryseobacterium,Weeksellaceae,3873134.0,100.0,False,Unclassified,GCA_014204415.1_merops.txt,5.0,GCA_014204415.1,272,7.653348339898705,1.407079646017699,1.290944232758278e-06,0.04105202660171323,0.07022736626205031,0.001290944232758278
1658,GCA_900188275.1,99,2.026197298403602,4886,GCA_900188275.1,235,44,4.809660253786328,GCA_900188275.1,Dokdonia,Flavobacteriaceae,5520745.0,99.62,False,Unclassified,GCA_900188275.1_merops.txt,8.0,GCA_900188275.1,389,7.961522717969709,1.407185628742515,1.4490797890502097e-06,0.04256671880334991,0.07046150474256645,0.0014490797890502098
453,GCA_002683495.1,48,1.6177957532861478,2967,GCA_002683495.1,114,5,3.842264914054601,GCA_002683495.1,Aequorivita,Flavobacteriaceae,3073790.0,92.84,True,Marine,GCA_002683495.1_merops.txt,3.0,GCA_002683495.1,205,6.909336029659589,1.4074074074074074,9.759938056926465e-07,0.037087764616320566,0.06669291005566419,0.0009759938056926465
1937,GCA_002381155.1,32,2.2284122562674096,1436,GCA_002381155.1,76,16,5.2924791086350975,GCA_002381155.1,UBA3478,Flavobacteriaceae,1617633.0,93.4,True,Unclassified,GCA_002381155.1_merops.txt,2.0,GCA_002381155.1,102,7.103064066852367,1.4074074074074074,1.236374381580989e-06,0.046982226500077585,0.06305509346063044,0.001236374381580989
1558,GCA_014295415.1,53,1.9513991163475701,2716,GCA_014295415.1,126,9,4.639175257731959,GCA_014295415.1,Altibacter,Flavobacteriaceae,2987299.0,98.86,False,Unclassified,GCA_014295415.1_merops.txt,4.0,GCA_014295415.1,241,8.873343151693668,1.4078212290502794,1.3390022224089386e-06,0.042178570005881565,0.08067488390013855,0.0013390022224089386
1344,GCA_000801625.1,53,1.7168772270813086,3087,GCA_000801625.1,126,8,4.081632653061225,GCA_000801625.1,Flavobacterium,Flavobacteriaceae,2899146.0,94.64,False,Unclassified,GCA_000801625.1_merops.txt,3.0,GCA_000801625.1,203,6.575963718820861,1.4078212290502794,1.034787485694063e-06,0.043461074399150645,0.07002061986529826,0.001034787485694063
1723,GCA_002439165.1,82,1.771440915964571,4629,GCA_002439165.1,195,37,4.212572909915749,GCA_002439165.1,Chryseobacterium,Weeksellaceae,5058632.0,100.0,True,Non_marine,GCA_002439165.1_merops.txt,5.0,GCA_002439165.1,337,7.2801901058543965,1.407942238267148,9.884095146672065e-07,0.038547971072021056,0.06661880128856972,0.0009884095146672064
483,GCA_003449565.1,37,0.9991898460707532,3703,GCA_003449565.1,88,3,2.3764515257899,GCA_003449565.1,Xanthomarina,Flavobacteriaceae,3544625.0,75.0,True,Marine,GCA_003449565.1_merops.txt,2.0,GCA_003449565.1,181,4.887928706454226,1.408,5.642345805268541e-07,0.024826321543181578,0.05106322953768029,0.0005642345805268541
1473,GCA_000430665.1,74,1.833498513379584,4036,GCA_000430665.1,176,30,4.360753221010902,GCA_000430665.1,Aquimarina,Flavobacteriaceae,4903219.0,99.62,False,Marine,GCA_000430665.1_merops.txt,20.0,GCA_000430665.1,356,8.820614469772051,1.408,4.078953030651904e-06,0.03589478666973676,0.07260536394560389,0.004078953030651904
1630,GCA_002484335.1,58,1.963439404197698,2954,GCA_002484335.1,138,18,4.671631685849696,GCA_002484335.1,Chishuiella,Weeksellaceae,3277802.0,92.44,True,Non_marine,GCA_002484335.1_merops.txt,1.0,GCA_002484335.1,259,8.767772511848342,1.4081632653061225,3.050824912548104e-07,0.04210138379316383,0.0790163652349959,0.0003050824912548104
1812,GCA_003523505.1,92,1.8634798460603603,4937,GCA_003523505.1,219,45,4.43589224225238,GCA_003523505.1,Chryseobacterium,Weeksellaceae,5399021.0,98.77,True,Unclassified,GCA_003523505.1_merops.txt,8.0,GCA_003523505.1,354,7.170346364188779,1.4083601286173633,1.4817501172897828e-06,0.040562909460807796,0.06556744269007289,0.001481750117289783
528,GCA_900489465.1,55,1.7043693833281686,3227,GCA_900489465.1,131,7,4.059497985745274,GCA_900489465.1,Aequorivita,Flavobacteriaceae,3536078.0,99.24,False,Unclassified,GCA_900489465.1_merops.txt,3.0,GCA_900489465.1,265,8.21196157421754,1.4086021505376345,8.483975749403718e-07,0.03704669410572957,0.0749417857863995,0.0008483975749403719
406,GCA_002697465.1,13,1.5550239234449759,836,GCA_002697465.1,31,5,3.7081339712918657,GCA_002697465.1,MED-G14,Flavobacteriaceae,853813.0,60.36,True,Marine,GCA_002697465.1_merops.txt,1.0,GCA_002697465.1,56,6.698564593301436,1.4090909090909092,1.1712166481419233e-06,0.03630771609239962,0.06558813229594772,0.0011712166481419233
1742,GCA_013205245.1,49,2.2101939557961208,2217,GCA_013205245.1,117,23,5.2774018944519625,GCA_013205245.1,CG1-02-35-72,Flavobacteriaceae,2384206.0,95.23,True,Unclassified,GCA_013205245.1_merops.txt,2.0,GCA_013205245.1,170,7.668019846639602,1.4096385542168675,8.388536896560113e-07,0.04907294084487666,0.07130256362076096,0.0008388536896560113
1386,GCA_014397005.1,85,1.7605633802816902,4828,GCA_014397005.1,203,38,4.204639602319801,GCA_014397005.1,Kordia,Flavobacteriaceae,5464339.0,99.92,False,Unclassified,GCA_014397005.1_merops.txt,11.0,GCA_014397005.1,366,7.580778790389394,1.4097222222222223,2.013052264875953e-06,0.03714996452452895,0.06697973899496353,0.002013052264875953
1199,GCA_014212065.1,54,1.8627112797516383,2899,GCA_014212065.1,129,7,4.449810279406692,GCA_014212065.1,Aequorivita,Flavobacteriaceae,3256282.0,100.0,False,Unclassified,GCA_014212065.1_merops.txt,3.0,GCA_014212065.1,224,7.726802345636425,1.4098360655737705,9.212961285294087e-07,0.03961573352676458,0.06879011093019585,0.0009212961285294087
2194,GCA_000498535.1,51,1.6398713826366558,3110,GCA_000498535.1,122,11,3.922829581993569,GCA_000498535.1,Flavobacterium,Flavobacteriaceae,3466544.0,99.65,False,Unclassified,GCA_000498535.1_merops.txt,1.0,GCA_000498535.1,237,7.620578778135048,1.4104046242774566,2.884717459233173e-07,0.035193553002644706,0.06836780378382619,0.0002884717459233173
455,GCA_002425465.1,51,1.6314779270633395,3126,GCA_002425465.1,122,24,3.9027511196417146,GCA_002425465.1,Empedobacter,Weeksellaceae,2856753.0,83.71,True,Non_marine,GCA_002425465.1_merops.txt,2.0,GCA_002425465.1,162,5.182341650671785,1.4104046242774566,7.000955280348003e-07,0.042705827210122824,0.05670773777081883,0.0007000955280348003
2037,GCA_003815675.1,84,1.8489984591679511,4543,GCA_003815675.1,201,33,4.4243891701518825,GCA_003815675.1,Chryseobacterium,Weeksellaceae,5038771.0,100.0,False,Non_marine,GCA_003815675.1_merops.txt,7.0,GCA_003815675.1,349,7.682148360114462,1.4105263157894736,1.3892276509490112e-06,0.03989067969153589,0.06926292145445784,0.001389227650949011
1446,GCA_012927325.1,89,1.9861638027226065,4481,GCA_012927325.1,213,41,4.753403258201294,GCA_012927325.1,Chryseobacterium,Weeksellaceae,4910468.0,99.93,False,Unclassified,GCA_012927325.1_merops.txt,10.0,GCA_012927325.1,331,7.386744030350369,1.4105960264900663,2.036465770676033e-06,0.043376720915399514,0.06740701700937671,0.0020364657706760333
105,GCA_002695265.1,33,2.0859671302149176,1582,GCA_002695265.1,79,5,4.993678887484197,GCA_002695265.1,Croceibacter,Flavobacteriaceae,1756946.0,64.32,True,Marine,GCA_002695265.1_merops.txt,4.0,GCA_002695265.1,116,7.332490518331227,1.4107142857142858,2.276677826182478e-06,0.04496438706710394,0.06602365695929185,0.002276677826182478
2170,GCA_000498495.1,55,1.8092105263157896,3040,GCA_000498495.1,132,10,4.342105263157895,GCA_000498495.1,Flavobacterium,Flavobacteriaceae,3387090.0,99.65,False,Non_marine,GCA_000498495.1_merops.txt,1.0,GCA_000498495.1,243,7.993421052631579,1.411764705882353,2.952386857154667e-07,0.038971506514441596,0.0717430006288584,0.0002952386857154667
719,GCA_002390585.1,30,2.029769959404601,1478,GCA_002390585.1,72,14,4.871447902571042,GCA_002390585.1,MAG-120531,Flavobacteriaceae,1673422.0,80.05,True,Marine,GCA_002390585.1_merops.txt,2.0,GCA_002390585.1,120,8.119079837618404,1.411764705882353,1.1951557945335964e-06,0.04302560860320947,0.07170934767201578,0.0011951557945335963
2349,GCA_000769895.1,55,1.8169805087545423,3027,GCA_000769895.1,132,10,4.360753221010902,GCA_000769895.1,Flavobacterium,Flavobacteriaceae,3375260.0,99.65,False,Unclassified,GCA_000769895.1_merops.txt,1.0,GCA_000769895.1,238,7.862570201519656,1.411764705882353,2.9627347226584027e-07,0.03910809833909091,0.07051308639927,0.00029627347226584026
617,GCA_002836475.1,62,2.107409925220938,2942,GCA_002836475.1,149,22,5.064581917063222,GCA_002836475.1,Flavobacterium,Flavobacteriaceae,3365212.0,99.29,False,Marine,GCA_002836475.1_merops.txt,4.0,GCA_002836475.1,243,8.259687287559483,1.4123222748815165,1.188632395225026e-06,0.04427655672213222,0.07220941800992033,0.001188632395225026
1574,GCA_002721275.1,32,2.0997375328083994,1524,GCA_002721275.1,77,17,5.0524934383202105,GCA_002721275.1,GCA-002723295,Flavobacteriaceae,1623259.0,90.44,True,Marine,GCA_002721275.1_merops.txt,2.0,GCA_002721275.1,113,7.414698162729659,1.4128440366972477,1.2320892722603109e-06,0.04743543698202197,0.06961304388270756,0.0012320892722603109
1382,GCA_014305205.1,54,1.7504051863857375,3085,GCA_014305205.1,130,8,4.213938411669368,GCA_014305205.1,Flavobacterium,Flavobacteriaceae,3392134.0,99.29,False,Unclassified,GCA_014305205.1_merops.txt,5.0,GCA_014305205.1,255,8.26580226904376,1.4130434782608696,1.473998373884994e-06,0.03832395772100984,0.0751739170681347,0.001473998373884994
