Genome,BGC_full,Similarity2
GCA_002352865.1,GCA_002352865.1_contig12.region001,0
GCA_002364135.1,GCA_002364135.1_contig63.region001,0
GCA_002364215.1,GCA_002364215.1_contig15.region001,0
GCA_002365615.1,GCA_002365615.1_contig43.region001,0
GCA_002384895.1,GCA_002384895.1_contig32.region001,0
GCA_002414425.1,GCA_002414425.1_contig06.region001,0
GCA_002414565.1,GCA_002414565.1_contig02.region001,0
GCA_002414725.1,GCA_002414725.1_contig31.region001,0
GCA_002415015.1,GCA_002415015.1_contig08.region001,0
GCA_002453015.1,GCA_002453015.1_contig125.region001,0
GCA_002683555.1,GCA_002683555.1_contig19.region001,0
GCA_002715485.1,GCA_002715485.1_contig43.region001,0
GCA_002726175.1,GCA_002726175.1_contig12.region001,0
GCA_003487925.1,GCA_003487925.1_contig004.region001,0
GCA_010906935.1,GCA_010906935.1_contig132.region001,0
GCA_002733415.1,GCA_002733415.1_contig93.region001,0
GCA_002754245.1,GCA_002754245.1_contig1.region003,0
GCA_002835665.1,GCA_002835665.1_contig53.region001,0
GCA_002836595.1,GCA_002836595.1_contig1.region004,0
GCA_002846555.1,GCA_002846555.1_contig1.region002,0
GCA_002895435.1,GCA_002895435.1_contig37.region001,0
GCA_002920895.1,GCA_002920895.1_contig19.region001,0
GCA_002924285.1,GCA_002924285.1_contig002.region001,0
GCA_000755305.1,GCA_000755305.1_contig14.region001,0
GCA_001430865.1,GCA_001430865.1_contig1.region001,0
GCA_002117085.1,GCA_002117085.1_contig1.region001,0
GCA_002954355.1,GCA_002954355.1_contig16.region001,0
GCA_011784885.1,GCA_011784885.1_contig1.region001,0
GCA_002964965.1,GCA_002964965.1_contig02.region001,0
GCA_002964975.1,GCA_002964975.1_contig46.region001,0
GCA_000764775.1,GCA_000764775.1_contig75.region001,0
GCA_000764795.1,GCA_000764795.1_contig84.region001,0
GCA_000775755.1,GCA_000775755.1_contig94.region001,0
GCA_002973595.1,GCA_002973595.1_contig03.region001,0
GCA_003054265.1,GCA_003054265.1_contig04.region001,0
GCA_003061345.1,GCA_003061345.1_contig0885.region001,0
GCA_000520835.1,GCA_000520835.1_contig27.region001,0
GCA_000737775.1,GCA_000737775.1_contig43.region001,0
GCA_000738495.1,GCA_000738495.1_contig04.region002,0
GCA_000799235.1,GCA_000799235.1_contig11.region001,0
GCA_000799325.1,GCA_000799325.1_contig10.region003,0
GCA_000799335.1,GCA_000799335.1_contig05.region002,0
GCA_000799375.1,GCA_000799375.1_contig2.region002,0
GCA_001027725.1,GCA_001027725.1_contig32.region001,0
GCA_001045465.1,GCA_001045465.1_contig03.region002,0
GCA_001563495.1,GCA_001563495.1_contig01.region003,0
GCA_001593385.1,GCA_001593385.1_contig23.region002,0
GCA_002025665.1,GCA_002025665.1_contig1.region004,0
GCA_002285635.2,GCA_002285635.2_contig1.region002,0
GCA_002294525.1,GCA_002294525.1_contig09.region001,0
GCA_002390905.1,GCA_002390905.1_contig175.region001,0
GCA_002392055.1,GCA_002392055.1_contig09.region001,0
GCA_002476825.1,GCA_002476825.1_contig077.region001,0
GCA_002899825.2,GCA_002899825.2_contig001.region007,0
GCA_002899875.1,GCA_002899875.1_contig12.region002,0
GCA_002899895.2,GCA_002899895.2_contig01.region002,0
GCA_002979455.1,GCA_002979455.1_contig39.region001,0
GCA_002979665.1,GCA_002979665.1_contig01.region001,0
GCA_002979755.1,GCA_002979755.1_contig01.region004,0
GCA_003020585.1,GCA_003020585.1_contig07.region002,0
GCA_003061395.1,GCA_003061395.1_contig0525.region001,0
GCA_003347605.1,GCA_003347605.1_contig01.region002,0
GCA_003385595.1,GCA_003385595.1_contig04.region001,0
GCA_003537025.1,GCA_003537025.1_contig12.region001,0
GCA_003610675.1,GCA_003610675.1_contig01.region004,0
GCA_003663845.1,GCA_003663845.1_contig1.region007,0
GCA_003729985.1,GCA_003729985.1_contig24.region001,0
GCA_003815755.1,GCA_003815755.1_contig1.region005,0
GCA_003815775.1,GCA_003815775.1_contig1.region004,0
GCA_003815875.1,GCA_003815875.1_contig1.region010,0
GCA_003852415.1,GCA_003852415.1_contig16.region001,0
GCA_003971235.1,GCA_003971235.1_contig1.region006,0
GCA_004137745.1,GCA_004137745.1_contig1.region004,0
GCA_004328965.1,GCA_004328965.1_contig1.region005,0
GCA_005503635.1,GCA_005503635.1_contig04.region001,0
GCA_005862425.1,GCA_005862425.1_contig18.region001,0
GCA_006716485.1,GCA_006716485.1_contig1.region005,0
GCA_006829085.1,GCA_006829085.1_contig03.region002,0
GCA_008274625.1,GCA_008274625.1_contig01.region003,0
GCA_009602705.1,GCA_009602705.1_contig1.region004,0
GCA_009648515.1,GCA_009648515.1_contig1.region008,0
GCA_009648535.1,GCA_009648535.1_contig1.region004,0
GCA_014207835.1,GCA_014207835.1_contig1.region004,0
GCA_900113975.1,GCA_900113975.1_contig05.region001,0
GCA_900156585.1,GCA_900156585.1_contig12.region001,0
GCA_900156585.1,GCA_900156585.1_contig19.region001,0
GCA_900156935.1,GCA_900156935.1_contig02.region002,0
GCA_900182655.1,GCA_900182655.1_contig06.region002,0
GCA_900460995.1,GCA_900460995.1_contig1.region006,0
GCA_903969135.1,GCA_903969135.1_contig1.region003,0
GCA_003076475.1,GCA_003076475.1_contig1.region004,0
GCA_003096035.1,GCA_003096035.1_contig1.region003,0
GCA_003097655.1,GCA_003097655.1_contig13.region001,0
GCA_002222055.1,GCA_002222055.1_contig069.region001,0
GCA_003148525.1,GCA_003148525.1_contig05.region001,0
GCA_003217215.1,GCA_003217215.1_contig02.region001,0
GCA_003232155.1,GCA_003232155.1_contig247.region001,0
GCA_000382125.1,GCA_000382125.1_contig03.region001,0
GCA_000403785.1,GCA_000403785.1_contig54.region002,0
GCA_000422265.1,GCA_000422265.1_contig04.region001,0
GCA_000423045.1,GCA_000423045.1_contig3.region001,0
GCA_000423065.1,GCA_000423065.1_contig03.region002,0
GCA_000423585.1,GCA_000423585.1_contig01.region001,0
GCA_000429125.1,GCA_000429125.1_contig02.region001,0
GCA_000477035.2,GCA_000477035.2_contig1.region004,0
GCA_000688315.1,GCA_000688315.1_contig3.region001,0
GCA_000729985.1,GCA_000729985.1_contig2.region001,0
GCA_000732625.1,GCA_000732625.1_contig32.region002,0
GCA_000744105.1,GCA_000744105.1_contig1.region004,0
GCA_000744275.1,GCA_000744275.1_contig5.region004,0
GCA_000744555.1,GCA_000744555.1_contig2.region001,0
GCA_000745315.1,GCA_000745315.1_contig1.region002,0
GCA_000746845.1,GCA_000746845.1_contig01.region001,0
GCA_000755265.1,GCA_000755265.1_contig38.region001,0
GCA_000755285.1,GCA_000755285.1_contig22.region001,0
GCA_000769435.1,GCA_000769435.1_contig9.region001,0
GCA_000812875.1,GCA_000812875.1_contig03.region002,0
GCA_000831385.1,GCA_000831385.1_contig1.region003,0
GCA_000952855.1,GCA_000952855.1_contig06.region001,0
GCA_000981625.1,GCA_000981625.1_contig38.region001,0
GCA_001280865.1,GCA_001280865.1_contig1.region001,0
GCA_001306415.1,GCA_001306415.1_contig01.region002,0
GCA_001413925.1,GCA_001413925.1_contig1.region003,0
GCA_001413955.1,GCA_001413955.1_contig1.region001,0
GCA_001418015.1,GCA_001418015.1_contig26.region001,0
GCA_001430825.1,GCA_001430825.1_contig1.region002,0
GCA_001431365.1,GCA_001431365.1_contig37.region002,0
GCA_001439665.1,GCA_001439665.1_contig08.region001,0
GCA_001641085.1,GCA_001641085.1_contig01.region001,0
GCA_001653755.1,GCA_001653755.1_contig1.region004,0
GCA_001673755.1,GCA_001673755.1_contig12.region001,0
GCA_001683825.1,GCA_001683825.1_contig87.region001,0
GCA_001752425.1,GCA_001752425.1_contig50.region001,0
GCA_001873065.1,GCA_001873065.1_contig21.region001,0
GCA_001873105.1,GCA_001873105.1_contig55.region001,0
GCA_001889005.1,GCA_001889005.1_contig1.region003,0
GCA_001913155.1,GCA_001913155.1_contig1.region003,0
GCA_001932675.1,GCA_001932675.1_contig1.region001,0
GCA_001936575.1,GCA_001936575.1_contig019.region001,0
GCA_002291725.1,GCA_002291725.1_contig044.region001,0
GCA_002304765.1,GCA_002304765.1_contig028.region001,0
GCA_002308695.1,GCA_002308695.1_contig17.region001,0
GCA_002311535.1,GCA_002311535.1_contig27.region001,0
GCA_002320855.1,GCA_002320855.1_contig02.region001,0
GCA_002323475.1,GCA_002323475.1_contig23.region001,0
GCA_002337605.1,GCA_002337605.1_contig16.region001,0
GCA_002354475.1,GCA_002354475.1_contig06.region001,0
GCA_002363875.1,GCA_002363875.1_contig01.region001,0
GCA_002364535.1,GCA_002364535.1_contig62.region001,0
GCA_002376145.1,GCA_002376145.1_contig13.region001,0
GCA_002379965.1,GCA_002379965.1_contig040.region001,0
GCA_002384345.1,GCA_002384345.1_contig03.region001,0
GCA_002414635.1,GCA_002414635.1_contig07.region001,0
GCA_002415135.1,GCA_002415135.1_contig10.region003,0
GCA_002426065.1,GCA_002426065.1_contig43.region001,0
GCA_002452945.1,GCA_002452945.1_contig070.region001,0
GCA_002454815.1,GCA_002454815.1_contig15.region001,0
GCA_002477085.1,GCA_002477085.1_contig33.region001,0
GCA_002477665.1,GCA_002477665.1_contig03.region001,0
GCA_002631855.1,GCA_002631855.1_contig12.region001,0
GCA_002683495.1,GCA_002683495.1_contig147.region001,0
GCA_002692745.1,GCA_002692745.1_contig038.region001,0
GCA_002693005.1,GCA_002693005.1_contig36.region001,0
GCA_002693605.1,GCA_002693605.1_contig011.region001,0
GCA_002695265.1,GCA_002695265.1_contig010.region001,0
GCA_002696305.1,GCA_002696305.1_contig086.region001,0
GCA_002699265.1,GCA_002699265.1_contig8.region001,0
GCA_002707745.1,GCA_002707745.1_contig056.region001,0
GCA_002710605.1,GCA_002710605.1_contig012.region001,0
GCA_002715155.1,GCA_002715155.1_contig05.region001,0
GCA_002715605.1,GCA_002715605.1_contig10.region001,0
GCA_002716225.1,GCA_002716225.1_contig11.region001,0
GCA_002742265.1,GCA_002742265.1_contig181.region001,0
GCA_002742365.1,GCA_002742365.1_contig74.region001,0
GCA_002746415.1,GCA_002746415.1_contig05.region001,0
GCA_002770945.1,GCA_002770945.1_contig063.region001,0
GCA_002781025.1,GCA_002781025.1_contig073.region001,0
GCA_002782545.1,GCA_002782545.1_contig052.region001,0
GCA_002785385.1,GCA_002785385.1_contig167.region001,0
GCA_002789195.1,GCA_002789195.1_contig180.region001,0
GCA_002813125.1,GCA_002813125.1_contig1.region001,0
GCA_002813285.1,GCA_002813285.1_contig1.region006,0
GCA_002831645.1,GCA_002831645.1_contig1.region001,0
GCA_002831665.1,GCA_002831665.1_contig1.region002,0
GCA_002833365.1,GCA_002833365.1_contig47.region001,0
GCA_002833385.1,GCA_002833385.1_contig55.region001,0
GCA_002836085.1,GCA_002836085.1_contig12.region001,0
GCA_002846595.1,GCA_002846595.1_contig1.region002,0
GCA_002900095.1,GCA_002900095.1_contig2.region002,0
GCA_002900225.1,GCA_002900225.1_contig021.region001,0
GCA_002924285.1,GCA_002924285.1_contig066.region001,0
GCA_002943715.1,GCA_002943715.1_contig13.region002,0
GCA_002943755.1,GCA_002943755.1_contig1.region002,0
GCA_002954325.1,GCA_002954325.1_contig1.region001,0
GCA_002954645.1,GCA_002954645.1_contig1.region002,0
GCA_002954665.1,GCA_002954665.1_contig2.region001,0
GCA_002954765.1,GCA_002954765.1_contig1.region003,0
GCA_002966125.1,GCA_002966125.1_contig1.region003,0
GCA_002994045.1,GCA_002994045.1_contig4.region002,0
GCA_003001695.1,GCA_003001695.1_contig2.region002,0
GCA_003001855.1,GCA_003001855.1_contig03.region001,0
GCA_003024155.1,GCA_003024155.1_contig1.region002,0
GCA_003054225.1,GCA_003054225.1_contig2.region002,0
GCA_003075045.1,GCA_003075045.1_contig01.region001,0
GCA_003095375.1,GCA_003095375.1_contig03.region001,0
GCA_003095655.1,GCA_003095655.1_contig1.region003,0
GCA_003149745.1,GCA_003149745.1_contig2.region001,0
GCA_003232435.1,GCA_003232435.1_contig251.region001,0
GCA_003450155.1,GCA_003450155.1_contig148.region001,0
GCA_003484565.1,GCA_003484565.1_contig333.region001,0
GCA_003581615.1,GCA_003581615.1_contig55.region001,0
GCA_003626755.1,GCA_003626755.1_contig07.region002,0
GCA_003634585.1,GCA_003634585.1_contig02.region001,0
GCA_003687485.1,GCA_003687485.1_contig1.region003,0
GCA_003688405.1,GCA_003688405.1_contig02.region001,0
GCA_003688895.1,GCA_003688895.1_contig34.region001,0
GCA_003730065.1,GCA_003730065.1_contig1.region001,0
GCA_003860505.1,GCA_003860505.1_contig1.region001,0
GCA_003860585.1,GCA_003860585.1_contig1.region003,0
GCA_003966335.1,GCA_003966335.1_contig1.region002,0
GCA_003970695.1,GCA_003970695.1_contig1.region001,0
GCA_004010055.1,GCA_004010055.1_contig07.region001,0
GCA_004122145.1,GCA_004122145.1_contig59.region001,0
GCA_004139715.1,GCA_004139715.1_contig1.region004,0
GCA_004296335.1,GCA_004296335.1_contig1.region001,0
GCA_004332155.1,GCA_004332155.1_contig12.region001,0
GCA_004359195.1,GCA_004359195.1_contig1.region001,0
GCA_004362395.1,GCA_004362395.1_contig06.region001,0
GCA_004362865.1,GCA_004362865.1_contig02.region002,0
GCA_004364165.1,GCA_004364165.1_contig02.region001,0
GCA_004364175.1,GCA_004364175.1_contig03.region001,0
GCA_004804315.1,GCA_004804315.1_contig14.region001,0
GCA_005780245.1,GCA_005780245.1_contig30.region001,0
GCA_005937185.1,GCA_005937185.1_contig01.region001,0
GCA_006346335.1,GCA_006346335.1_contig002.region001,0
GCA_006443095.1,GCA_006443095.1_contig01.region001,0
GCA_007050985.1,GCA_007050985.1_contig01.region002,0
GCA_007109225.1,GCA_007109225.1_contig33.region001,0
GCA_007827235.1,GCA_007827235.1_contig1.region001,0
GCA_007827465.1,GCA_007827465.1_contig1.region001,0
GCA_007993795.1,GCA_007993795.1_contig1.region002,0
GCA_007997115.1,GCA_007997115.1_contig12.region001,0
GCA_007997135.1,GCA_007997135.1_contig02.region001,0
GCA_007997155.1,GCA_007997155.1_contig22.region001,0
GCA_008040165.1,GCA_008040165.1_contig2.region001,0
GCA_008124785.1,GCA_008124785.1_contig03.region001,0
GCA_009371985.2,GCA_009371985.2_contig16.region001,0
GCA_009901525.1,GCA_009901525.1_contig1.region008,0
GCA_009901585.1,GCA_009901585.1_contig15.region002,0
GCA_009995175.1,GCA_009995175.1_contig021.region001,0
GCA_010671595.1,GCA_010671595.1_contig20.region001,0
GCA_010820555.1,GCA_010820555.1_contig12.region002,0
GCA_010993815.1,GCA_010993815.1_contig2.region001,0
GCA_010993855.1,GCA_010993855.1_contig07.region001,0
GCA_011049845.1,GCA_011049845.1_contig103.region001,0
GCA_011050085.1,GCA_011050085.1_contig79.region001,0
GCA_011050675.1,GCA_011050675.1_contig23.region001,0
GCA_011065475.1,GCA_011065475.1_contig22.region001,0
GCA_011068285.1,GCA_011068285.1_contig1.region003,0
GCA_011378975.1,GCA_011378975.1_contig036.region001,0
GCA_012272815.1,GCA_012272815.1_contig2.region002,0
GCA_013002355.1,GCA_013002355.1_contig0303.region001,0
GCA_013003025.1,GCA_013003025.1_contig09.region001,0
GCA_013042245.1,GCA_013042245.1_contig023.region001,0
GCA_013042255.1,GCA_013042255.1_contig072.region001,0
GCA_013042345.1,GCA_013042345.1_contig103.region001,0
GCA_013042595.1,GCA_013042595.1_contig79.region001,0
GCA_013042925.1,GCA_013042925.1_contig430.region001,0
GCA_013043175.1,GCA_013043175.1_contig167.region001,0
GCA_013043525.1,GCA_013043525.1_contig289.region001,0
GCA_013214065.1,GCA_013214065.1_contig18.region001,0
GCA_013391805.1,GCA_013391805.1_contig1.region005,0
GCA_013402795.1,GCA_013402795.1_contig1.region004,0
GCA_013822155.1,GCA_013822155.1_contig055.region001,0
GCA_014212065.1,GCA_014212065.1_contig212.region001,0
GCA_014295415.1,GCA_014295415.1_contig1.region004,0
GCA_014451095.1,GCA_014451095.1_contig1.region001,0
GCA_900101765.1,GCA_900101765.1_contig1.region001,0
GCA_900101815.1,GCA_900101815.1_contig19.region001,0
GCA_900102165.1,GCA_900102165.1_contig35.region001,0
GCA_900102915.1,GCA_900102915.1_contig14.region001,0
GCA_900103215.1,GCA_900103215.1_contig36.region001,0
GCA_900104765.1,GCA_900104765.1_contig1.region003,0
GCA_900105035.1,GCA_900105035.1_contig1.region003,0
GCA_900105135.1,GCA_900105135.1_contig1.region002,0
GCA_900106075.1,GCA_900106075.1_contig1.region001,0
GCA_900106795.1,GCA_900106795.1_contig52.region001,0
GCA_900106865.1,GCA_900106865.1_contig4.region001,0
GCA_900107495.1,GCA_900107495.1_contig12.region001,0
GCA_900109345.1,GCA_900109345.1_contig17.region001,0
GCA_900109615.1,GCA_900109615.1_contig3.region001,0
GCA_900156725.1,GCA_900156725.1_contig24.region001,0
GCA_900167935.1,GCA_900167935.1_contig22.region001,0
GCA_900168045.1,GCA_900168045.1_contig05.region001,0
GCA_900168115.1,GCA_900168115.1_contig13.region001,0
GCA_900188275.1,GCA_900188275.1_contig11.region001,0
GCA_900188415.1,GCA_900188415.1_contig11.region001,0
GCA_900198195.1,GCA_900198195.1_contig1.region001,0
GCA_900299535.1,GCA_900299535.1_contig59.region001,0
GCA_900489465.1,GCA_900489465.1_contig03.region001,0
GCA_900489485.1,GCA_900489485.1_contig15.region001,0
GCA_900489835.1,GCA_900489835.1_contig20.region001,0
GCA_900637895.1,GCA_900637895.1_contig1.region002,0
GCA_003248465.1,GCA_003248465.1_contig0525.region001,0
GCA_003254015.1,GCA_003254015.1_contig10.region001,0
GCA_003254625.1,GCA_003254625.1_contig15.region001,0
GCA_002323495.1,GCA_002323495.1_contig18.region001,0
GCA_003507715.1,GCA_003507715.1_contig146.region001,0
GCA_900114005.1,GCA_900114005.1_contig22.region001,0
GCA_001678675.1,GCA_001678675.1_contig027.region001,0
GCA_003259265.1,GCA_003259265.1_contig05.region001,0
GCA_000744835.1,GCA_000744835.1_contig1.region004,0
GCA_002754315.1,GCA_002754315.1_contig1.region003,0
GCA_003314435.2,GCA_003314435.2_contig12.region001,0
GCA_003633605.1,GCA_003633605.1_contig1.region002,0
GCA_003634755.1,GCA_003634755.1_contig02.region001,0
GCA_004349135.1,GCA_004349135.1_contig20.region001,0
GCA_004349315.1,GCA_004349315.1_contig02.region001,0
GCA_011064265.1,GCA_011064265.1_contig1.region001,0
GCA_900110375.1,GCA_900110375.1_contig12.region001,0
GCA_003337305.1,GCA_003337305.1_contig02.region001,0
GCA_003352465.1,GCA_003352465.1_contig1.region006,0
GCA_000735535.1,GCA_000735535.1_contig102.region001,0
GCA_001761465.1,GCA_001761465.1_contig1.region003,0
GCA_002001005.1,GCA_002001005.1_contig098.region001,0
GCA_002797935.1,GCA_002797935.1_contig1.region002,0
GCA_002813295.1,GCA_002813295.1_contig1.region004,0
GCA_003096795.1,GCA_003096795.1_contig1.region003,0
GCA_003254745.1,GCA_003254745.1_contig57.region001,0
GCA_003385115.1,GCA_003385115.1_contig08.region001,0
GCA_003385115.1,GCA_003385115.1_contig16.region001,0
GCA_000427335.1,GCA_000427335.1_contig057.region001,0
GCA_003386275.1,GCA_003386275.1_contig02.region001,0
GCA_003387355.1,GCA_003387355.1_contig02.region001,0
GCA_013403915.1,GCA_013403915.1_contig94.region001,0
GCA_900105425.1,GCA_900105425.1_contig1.region002,0
GCA_003504555.1,GCA_003504555.1_contig183.region001,0
GCA_003443675.1,GCA_003443675.1_contig1.region005,0
GCA_003626865.1,GCA_003626865.1_contig089.region001,0
GCA_001632745.1,GCA_001632745.1_contig02.region001,0
GCA_003443715.1,GCA_003443715.1_contig1.region003,0
GCA_003626835.1,GCA_003626835.1_contig10.region001,0
GCA_000196315.1,GCA_000196315.1_contig1.region004,0
GCA_001447995.1,GCA_001447995.1_contig01.region001,0
GCA_001865655.1,GCA_001865655.1_contig1.region004,0
GCA_002295505.1,GCA_002295505.1_contig063.region001,0
GCA_002325035.1,GCA_002325035.1_contig07.region001,0
GCA_002362375.1,GCA_002362375.1_contig01.region001,0
GCA_002388445.1,GCA_002388445.1_contig23.region001,0
GCA_002435115.1,GCA_002435115.1_contig05.region001,0
GCA_002700155.1,GCA_002700155.1_contig4.region001,0
GCA_003269425.1,GCA_003269425.1_contig1.region005,0
GCA_003447055.1,GCA_003447055.1_contig456.region001,0
GCA_005771495.1,GCA_005771495.1_contig072.region002,0
GCA_009725985.1,GCA_009725985.1_contig015.region001,0
GCA_009725995.1,GCA_009725995.1_contig16.region001,0
GCA_009797025.1,GCA_009797025.1_contig1.region003,0
GCA_009797885.1,GCA_009797885.1_contig62.region001,0
GCA_009827225.1,GCA_009827225.1_contig80.region001,0
GCA_900105105.1,GCA_900105105.1_contig1.region001,0
GCA_900105545.1,GCA_900105545.1_contig2.region004,0
GCA_900115205.1,GCA_900115205.1_contig2.region001,0
GCA_900142175.1,GCA_900142175.1_contig04.region001,0
GCA_902506355.1,GCA_902506355.1_contig1.region004,0
GCA_003450275.1,GCA_003450275.1_contig1030.region001,0
GCA_003455775.1,GCA_003455775.1_contig142.region001,0
GCA_003455795.1,GCA_003455795.1_contig067.region001,0
GCA_003507755.1,GCA_003507755.1_contig498.region001,0
GCA_003514105.1,GCA_003514105.1_contig092.region001,0
GCA_001516145.1,GCA_001516145.1_contig78.region001,0
GCA_003516285.1,GCA_003516285.1_contig137.region001,0
GCA_003525065.1,GCA_003525065.1_contig039.region001,0
GCA_003564185.1,GCA_003564185.1_contig130.region001,0
GCA_003687485.1,GCA_003687485.1_contig1.region002,0
GCA_003709475.1,GCA_003709475.1_contig14.region006,0
GCA_003813905.1,GCA_003813905.1_contig049.region001,0
GCA_003852675.1,GCA_003852675.1_contig65.region001,0
GCA_003931895.1,GCA_003931895.1_contig092.region001,0
GCA_003957295.1,GCA_003957295.1_contig19.region001,0
GCA_000252125.2,GCA_000252125.2_contig31.region001,0
GCA_003968735.1,GCA_003968735.1_contig11.region001,0
GCA_003968755.1,GCA_003968755.1_contig11.region001,0
GCA_003968825.1,GCA_003968825.1_contig06.region001,0
GCA_003970305.1,GCA_003970305.1_contig18.region001,0
GCA_003970335.1,GCA_003970335.1_contig38.region001,0
GCA_003970375.1,GCA_003970375.1_contig06.region001,0
GCA_003970395.1,GCA_003970395.1_contig22.region001,0
GCA_003984825.1,GCA_003984825.1_contig09.region001,0
GCA_003984855.1,GCA_003984855.1_contig32.region001,0
GCA_007097265.1,GCA_007097265.1_contig26.region001,0
GCA_007097285.1,GCA_007097285.1_contig25.region001,0
GCA_007097295.1,GCA_007097295.1_contig25.region001,0
GCA_007097305.1,GCA_007097305.1_contig24.region001,0
GCA_007097345.1,GCA_007097345.1_contig25.region001,0
GCA_009707955.1,GCA_009707955.1_contig03.region001,0
GCA_004016525.1,GCA_004016525.1_contig07.region001,0
GCA_004014855.1,GCA_004014855.1_contig1.region002,0
GCA_004023655.1,GCA_004023655.1_contig01.region001,0
GCA_004104075.1,GCA_004104075.1_contig28.region001,0
GCA_004115975.1,GCA_004115975.1_contig40.region001,0
GCA_004119495.1,GCA_004119495.1_contig046.region001,0
GCA_004122165.1,GCA_004122165.1_contig34.region001,0
GCA_004216895.1,GCA_004216895.1_contig02.region002,0
GCA_004211145.1,GCA_004211145.1_contig35.region001,0
GCA_004295795.1,GCA_004295795.1_contig44.region001,0
GCA_012911565.1,GCA_012911565.1_contig107.region001,0
GCA_013366395.1,GCA_013366395.1_contig26.region001,0
GCA_000426145.1,GCA_000426145.1_contig06.region001,0
GCA_000708595.2,GCA_000708595.2_contig01.region001,0
GCA_000797445.1,GCA_000797445.1_contig28.region001,0
GCA_000832125.1,GCA_000832125.1_contig23.region001,0
GCA_002482945.1,GCA_002482945.1_contig08.region001,0
GCA_003350545.1,GCA_003350545.1_contig09.region001,0
GCA_003626865.1,GCA_003626865.1_contig123.region001,0
GCA_003633785.1,GCA_003633785.1_contig1.region005,0
GCA_003634615.1,GCA_003634615.1_contig1.region003,0
GCA_003688345.1,GCA_003688345.1_contig03.region001,0
GCA_003996965.1,GCA_003996965.1_contig111.region001,0
GCA_004016525.1,GCA_004016525.1_contig03.region001,0
GCA_004028155.1,GCA_004028155.1_contig26.region001,0
GCA_004296145.1,GCA_004296145.1_contig0349.region001,0
GCA_004362665.1,GCA_004362665.1_contig01.region002,0
GCA_004366435.1,GCA_004366435.1_contig05.region001,0
GCA_007097385.1,GCA_007097385.1_contig69.region001,0
GCA_010645065.1,GCA_010645065.1_contig030.region001,0
GCA_010645075.1,GCA_010645075.1_contig21.region001,0
GCA_011378915.1,GCA_011378915.1_contig078.region001,0
GCA_014204385.1,GCA_014204385.1_contig04.region001,0
GCA_014207905.1,GCA_014207905.1_contig04.region001,0
GCA_014486695.1,GCA_014486695.1_contig50.region001,0
GCA_900450525.1,GCA_900450525.1_contig2.region001,0
GCA_004328055.1,GCA_004328055.1_contig10.region001,0
GCA_001429765.1,GCA_001429765.1_contig12.region001,0
GCA_004339485.1,GCA_004339485.1_contig04.region002,0
GCA_000744835.1,GCA_000744835.1_contig1.region003,0
GCA_000812945.1,GCA_000812945.1_contig01.region001,0
GCA_002754315.1,GCA_002754315.1_contig1.region002,0
GCA_003633605.1,GCA_003633605.1_contig1.region003,0
GCA_004349085.1,GCA_004349085.1_contig24.region001,0
GCA_004349155.1,GCA_004349155.1_contig27.region001,0
GCA_004349315.1,GCA_004349315.1_contig18.region001,0
GCA_900108015.1,GCA_900108015.1_contig18.region002,0
GCA_900142885.1,GCA_900142885.1_contig17.region001,0
GCA_004349355.1,GCA_004349355.1_contig03.region001,0
GCA_004349355.1,GCA_004349355.1_contig24.region001,0
GCA_004349355.1,GCA_004349355.1_contig36.region001,0
GCA_004355225.1,GCA_004355225.1_contig1.region003,0
GCA_003634775.1,GCA_003634775.1_contig1.region002,0
GCA_003729955.1,GCA_003729955.1_contig2.region002,0
GCA_004365465.1,GCA_004365465.1_contig1.region003,0
GCA_004368785.1,GCA_004368785.1_contig03.region001,0
GCA_004345565.1,GCA_004345565.1_contig04.region001,0
GCA_004369705.1,GCA_004369705.1_contig0951.region001,0
GCA_004745595.1,GCA_004745595.1_contig07.region003,0
GCA_004745595.1,GCA_004745595.1_contig12.region001,0
GCA_004762155.1,GCA_004762155.1_contig42.region001,0
GCA_004959765.1,GCA_004959765.1_contig05.region001,0
GCA_004959765.1,GCA_004959765.1_contig19.region001,0
GCA_005792865.1,GCA_005792865.1_contig110.region001,0
GCA_005885635.1,GCA_005885635.1_contig12.region001,0
GCA_005943945.1,GCA_005943945.1_contig1.region001,0
GCA_003449015.1,GCA_003449015.1_contig22.region001,0
GCA_006065315.1,GCA_006065315.1_contig1.region002,0
GCA_006383075.2,GCA_006383075.2_contig03.region001,0
GCA_001857965.1,GCA_001857965.1_contig1.region002,0
GCA_006386525.1,GCA_006386525.1_contig12.region001,0
GCA_006438875.1,GCA_006438875.1_contig21.region001,0
GCA_006443095.1,GCA_006443095.1_contig01.region002,0
GCA_006443095.1,GCA_006443095.1_contig12.region003,0
GCA_000422685.1,GCA_000422685.1_contig01.region001,0
GCA_001422725.1,GCA_001422725.1_contig08.region001,0
GCA_001429295.1,GCA_001429295.1_contig08.region001,0
GCA_001507425.1,GCA_001507425.1_contig13.region001,0
GCA_001529295.1,GCA_001529295.1_contig31.region001,0
GCA_001602525.1,GCA_001602525.1_contig01.region003,0
GCA_002217275.1,GCA_002217275.1_contig28.region001,0
GCA_002217315.1,GCA_002217315.1_contig63.region001,0
GCA_002399805.1,GCA_002399805.1_contig053.region001,0
GCA_002754195.1,GCA_002754195.1_contig1.region003,0
GCA_002814075.1,GCA_002814075.1_contig1.region001,0
GCA_003254585.1,GCA_003254585.1_contig04.region001,0
