,orfs,pfam,ko,cog,cazymes,Orfs_anno_ko%,Orfs_anno_cog%,Orfs_anno_cazymes%
GCA_002457295.1,976,1734,456,693,23,46.72131147540984,71.00409836065575,2.3565573770491803
GCA_002388855.1,4129,5767,1488,2490,88,36.03778154516832,60.30515863405183,2.131266650520707
GCA_900168205.1,4458,6726,1502,2608,87,33.692238672050244,58.50157021085689,1.9515477792732168
GCA_003935845.1,3050,5018,1226,1952,52,40.19672131147541,64.0,1.7049180327868854
GCA_002023505.1,3633,5953,1390,2282,105,38.26039086154693,62.813102119460495,2.8901734104046244
GCA_013822155.1,3050,5030,1142,1850,76,37.44262295081967,60.65573770491803,2.4918032786885247
GCA_014220225.1,4380,6839,1548,2656,95,35.342465753424655,60.63926940639269,2.1689497716894977
GCA_014219205.1,3750,5949,1390,2284,107,37.06666666666666,60.906666666666666,2.8533333333333335
GCA_002217435.1,4824,7753,1701,2888,215,35.26119402985074,59.86733001658375,4.456882255389718
GCA_000422265.1,2661,4593,1106,1750,65,41.563322059376176,65.76475009394964,2.4426907177752724
GCA_005234115.1,4044,6501,1472,2514,107,36.39960435212661,62.166172106824924,2.645895153313551
GCA_002312885.1,2632,4232,971,1486,84,36.89209726443769,56.45896656534954,3.1914893617021276
GCA_001430825.1,3183,5457,1269,2109,70,39.86804901036758,66.25824693685203,2.1991831605403704
GCA_002392055.1,4351,6731,1526,2603,105,35.07239715008044,59.82532751091703,2.413238336014709
GCA_014207905.1,4724,7986,1784,2974,231,37.764606265876374,62.95512277730737,4.889923793395427
GCA_002477665.1,2336,4025,979,1562,29,41.909246575342465,66.86643835616438,1.2414383561643836
GCA_007997225.1,4249,6412,1468,2449,91,34.549305718992706,57.63709108025418,2.14168039538715
GCA_007827275.1,3889,6532,1486,2507,92,38.21033684751865,64.46387246078683,2.3656466958086915
GCA_002001005.1,3619,6427,1485,2390,195,41.03343465045592,66.04034263608732,5.388228792484111
GCA_002714575.1,3385,5436,1205,1970,68,35.59822747415066,58.19793205317577,2.0088626292466762
GCA_007997235.1,4260,6413,1466,2450,90,34.413145539906104,57.51173708920187,2.112676056338028
GCA_000831385.1,2677,4537,1090,1723,75,40.71722076951812,64.36309301456855,2.801643630930146
GCA_001670645.1,1932,3408,854,1299,34,44.20289855072464,67.2360248447205,1.7598343685300208
GCA_002313325.1,1005,1902,575,784,18,57.2139303482587,78.00995024875623,1.791044776119403
GCA_007097145.1,4181,6887,1535,2519,151,36.71370485529778,60.24874431954078,3.6115761779478595
GCA_003729955.1,3542,5896,1363,2221,107,38.48108413325805,62.7046866177301,3.020892151326934
GCA_007997085.1,3693,5826,1364,2241,85,36.93474140265367,60.68237205523964,2.301651773625778
GCA_001306415.1,3435,5696,1338,2178,84,38.95196506550218,63.4061135371179,2.445414847161572
GCA_002733585.1,3883,6428,1457,2427,169,37.52253412310069,62.50321916044296,4.352304918877157
GCA_000773465.1,4796,5868,1608,2662,112,33.527939949958295,55.5045871559633,2.335279399499583
GCA_004195315.1,2210,3784,989,1484,31,44.75113122171946,67.14932126696831,1.402714932126697
GCA_000955665.1,3893,6314,1419,2465,111,36.45003853069612,63.31877729257642,2.851271512972001
GCA_002684395.1,2222,3453,893,1405,36,40.189018901890186,63.231323132313236,1.6201620162016201
GCA_900108525.1,2605,4481,1120,1757,64,42.994241842610364,67.447216890595,2.4568138195777354
GCA_000355805.1,2983,5112,1221,1944,69,40.93194770365404,65.16929265839758,2.313107609788803
GCA_009796785.1,3537,6284,1452,2329,136,41.05173876166243,65.84676279332767,3.8450664404862875
GCA_014219335.1,3745,5945,1389,2282,107,37.089452603471294,60.93457943925233,2.857142857142857
GCA_004296335.1,3352,5741,1334,2179,87,39.79713603818616,65.00596658711217,2.5954653937947496
GCA_003243255.1,5777,7684,1696,2961,98,29.357798165137616,51.25497663146962,1.6963822052968667
GCA_002429185.1,3387,5495,1328,2137,173,39.20873929731326,63.09418364334219,5.107764983761441
GCA_900110335.1,4620,7834,1735,2937,254,37.55411255411256,63.57142857142857,5.497835497835498
GCA_004339525.1,5418,8865,1889,3288,229,34.86526393503138,60.68660022148394,4.226651901070506
GCA_900182675.1,4586,7621,1717,2863,226,37.44003488879197,62.429132141299604,4.9280418665503705
GCA_012974865.1,3334,5168,1167,1943,77,35.002999400119975,58.278344331133766,2.3095380923815236
GCA_003538685.1,3185,3782,974,1627,35,30.580847723704867,51.08320251177394,1.098901098901099
GCA_900156725.1,2765,4679,1114,1767,58,40.289330922242314,63.90596745027125,2.097649186256781
GCA_001543325.1,2639,4881,1204,1830,62,45.62334217506631,69.34444865479348,2.3493747631678668
GCA_007845585.1,2230,3659,968,1433,30,43.408071748878925,64.26008968609865,1.345291479820628
GCA_009827745.1,2014,3621,925,1369,32,45.92850049652433,67.974180734856,1.5888778550148956
GCA_000744275.1,3555,6079,1383,2340,93,38.90295358649789,65.82278481012658,2.6160337552742616
GCA_002308695.1,2781,4658,1128,1826,54,40.56094929881338,65.65983459187342,1.9417475728155338
GCA_004349085.1,3430,5627,1316,2118,84,38.36734693877551,61.74927113702624,2.4489795918367347
GCA_003725735.1,4655,8106,1744,2914,211,37.465091299677766,62.59935553168636,4.5327604726100965
GCA_014219575.1,3754,6060,1411,2340,109,37.58657432072456,62.33351092168353,2.9035695258391048
GCA_014201785.1,2948,4602,1068,1728,65,36.22795115332429,58.61601085481682,2.2048846675712346
GCA_900112105.1,3561,6386,1465,2396,208,41.140129177197416,67.2844706543106,5.841055883178883
GCA_001670735.1,2223,3499,873,1337,45,39.27125506072874,60.14394961763383,2.0242914979757085
GCA_000277665.1,2107,3827,900,1354,82,42.714760322733746,64.26198386331276,3.8917892738490742
GCA_001423985.1,3412,5791,1253,2069,65,36.723329425556855,60.63892145369285,1.9050410316529893
GCA_014219295.1,3876,5957,1391,2304,108,35.8875128998968,59.44272445820433,2.786377708978328
GCA_007827235.1,3708,6393,1494,2460,130,40.29126213592233,66.34304207119742,3.505933117583603
GCA_900299385.1,1387,2675,726,1081,30,52.34318673395818,77.9379956741168,2.1629416005767843
GCA_003144015.1,2916,5081,1168,1853,57,40.054869684499316,63.54595336076817,1.954732510288066
GCA_002696305.1,2178,3642,875,1382,29,40.17447199265381,63.45270890725436,1.3314967860422406
GCA_014219895.1,4345,6695,1526,2605,94,35.12082853855006,59.95397008055235,2.1634062140391253
GCA_003484565.1,1649,2457,657,1016,14,39.84232868405094,61.61309884778654,0.8489993935718617
GCA_002692745.1,3605,4419,1005,1676,45,27.877947295423024,46.49098474341193,1.248266296809986
GCA_014050215.1,3002,4736,1083,1781,33,36.075949367088604,59.32711525649567,1.0992671552298467
GCA_900089995.1,5428,8750,1814,3213,94,33.419307295504794,59.193072955047896,1.7317612380250553
GCA_002217315.1,4509,7716,1726,2883,204,38.27899756043468,63.93878908848969,4.524284763805722
GCA_001975985.1,4649,7774,1721,2900,202,37.01871370187137,62.379006237900626,4.345020434502043
GCA_014220755.1,4961,7214,1595,2769,92,32.15077605321508,55.815359806490626,1.8544648256399918
GCA_002022145.1,3621,5824,1368,2247,106,37.77961888980945,62.05468102734052,2.927368130350732
GCA_000422725.1,4056,6607,1480,2456,139,36.489151873767256,60.552268244575934,3.4270216962524658
GCA_002354835.1,2727,4713,1094,1774,43,40.11734506784011,65.05317198386506,1.5768243491015768
GCA_000173095.1,1748,3190,835,1259,37,47.76887871853547,72.02517162471396,2.116704805491991
GCA_002150785.1,3347,6024,1417,2275,85,42.33642067523155,67.97131759784882,2.5395876904690766
GCA_000331695.1,2007,3448,861,1309,37,42.89985052316891,65.22172396611859,1.8435475834578976
GCA_013002355.1,2628,3622,935,1542,59,35.57838660578387,58.675799086758,2.2450532724505328
GCA_002162765.1,2765,5015,1141,1810,53,41.265822784810126,65.46112115732369,1.9168173598553346
GCA_014220505.1,4347,6694,1526,2605,94,35.10466988727858,59.92638601334254,2.162410858063032
GCA_900142325.1,3360,5568,1259,2070,108,37.470238095238095,61.60714285714286,3.214285714285714
GCA_002422665.1,2284,3989,955,1475,58,41.81260945709282,64.57968476357267,2.539404553415061
GCA_010725055.1,4013,6925,1546,2610,121,38.52479441814104,65.03862447047098,3.015200598056317
GCA_002683555.1,3258,5332,1196,1906,60,36.70963781461019,58.50214855739717,1.841620626151013
GCA_003352465.1,4654,6926,1434,2410,87,30.812204555221317,51.78341211860765,1.869359690588741
GCA_900108115.1,3172,5103,1196,1987,62,37.704918032786885,62.64186633039092,1.9546027742749055
GCA_000941055.1,2859,5081,1213,1892,118,42.427422175585875,66.17698495977614,4.127317243791535
GCA_004916895.1,3414,5962,1328,2250,83,38.89865260691271,65.90509666080844,2.4311657879320445
GCA_002310535.1,3778,5967,1380,2328,107,36.52726310217046,61.619904711487564,2.832186341979883
GCA_005937185.1,4054,7081,1532,2590,118,37.78983719782931,63.887518500246664,2.9107054760730144
GCA_002697475.1,2157,3495,785,1291,54,36.39313861845155,59.8516458043579,2.5034770514603615
GCA_902729325.1,3542,5514,1252,2090,75,35.347261434217955,59.006211180124225,2.1174477696216827
GCA_002733665.1,2498,4398,1068,1649,35,42.75420336269015,66.01281024819856,1.4011208967173738
GCA_002973595.1,3451,6237,1395,2247,168,40.42306577803535,65.11156186612575,4.86815415821501
GCA_013001965.1,2463,4282,1035,1609,63,42.02192448233861,65.32683719041819,2.5578562728380025
GCA_009659645.1,2283,3578,897,1329,65,39.2904073587385,58.21287779237845,2.847130968024529
GCA_009362255.1,3018,5189,1238,1923,33,41.020543406229294,63.71769383697813,1.0934393638170974
GCA_004799385.1,3763,6085,1334,2196,69,35.45043847993622,58.35769332979006,1.8336433696518735
GCA_003233725.1,2390,4246,988,1563,34,41.33891213389121,65.39748953974896,1.4225941422594142
GCA_900176415.1,3160,5441,1292,2099,95,40.88607594936709,66.42405063291139,3.0063291139240507
GCA_003815675.1,4543,6927,1528,2652,84,33.63416244772177,58.37552278230245,1.848998459167951
GCA_009827795.1,1903,3549,908,1365,29,47.714135575407255,71.72884918549659,1.5239096163951655
GCA_009796825.1,3780,6632,1501,2406,168,39.70899470899471,63.650793650793645,4.444444444444445
GCA_000755325.1,3664,4809,1303,2086,66,35.56222707423581,56.932314410480345,1.8013100436681224
GCA_004328055.1,2944,5432,1247,1935,101,42.35733695652174,65.72690217391305,3.4307065217391304
GCA_900187255.1,2415,3922,928,1401,89,38.42650103519669,58.01242236024845,3.6853002070393375
GCA_009827855.1,1904,3551,908,1365,29,47.689075630252105,71.69117647058823,1.523109243697479
GCA_004088395.1,2184,3588,866,1293,64,39.65201465201465,59.2032967032967,2.93040293040293
GCA_008705155.1,3395,5341,1275,2092,51,37.55522827687776,61.620029455081,1.5022091310751104
GCA_900156985.1,3666,5894,1375,2293,112,37.50681942171304,62.54773595199127,3.055100927441353
GCA_013043685.1,2741,4836,1108,1775,73,40.42320321050711,64.75738781466617,2.663261583363736
GCA_014219165.1,3728,5883,1378,2268,107,36.96351931330472,60.836909871244636,2.8701716738197427
GCA_002954645.1,2550,4819,1157,1765,76,45.372549019607845,69.2156862745098,2.980392156862745
GCA_000799235.1,4444,6998,1565,2704,89,35.21602160216021,60.84608460846085,2.002700270027003
GCA_002362375.1,3960,6705,1541,2582,103,38.91414141414141,65.20202020202021,2.601010101010101
GCA_001404975.1,3105,5758,1352,2132,245,43.5426731078905,68.6634460547504,7.890499194847021
GCA_002380565.1,2556,3393,1015,1596,23,39.71048513302035,62.441314553990615,0.8998435054773083
GCA_009994925.1,2563,4422,1065,1654,76,41.55286773312524,64.53374951229029,2.96527506827936
GCA_002025185.1,2347,3615,872,1351,47,37.15381337878142,57.56284618662122,2.0025564550489987
GCA_000971605.2,2500,4366,1014,1610,56,40.56,64.4,2.2399999999999998
GCA_007279655.1,3695,6679,1505,2468,157,40.73071718538566,66.79296346414073,4.2489851150202975
GCA_002471425.1,1954,3514,789,1287,66,40.37871033776868,65.8648925281474,3.3776867963152504
GCA_002721255.1,2093,3033,823,1201,40,39.32154801720019,57.381748686096515,1.9111323459149547
GCA_000220625.1,2246,3856,861,1369,68,38.334817453250224,60.95280498664292,3.0276046304541406
GCA_902705415.1,3163,4806,1144,1791,40,36.16819475181789,56.623458741700915,1.2646221941195068
GCA_003410315.1,3110,5257,1220,1916,82,39.228295819935695,61.60771704180065,2.636655948553055
GCA_002414425.1,2995,5259,1182,1872,60,39.46577629382304,62.504173622704506,2.003338898163606
GCA_009649685.1,3786,6731,1546,2550,138,40.834653988378236,67.35340729001584,3.6450079239302693
GCA_013404025.1,3446,5829,1391,2155,93,40.36564132327336,62.536273940800925,2.698781195589089
GCA_900102165.1,4189,6787,1596,2623,143,38.09978515158749,62.61637622344235,3.413702554308904
GCA_004368785.1,4841,8278,1828,3065,260,37.760793224540386,63.31336500722992,5.3707911588514765
GCA_000733925.1,4686,8024,1775,3078,166,37.878787878787875,65.68501920614597,3.5424669227486127
GCA_000735695.2,2732,4352,1050,1681,48,38.433382137628115,61.53001464128843,1.7569546120058566
GCA_002209445.1,3105,4647,978,1555,93,31.4975845410628,50.0805152979066,2.995169082125604
GCA_001573155.1,2910,5185,1141,1851,57,39.20962199312715,63.60824742268041,1.958762886597938
GCA_900119145.1,3454,5767,1363,2171,99,39.46149392009264,62.85466126230458,2.8662420382165608
GCA_002707745.1,2495,4065,909,1481,42,36.432865731462925,59.35871743486973,1.6833667334669338
GCA_001871275.1,2174,4045,1001,1530,49,46.04415823367065,70.3771849126035,2.2539098436062557
GCA_004283005.1,2631,4551,1094,1733,61,41.58114785252756,65.86849106803496,2.3185100722158873
GCA_003513105.1,1979,3045,793,1211,23,40.070742799393635,61.192521475492676,1.1622031328954017
GCA_002353015.1,2992,4829,1212,1917,55,40.50802139037433,64.07085561497327,1.8382352941176472
GCA_001429295.1,4335,7570,1700,2827,224,39.21568627450981,65.21337946943483,5.16724336793541
GCA_000831185.1,2382,4207,1009,1569,55,42.35936188077246,65.8690176322418,2.3089840470193113
GCA_006438875.1,5513,8516,1841,3180,202,33.3937964810448,57.68184291674224,3.6640667513150733
GCA_900186435.1,2462,4217,1016,1585,56,41.26726238830219,64.37855402112103,2.274573517465475
GCA_001050935.1,3643,5941,1393,2311,108,38.23771616799341,63.4367279714521,2.964589623936316
GCA_014219625.1,3766,6058,1416,2346,111,37.59957514604355,62.294211364843335,2.947424322889007
GCA_002366675.1,2269,3617,906,1422,44,39.92948435434112,62.6707800793301,1.9391802556192155
GCA_002472945.1,3275,5391,1304,2052,72,39.81679389312977,62.65648854961832,2.198473282442748
GCA_004022485.1,3241,5399,1201,1963,56,37.05646405430423,60.56772601049059,1.7278617710583155
GCA_900610075.1,2490,4265,1016,1592,56,40.803212851405625,63.93574297188756,2.248995983935743
GCA_900460915.1,2536,3951,947,1460,87,37.3422712933754,57.57097791798107,3.4305993690851735
GCA_007097305.1,3470,5966,1388,2270,127,40.0,65.4178674351585,3.6599423631123917
GCA_002291725.1,3629,6354,1453,2411,126,40.03857812069441,66.43703499586663,3.4720308624965557
GCA_900101995.1,2103,3119,776,1197,33,36.89966714217784,56.918687589158345,1.5691868758915835
GCA_006491595.2,4220,6481,1431,2369,112,33.909952606635066,56.13744075829384,2.654028436018957
GCA_900105545.1,3947,6927,1557,2593,122,39.447681783633136,65.69546491005828,3.0909551558145427
GCA_003385855.1,3450,5924,1330,2216,92,38.550724637681164,64.23188405797102,2.666666666666667
GCA_004364975.1,3081,5647,1353,2131,111,43.9143135345667,69.1658552418046,3.6027263875365136
GCA_001315805.1,3050,5125,1225,1882,81,40.16393442622951,61.70491803278688,2.6557377049180326
GCA_002430025.1,4841,7107,1601,2745,82,33.071679405081596,56.70316050402809,1.6938649039454658
GCA_002484105.1,2506,4464,1112,1732,78,44.37350359138069,69.11412609736632,3.1125299281723864
GCA_009797885.1,4675,7486,1647,2853,118,35.22994652406417,61.026737967914436,2.524064171122995
GCA_001425355.1,4141,6366,1446,2489,109,34.91910166626418,60.106254527891814,2.632214440956291
GCA_014219805.1,3744,6054,1408,2332,109,37.60683760683761,62.28632478632478,2.911324786324786
GCA_000751595.1,2378,4156,1024,1575,44,43.06139613120269,66.23212783851976,1.8502943650126156
GCA_003973595.1,3416,4924,1197,2010,74,35.040983606557376,58.84074941451991,2.1662763466042154
GCA_000220585.2,3219,5702,1335,2147,134,41.47250698974837,66.6977322149736,4.162783473128301
GCA_900453725.1,3652,5743,1324,2222,33,36.25410733844468,60.8433734939759,0.9036144578313252
GCA_003937815.1,3091,5351,1236,1985,35,39.987059204141055,64.21869945001617,1.1323196376577158
GCA_007785775.2,3643,6259,1414,2354,99,38.814164150425476,64.61707384024156,2.71754048860829
GCA_001534645.1,2847,4709,1101,1748,66,38.6722866174921,61.39796276782579,2.3182297154899896
GCA_900610105.1,2423,4251,1015,1580,56,41.890218737102764,65.20841931489889,2.311184482047049
GCA_009827755.1,1996,3631,927,1372,32,46.44288577154308,68.7374749498998,1.6032064128256511
GCA_002797935.1,4394,7510,1603,2762,315,36.4815657715066,62.85844333181612,7.1688666363222575
GCA_002023105.1,3565,5853,1382,2274,104,38.76577840112202,63.78681626928471,2.917251051893408
GCA_000424985.1,3702,6518,1511,2451,103,40.81577525661804,66.20745542949756,2.782279848730416
GCA_014219695.1,3743,6054,1407,2333,109,37.590168314186485,62.32968207320331,2.9121025915041407
GCA_000812945.1,3377,6035,1433,2299,153,42.434113118152204,68.07817589576547,4.530648504589873
GCA_014305095.1,3104,5446,1344,2089,85,43.29896907216495,67.30025773195877,2.73840206185567
GCA_002440605.1,2595,4474,1059,1666,57,40.809248554913296,64.20038535645473,2.1965317919075145
GCA_001422725.1,4762,7806,1733,2950,194,36.392272154556906,61.94876102477951,4.073918521629567
GCA_002697365.1,1073,1882,523,772,22,48.74184529356943,71.94780987884435,2.050326188257223
GCA_003688895.1,3225,5393,1226,2029,81,38.01550387596899,62.91472868217054,2.511627906976744
GCA_003448295.1,974,1769,499,723,24,51.23203285420944,74.2299794661191,2.4640657084188913
GCA_004321735.1,1111,2058,573,821,23,51.57515751575158,73.8973897389739,2.07020702070207
GCA_005862425.1,4572,6976,1585,2731,94,34.667541557305334,59.733158355205596,2.0559930008748903
GCA_011365745.1,2966,5165,1252,1921,73,42.211732973701956,64.76736345246123,2.461227242076871
GCA_002210235.1,4772,8049,1785,3013,241,37.4056999161777,63.13914501257335,5.050293378038559
GCA_014219665.1,3805,5990,1410,2343,114,37.056504599211564,61.57687253613666,2.9960578186596583
GCA_900186385.1,2571,4263,1013,1588,54,39.40101127965772,61.765849863866194,2.100350058343057
GCA_004214195.1,552,1103,325,454,8,58.87681159420289,82.2463768115942,1.4492753623188406
GCA_008033395.2,3211,5816,1364,2184,121,42.478978511367174,68.0161943319838,3.768296480847088
GCA_002023775.1,4096,6447,1454,2494,109,35.498046875,60.888671875,2.6611328125
GCA_000183155.1,2008,3412,852,1300,38,42.430278884462155,64.7410358565737,1.8924302788844622
GCA_004804315.1,3878,6251,1343,2301,102,34.631253223310985,59.334708612686946,2.630221763795771
GCA_900609995.1,2414,4244,1011,1580,56,41.88069594034797,65.45153272576636,2.31980115990058
GCA_002291575.1,2901,5168,1240,1988,145,42.74388142019993,68.52809376077215,4.998276456394347
GCA_009921175.1,1449,2568,721,1067,33,49.75845410628019,73.63699102829537,2.2774327122153206
GCA_002345305.1,2783,4252,996,1658,42,35.788717211642116,59.57599712540424,1.5091627739849083
GCA_900110375.1,3087,5522,1335,2097,73,43.245869776482024,67.93002915451895,2.364755425979916
GCA_002413625.1,3373,5763,1326,2119,100,39.312184998517644,62.822413281944854,2.964719833975689
GCA_003626755.1,5130,8355,1841,3241,161,35.886939571150094,63.177387914230025,3.138401559454191
GCA_002426015.1,2922,5150,1182,1868,79,40.4517453798768,63.92881587953456,2.70362765229295
GCA_014219865.1,3743,6054,1409,2333,109,37.64360138925995,62.32968207320331,2.9121025915041407
GCA_900129605.1,4793,7751,1731,2934,191,36.11516795326518,61.214270811600244,3.984978093052368
GCA_002813425.1,3407,5878,1374,2165,108,40.32873495744057,63.54564132668037,3.1699442324625773
GCA_009901585.1,4237,7266,1541,2674,120,36.37007316497522,63.11069152702383,2.8321925890960586
GCA_002322895.1,2817,4782,1190,1865,54,42.24352147674831,66.20518281860134,1.9169329073482428
GCA_900078205.2,4867,7214,1592,2779,93,32.710088350113004,57.09882884733922,1.910828025477707
GCA_902506355.1,3749,6613,1522,2518,124,40.597492664710586,67.16457722059216,3.3075486796479066
GCA_003529845.1,1577,2220,654,984,28,41.471147748890296,62.39695624603678,1.7755231452124285
GCA_002916835.1,2751,4464,1067,1679,63,38.785896037804434,61.03235187204653,2.2900763358778624
GCA_014379405.1,3296,5698,1317,2099,240,39.957524271844655,63.68325242718447,7.281553398058252
GCA_003347605.1,4339,6975,1572,2682,98,36.22954597833602,61.811477298916806,2.258584927402627
GCA_002696105.1,2450,4126,1010,1609,36,41.224489795918366,65.6734693877551,1.4693877551020407
GCA_002440705.1,2641,4569,1073,1694,59,40.62854979174555,64.1423703142749,2.2340022718667174
GCA_000348685.1,2802,4968,1149,1824,53,41.00642398286938,65.0963597430407,1.8915060670949322
GCA_002359055.1,2123,3560,897,1355,31,42.25153085256712,63.82477626000942,1.460197833254828
GCA_000367325.1,3456,5747,1371,2218,103,39.67013888888889,64.17824074074075,2.980324074074074
GCA_009903685.1,3339,5523,1244,2128,66,37.25666367175801,63.731656184486376,1.9766397124887691
GCA_013333705.2,2004,3472,850,1260,67,42.41516966067864,62.874251497005986,3.343313373253493
GCA_002785385.1,2318,4034,969,1524,49,41.80327868852459,65.74633304572907,2.113891285591027
GCA_900312815.1,4237,7043,1538,2609,92,36.299268350247814,61.576587207930146,2.171347651640312
GCA_003148525.1,5025,8120,1784,3023,178,35.50248756218905,60.159203980099505,3.54228855721393
GCA_900167935.1,3720,6317,1449,2462,103,38.95161290322581,66.18279569892474,2.768817204301075
GCA_002457715.1,970,1826,512,728,22,52.78350515463918,75.05154639175258,2.268041237113402
GCA_003946915.1,4177,7252,1646,2710,198,39.40627244433804,64.8790998324156,4.740244194397893
GCA_003545615.1,2531,4135,1000,1637,93,39.51007506914263,64.67799288818648,3.6744369814302646
GCA_009711165.1,5128,8251,1826,3113,224,35.60842433697348,60.705928237129484,4.368174726989079
GCA_013294025.1,3247,5610,1375,2159,95,42.34678164459501,66.49214659685863,2.9257776408992915
GCA_000401415.1,3416,5650,1361,2196,96,39.841920374707264,64.28571428571429,2.810304449648712
GCA_002728075.1,1635,2558,733,1073,29,44.83180428134557,65.62691131498471,1.7737003058103975
GCA_003385495.1,4096,6460,1501,2482,109,36.6455078125,60.595703125,2.6611328125
GCA_003812865.1,4410,6864,1563,2679,94,35.4421768707483,60.74829931972789,2.131519274376417
GCA_900187965.1,5294,8543,1844,3202,240,34.8318851530034,60.48356630147337,4.5334340763128065
GCA_003788665.1,2509,4303,1014,1596,56,40.41450777202073,63.61100039856517,2.2319649262654444
GCA_000331815.1,3753,5910,1384,2311,108,36.87716493471889,61.57740474287237,2.877697841726619
GCA_014353055.1,2621,4275,981,1579,40,37.42846241892408,60.24418161007249,1.5261350629530714
GCA_000498495.1,3040,5138,1172,1857,55,38.55263157894736,61.08552631578947,1.8092105263157896
GCA_009730375.1,2349,3967,932,1403,73,39.676458067262665,59.72754363558961,3.1077054065559815
GCA_013214625.1,3608,5076,1200,1934,37,33.25942350332594,53.60310421286031,1.02549889135255
GCA_002710945.1,3696,6507,1477,2425,190,39.96212121212121,65.61147186147186,5.140692640692641
GCA_002426065.1,2884,4967,1144,1821,56,39.66712898751734,63.141470180305134,1.9417475728155338
GCA_006778265.1,2434,4193,1000,1571,57,41.084634346754314,64.54396055875102,2.3418241577649956
GCA_001418105.1,3705,6194,1444,2272,63,38.97435897435898,61.3225371120108,1.7004048582995952
GCA_000425425.1,3583,6190,1433,2274,244,39.9944180854033,63.466368964554846,6.809935807982138
GCA_009014635.1,3006,5080,1185,1883,48,39.421157684630735,62.64138389886893,1.5968063872255487
GCA_000799465.1,3423,5756,1299,2126,99,37.949167397020155,62.109260882267016,2.892199824715162
GCA_002728045.1,1310,2495,678,986,37,51.7557251908397,75.26717557251908,2.8244274809160306
GCA_902705365.1,3004,4677,1134,1759,41,37.74966711051931,58.55525965379494,1.3648468708388815
GCA_004296145.1,4245,6360,1447,2519,130,34.08716136631331,59.340400471142516,3.0624263839811543
GCA_001670855.1,1999,3434,861,1308,38,43.07153576788394,65.43271635817909,1.900950475237619
GCA_011784865.1,3461,6115,1387,2295,151,40.07512279687951,66.31031493787923,4.362900895694886
GCA_002702385.1,1138,2012,570,828,27,50.08787346221442,72.75922671353251,2.3725834797891037
GCA_001853485.1,4417,7196,1608,2680,112,36.40479963776318,60.67466606293864,2.535657686212361
GCA_000143785.1,5139,7771,1717,2998,114,33.41116948822728,58.338198093014206,2.2183304144775247
GCA_009360455.1,3822,6083,1397,2334,105,36.55154369440084,61.06750392464678,2.7472527472527473
GCA_900143185.1,4084,6186,1391,2380,83,34.05974534769833,58.27619980411362,2.03232125367287
GCA_013043105.1,2532,4495,1060,1686,57,41.864139020537124,66.58767772511848,2.251184834123223
GCA_003096795.1,3644,6417,1485,2433,163,40.75192096597146,66.76728869374314,4.473106476399561
GCA_900610165.1,2485,4274,1017,1588,56,40.925553319919516,63.903420523138834,2.2535211267605635
GCA_900610065.1,2409,4225,1015,1576,56,42.13366542133665,65.42133665421336,2.3246160232461603
GCA_001678685.1,3303,5385,1256,1999,60,38.02603693611868,60.5207387223736,1.8165304268846505
GCA_000498535.1,3110,5205,1183,1883,51,38.038585209003216,60.546623794212216,1.639871382636656
GCA_002713705.1,2350,3794,967,1495,46,41.14893617021277,63.61702127659574,1.9574468085106382
GCA_003581615.1,3387,5791,1356,2258,80,40.035429583702395,66.66666666666666,2.3619722468260997
GCA_003386165.1,3679,6310,1470,2329,111,39.95650992117423,63.305245990758365,3.017124218537646
GCA_012964435.1,2751,5033,1172,1860,98,42.602689930934204,67.61177753544165,3.5623409669211195
GCA_002150145.1,2452,4279,1011,1595,55,41.231647634584014,65.0489396411093,2.2430668841761827
GCA_003667275.1,3051,5173,1143,1884,37,37.46312684365782,61.750245821042284,1.2127171419206817
GCA_900186605.1,2217,4061,974,1517,57,43.93324312133514,68.425800631484,2.571041948579161
GCA_009674825.1,3940,6885,1590,2579,210,40.35532994923858,65.45685279187818,5.32994923857868
GCA_004119505.1,4101,7061,1650,2707,183,40.23408924652524,66.00829066081444,4.462326261887344
GCA_004293805.1,2456,3824,1007,1599,64,41.001628664495115,65.10586319218241,2.6058631921824107
GCA_000260115.1,3931,6687,1477,2522,122,37.57313660646146,64.15670312897481,3.103535995929789
GCA_004366435.1,4197,7347,1659,2745,222,39.52823445318084,65.40385989992852,5.2894924946390285
GCA_007559325.1,3576,6467,1466,2319,201,40.99552572706935,64.8489932885906,5.620805369127517
GCA_002334975.1,1439,2537,683,1035,23,47.46351633078527,71.92494788047254,1.5983321751216122
GCA_001686935.1,3232,6049,1421,2195,262,43.96658415841584,67.91460396039604,8.106435643564357
GCA_000789235.1,3432,5973,1369,2211,135,39.88927738927739,64.42307692307693,3.9335664335664338
GCA_003852705.1,2317,4009,953,1490,43,41.13077255071213,64.30729391454467,1.855848079413034
GCA_012910715.1,4206,7272,1567,2589,194,37.25630052306229,61.5549215406562,4.61245839277223
GCA_002234495.1,4984,8385,1841,3215,168,36.93820224719101,64.5064205457464,3.3707865168539324
GCA_002862645.1,1289,2477,690,976,33,53.52986811481769,75.71761055081458,2.560124127230411
GCA_000739395.1,2536,4440,1015,1631,56,40.02365930599369,64.31388012618297,2.2082018927444795
GCA_004211145.1,3524,5846,1296,2125,110,36.776390465380246,60.30079455164585,3.1214528944381383
GCA_008017835.1,2427,4220,1013,1576,34,41.73877214668315,64.93613514627111,1.4009064688916357
