ACCESION,HISTORY,MEROPS ID,NAME,Related EC entry
,,S10.A45,At3g10410 (Arabidopsis thaliana),
,,S10.A46,At3g45010 (Arabidopsis thaliana),
,,S10.A47,At2g22960 (Arabidopsis thaliana),
,,S10.A48,At3g56540 (Arabidopsis thaliana),
,,S10.A49,putative serine carboxypeptidase (Saccharomyces cerevisiae),
,,S10.A50,CG31821 (Drosophila melanogaster),
,,S10.A51,CG31823 protein (Drosophila melanogaster),
,,S10.A52,CG32483 protein (Drosophila melanogaster),
,,S10.A53,CG3344 protein (Drosophila melanogaster),
,,S10.A54,Y40D12A.2 g.p. (Caenorhabditis elegans),
,,S10.A55,F13D12.6 g.p. (Caenorhabditis elegans),
,,S10.A56,C08H9.1 g.p. (Caenorhabditis elegans),
,,S10.A57,Y16B4A.2 g.p. unit 3 (Caenorhabditis elegans),
,,S10.A58,K10B2.2 g.p. (Caenorhabditis elegans),
,,S10.A59,F41C3.5 g.p. (Caenorhabditis elegans),
,,S10.A60,K10C2.1 g.p. (Caenorhabditis elegans),
,,S10.A61,Y32F6A.5 g.p. (Caenorhabditis elegans),
,,S10.A62,Y16B4A.2 g.p. (Caenorhabditis elegans),
,,S10.A63,F22E12.1 g.p. (Caenorhabditis elegans),
,,S10.A64,K10C2.1 g.p. (Caenorhabditis elegans),
,,S10.A65,F32A5.3 (Caenorhabditis elegans),
,,S10.A66,cpy1 g.p. (Schizosaccharomyces pombe),
,,S10.A67,kex1 g.p. (Schizosaccharomyces pombe),
,,S10.A68,DDB_G0280105 g.p. (Dictyostelium discoideum),
,,S10.A69,SCPL54 g.p. (Arabidopsis thaliana),
,,S10.UNW,family S10 non-peptidase homologues,
,,S10.UPW,family S10 unassigned peptidases,
,,S11.002,murein-DD-endopeptidase,
,,S11.003,penicillin-binding protein 6,
,,S11.005,D-Ala-D-Ala carboxypeptidase DacF,
,,S11.006,"D,D-carboxypeptidase PBP3 (Streptococcus-type)",
,,S11.007,penicillin-binding protein 4 (Neisseria-type) peptidase,
,,S11.008,penicillin-binding protein 5-type peptidase,
,,S11.009,penicillin-binding protein 6b-type peptidase,
,,S11.010,penicillin-binding protein 4 (Staphylococcus-type) peptidase,
,,S11.011,D-alanyl-D-alanine carboxypeptidase (Mycobacterium smegmatis),
,,S11.A01,penP g.p. (Bacillus subtilis),
,,S11.UNW,family S11 non-peptidase homologues,
,,S11.UPW,family S11 unassigned peptidases,
,,S12.003,alkaline D-peptidase,
,,S12.004,LACT-1 peptidase,
,,S12.006,class C beta-lactamase,
,,S12.008,Pab87 peptidase,
,,S12.009,microcystinase MlrB,
,,S12.010,colibactin peptidase (Escherichia-type),
,,S12.011,XcnG peptidase (Xenorhabdus nematophila),
,,S12.012,AmpH protein (Escherichia-type),
,,S12.013,paenidase,
,,S12.950,esterase EstB,
,,S12.951,D-amino acid amidase (Ochrobactrum anthropi-type),
,,S12.952,ybbE (Bacillus subtilis),
,,S12.A01,At5g24810 (Arabidopsis thaliana),
,,S12.A03,EcHS_A2566 protein (Escherichia coli),
,,S12.A09,lact-6 g.p. (Caenorhabditis elegans),
,,S12.A10,lact-5 g.p. (Caenorhabditis elegans),
,,S12.A11,lact-2 g.p. (Caenorhabditis elegans),
,,S12.A12,lact-8 g.p. (Caenorhabditis elegans),
,,S12.A13,lact-7 g.p. (Caenorhabditis elegans),
,,S12.A14,lact-3 g.p. (Caenorhabditis elegans),
,,S12.A15,lact-1 g.p. (Caenorhabditis elegans),
,,S12.A16,lact-9 g.p. (Caenorhabditis elegans),
,,S12.A17,lact-4 g.p. (Caenorhabditis elegans),
,,S12.A21,pbpX g.p. (Bacillus subtilis),
,,S12.A22,BSU6633_13517 g.p. (Bacillus subtilis),
,,S12.A23,GYO_0385 g.p. (Bacillus subtilis),
,,S12.A24,DDB_G0282557 g.p. (Dictyostelium discoideum),
,,S12.A25,DDB_G0282555 g.p. (Dictyostelium discoideum),
,,S12.A26,DDB_G0275107 g.p. (Dictyostelium discoideum),
,,S12.A27,DDB_G0294597 g.p. (Dictyostelium discoideum),
,,S12.A28,pksF (Bacillus subtilis),
,,S12.UNW,family S12 non-peptidase homologues,
,,S12.UPW,family S12 unassigned peptidases,
,,S13.002,D-Ala-D-Ala carboxypeptidase (Actinomadura-type),
,,S13.003,D-Ala-D-Ala carboxypeptidase PBP3,
,,S13.004,penillin-binding protein 4,
,,S13.005,Bd3459 D-alanyl-D-alanine carboxypeptidase (Bdellovibrio bacteriovorus),
,,S13.A01,pscA g.p. (Dictyostelium discoideum),
,,S13.UNW,family S13 non-peptidase homologues,
,,S13.UPW,family S13 unassigned peptidases,
,,S14.002,peptidase Clp (type 2),
,,S14.003,peptidase Clp (type 3),
,,S14.005,peptidase Clp (type 5),
,,S14.006,peptidase Clp (type 6),
,,S14.007,peptidase Clp (type 7),
,,S14.008,ClpP1 peptidase (Streptomyces-type),
,,S14.009,ClpP2 peptidase (Streptomyces-type),
,,S14.010,ClpP4 peptidase (plant),
,,S14.011,PFC0310c peptidase,
,,S14.012,YmfB g.p. (Bacillus subtilis),
,,S14.A01,At1g02560 (Arabidopsis thaliana)-type peptidase,
,,S14.A02,At5g23140 (Arabidopsis thaliana)-type peptidase,
,,S14.A03,At1g66670 (Arabidopsis thaliana)-type peptidase,
,,S14.A04,clpp-1 g.p. (Caenorhabditis elegans),
,,S14.UNW,family S14 non-peptidase homologues,
,,S14.UPW,family S14 unassigned peptidases,
,,S15.UNW,family S15 non-peptidase homologues,
,,S15.UPW,family S15 unassigned peptidases,
,,S16.003,Lon peptidase homologue (type 3),
,,S16.004,Lon peptidase (type 4),
,,S16.005,Lon-B peptidase,
,,S16.006,psLon peptidase,
,,S16.007,LonC peptidase,
,,S16.008,protease La (Methanocaldococcus-type),
,,S16.009,Lon-2 peptidase (bacteria),
,,S16.010,PIM1 peptidase (Saccharomyces-type),
,,S16.011,At5g26860 (Arabidopsis thaliana),
,,S16.012,SepM peptidase (Streptococcus mutans),
,,S16.A02,At3g05790 (Arabidopsis thaliana),
,,S16.A03,At3g05780 (Arabidopsis thaliana),
,,S16.A04,DNA repair protein RadA (Escherichia coli),
,,S16.A05,rpb-4 g.p. (Caenorhabditis elegans),
,,S16.A06,Y75B8A.4 g.p. (Caenorhabditis elegans),
,,S16.A07,F46F5.5 g.p. (Caenorhabditis elegans),
,,S16.A08,R13H4.6 g.p. (Caenorhabditis elegans),
,,S16.A09,C06C3.8 g.p. (Caenorhabditis elegans),
,,S16.A10,ycbZ (Escherichia coli),
,,S16.A11,PF0467 (Pyrococcus furiosus),
,,S16.A12,PF1438 (Pyrococcus furiosus),
,,S16.A13,DDB_G0277307 (Dictyostelium discoideum),
,,S16.A14,PF14_0147 g.p. (Plasmodium falciparum),
,,S16.UNW,family S16 non-peptidase homologues,
,,S16.UPW,family S16 unassigned peptidases,
,,S21.003,Epstein-Barr virus-type assemblin,
,,S21.004,herpesvirus 6-type assemblin,
,,S21.005,Varicella zoster assemblin,
,,S21.A01,protease/assembly protein gene U53,
,,S21.UNW,family S21 non-peptidase homologues,
,,S21.UPW,family S21 unassigned peptidases,
,,S24.002,phage lambda repressor protein,
,,S24.004,RvuZ homologue protein (Rattus),
,,S24.005,irvR self-cleaving protein,
,,S24.A20,repressor protein phage e14 (Escherichia coli),
,,S24.UNW,family S24 non-peptidase homologues,
,,S24.UPW,family S24 unassigned peptidases,
,,S26.004,signal peptidase SipT,EC 3.4.21.89
,,S26.005,signal peptidase SipU,EC 3.4.21.89
,,S26.006,signal peptidase SipV,EC 3.4.21.89
,,S26.007,signal peptidase SipP,EC 3.4.21.89
,,S26.008,thylakoidal processing peptidase,EC 3.4.21.89
,,S26.009,signalase (animal) 18 kDa component,EC 3.4.21.89
,,S26.011,signal peptidase SipW (Bacillus-type),EC 3.4.21.89
,,S26.012,mitochondrial inner membrane peptidase 2,EC 3.4.21.89
,,S26.014,TraF peptidase,
,,S26.015,Streptococcus-type signal peptidase,
,,S26.016,SpsB signal peptidase,
,,S26.017,archaean signal peptidase (Euryarchaeota),
,,S26.018,SipM signal peptidase,
,,S26.019,similar to type-I signal peptidase,
,,S26.020,similar to type-I signal peptidase,
,,S26.021,similar to type-I signal peptidase,
,,S26.022,Mername-AA228 putative signal peptidase,
,,S26.023,signal peptidase (invertebrate),
,,S26.024,signal peptidase (Mycobacterium tuberculosis-type),
,,S26.025,signal peptidase sipX,
,,S26.026,PA1303 peptidase (Pseudomonas sp.),
,,S26.A01,At1g06870 (Arabidopsis thaliana),
,,S26.A02,Plsp1 peptidase (Arabidopsis thaliana),
,,S26.A03,At3g15710 (Arabidopsis thaliana),
,,S26.A04,At1g52600 (Arabidopsis thaliana)-type peptidase,
,,S26.A05,At1g29960 (Arabidopsis thaliana),
,,S26.A06,At1g23470 (Arabidopsis thaliana),
,,S26.A08,T3F20.15 protein (Arabidopsis thaliana),
,,S26.A09,CG11110 protein (Drosophila melanogaster),
,,S26.A11,PF0326 g.p. (Pyrococcus furiosus),
,,S26.UNA,subfamily S26A non-peptidase homologues,
,,S26.UNB,subfamily S26B non-peptidase homologues,
,,S26.UNC,subfamily S26C non-peptidase homologues,
,,S26.UNW,family S26 non-peptidase homologues,
,,S26.UPA,subfamily S26A unassigned peptidases,
,,S26.UPB,subfamily S26B unassigned peptidases,
,,S26.UPC,subfamily S26C unassigned peptidases,
,,S26.UPW,family S26 unassigned peptidases,
,,S28.003,thymus-specific serine peptidase,
,,S28.004,acid prolyl endopeptidase (Aspergillus sp.),
,,S28.005,PRO1 g.p. (Plasmodiophora brassicae),
,,S28.A01,At2g24280 (Arabidopsis thaliana),
,,S28.A02,AT5g65760 (Arabidopsis thaliana),
,,S28.A03,At5g22860 (Arabidopsis thaliana),
,,S28.A04,At4g36190 (Arabidopsis thaliana),
,,S28.A05,At2g18080 (Arabidopsis thaliana),
,,S28.A06,IP20428 protein (Drosophila melanogaster),
,,S28.A07,CG3734 protein (Drosophila melanogaster),
,,S28.A08,CG3739 protein (Drosophila melanogaster),
,,S28.A09,CG18493 protein (Drosophila melanogaster),
,,S28.A10,CG9953 protein (Drosophila melanogaster),
,,S28.A11,K12H4.7 g.p. (Caenorhabditis elegans),
,,S28.A12,F19C7.4 g.p. (Caenorhabditis elegans),
,,S28.A13,C26B9.5 g.p. (Caenorhabditis elegans),
,,S28.A14,F56F10.1 g.p. (Caenorhabditis elegans),
,,S28.A15,pcp-2 g.p. (Caenorhabditis elegans),
,,S28.A16,pcp-4 g.p. (Caenorhabditis elegans),
,,S28.A17,pcp-1 g.p. (Caenorhabditis elegans),
,,S28.A18,F19C7.2 g.p. (Caenorhabditis elegans),
,,S28.A19,C46C2.4 g.p. (Caenorhabditis elegans),
,,S28.A20,pcp-3 g.p. (Caenorhabditis elegans),
,,S28.A21,pcp-5 g.p. (Caenorhabditis elegans),
,,S28.A22,DDB_G0278299 g.p. (Dictyostelium discoideum),
,,S28.A23,DDB_G0292476 g.p. (Dictyostelium discoideum),
,,S28.A24,DDB_G0290139 g.p. (Dictyostelium discoideum),
,,S28.A25,DDB_G0290409 g.p. (Dictyostelium discoideum),
,,S28.A26,At4g36195 g.p. (Arabidopsis thaliana),
,,S28.UNW,family S28 non-peptidase homologues,
,,S28.UPW,family S28 unassigned peptidases,
,,S29.002,hepatitis G virus NS3 peptidase,
,,S29.UNW,family S29 non-peptidase homologues,
,,S29.UPW,family S29 unassigned peptidases,
,,S30.002,clover yellow vein potyvirus-type P1 peptidase,
,,S30.UNW,family S30 non-peptidase homologues,
,,S30.UPW,family S30 unassigned peptidases,
,,S31.UPW,family S31 unassigned peptidases,
,,S32.002,porcine reproductive and respiratory syndrome virus nsp4 peptidase,
,,S32.UNW,family S32 non-peptidase homologues,
,,S32.UPW,family S32 unassigned peptidases,
,,S33.002,tripeptidyl-peptidase A,
,,S33.003,leucine aminopeptidase pepL (Lactobacillus delbrueckii),
,,S33.004,prolyl dipeptidase (Lactobacillus-type),
,,S33.005,tricorn interacting factor F1,
,,S33.006,tripeptidyl-peptidase B,
,,S33.007,tripeptidyl-peptidase C,
,,S33.008,prolyl aminopeptidase 2,
,,S33.009,Mername-AA086 putative peptidase,
,,S33.010,SCO7095-type peptidase,
,,S33.011,epoxide hydrolase-like putative peptidase,
,,S33.012,Loc328574-like protein,
,,S33.013,abhydrolase domain-containing protein 4,
,,S33.016,"2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate hydrolase (Burkholderia-type)",EC 3.7.1.8
,,S33.017,PLN02872 protein (Homo sapiens-type),
,,S33.018,LIPF protein (Homo sapiens),
,,S33.019,COG0429 protein (Homo sapiens),
,,S33.020,LIPJ protein (Homo sapiens),
,,S33.021,iminopeptidase I (Lactobacillus delbrueckii) and similar,
,,S33.022,Lpx1 peptidase (Saccharomyces cerevisiae),
,,S33.023,Hip1 peptidase (Mycobacterium tuberculosis),
,,S33.971,epoxide hydrolase,EC 3.3.2.9
,,S33.972,mesoderm specific transcript protein,
,,S33.973,cytosolic epoxide hydrolase,EC 3.3.2.10
,,S33.974,similar to hypothetical protein FLJ22408,
,,S33.975,1-acylglycerol-3-phosphate O-acyltransferase ABHD5,
,,S33.976,Williams-Beuren syndrome critical region protein 21 epoxide hydrolase,
,,S33.977,epoxide hydrolase,EC 3.1.1.23
,,S33.978,hypothetical protein flj22408 (epoxide hydrolase),
,,S33.979,monoglyceride lipase,EC 3.1.1.23
,,S33.980,monoglyceride lipase,
,,S33.981,hypothetical protein,
,,S33.982,valacyclovir hydrolase,
,,S33.983,Ccg1-interacting factor b,
,,S33.984,protein phosphatase methylesterase 1,
,,S33.986,NDRG4 protein,
,,S33.987,NDRG3 protein,
,,S33.988,Mername-AA229 peptidase homologue,
,,S33.989,protein NDRG2-type non-peptidase homologue,
,,S33.990,haloalkane dehalogenase,
,,S33.991,CPO-A2 (Streptomyces aureofaciens)-type chloroperoxidase,
,,S33.992,chloroperoxidase 1 (Streptomyces lividans-type),
,,S33.993,YJU3 (Saccharomyces cerevisiae),EC 3.1.1.23
,,S33.994,BioH protein (Escherichi coli),EC 3.1.1.85
,,S33.995,MhpC protein (Escherichi coli),EC 3.7.1.14
,,S33.996,YfbB protein (Escherichi coli),EC 4.2.99.20
,,S33.997,monoacylglycerol lipase ABHD6,
,,S33.A01,At4g36530 (Arabidopsis thaliana),
,,S33.A02,At5g38520 (Arabidopsis thaliana),
,,S33.A03,At5g19850 (Arabidopsis thaliana)-type peptidase,
,,S33.A04,At4g33180/At4g33190 (Arabidopsis thaliana),
,,S33.A05,At5g16120 (Arabidopsis thaliana),
,,S33.A06,At2g39410 (Arabidopsis thaliana),
,,S33.A07,At2g39400 (Arabidopsis thaliana),
,,S33.A08,At1g11090 (Arabidopsis thaliana),
,,S33.A09,At4g36610 (Arabidopsis thaliana),
,,S33.A10,At1g17430 (Arabidopsis thaliana),
,,S33.A11,At5g11650 (Arabidopsis thaliana),
,,S33.A12,At1g73480 (Arabidopsis thaliana),
,,S33.A13,At2g47630 (Arabidopsis thaliana),
,,S33.A14,At5g21950 (Arabidopsis thaliana),
,,S33.A15,At2g18360 (Arabidopsis thaliana),
,,S33.A16,At5g39220 (Arabidopsis thaliana),
,,S33.A17,At1g18360 (Arabidopsis thaliana),
,,S33.A18,At3g03990 (Arabidopsis thaliana)-type peptidase,
,,S33.A19,At1g78210 (Arabidopsis thaliana),
,,S33.A20,At2g39420 (Arabidopsis thaliana),
,,S33.A21,At4g10030 (Arabidopsis thaliana),
,,S33.A22,At1g74280 (Arabidopsis thaliana),
,,S33.A23,At3g52570 (Arabidopsis thaliana),
,,S33.A24,At5g19290 (Arabidopsis thaliana),
,,S33.A25,At5g14980 (Arabidopsis thaliana),
,,S33.A26,At4g24150 (Arabidopsis thaliana),
,,S33.A27,At1g64670 (Arabidopsis thaliana),
,,S33.A28,At5g41900 (Arabidopsis thaliana),
,,S33.A29,At4g37470 (Arabidopsis thaliana)-type peptidase,
,,S33.A30,At3g09690 (Arabidopsis thaliana),
,,S33.A31,At3g55180 (Arabidopsis thaliana),
,,S33.A32,At5g02970 (Arabidopsis thaliana),
,,S33.A33,At5g09430 (Arabidopsis thaliana),
,,S33.A34,At5g13800 (Arabidopsis thaliana),
,,S33.A35,At1g72620 (Arabidopsis thaliana),
,,S33.A36,At1g68900 (Arabidopsis thaliana),
,,S33.A37,At1g52760 (Arabidopsis thaliana)-type peptidase,
,,S33.A38,At4g10050 (Arabidopsis thaliana),
,,S33.A39,At1g77420 (Arabidopsis thaliana),
,,S33.A41,homoserine acetyltransferase (Saccharomyces cerevisiae),EC 2.3.1.13
,,S33.A42,hypothetical protein ECM18 (Saccharomyces cerevisiae),
,,S33.A43,chromosome XII reading frame ORF ylr099c (Saccharomyces cerevisiae),
,,S33.A46,YheT protein (Escherichia coli),
,,S33.A54,YnbC protein (Escherichia coli),
,,S33.A56,Abhd2a protein,
,,S33.A57,PLN02872 protein (Mus musculus),
,,S33.A58,lipase M,
,,S33.A59,LOC628236 protein (Mus musculus),
,,S33.A60,LOC638393 protein (Mus musculus),
,,S33.A61,At2g15230 protein (Arabidopsis thaliana),
,,S33.A62,At1g73920 protein (Arabidopsis thaliana),
,,S33.A63,putative acetone-cyanohydrin lyase (Arabidopsis thaliana),
,,S33.A64,PLN02872 (Arabidopsis thaliana),
,,S33.A65,At1g15070 protein (Arabidopsis thaliana),
,,S33.A66,At5g53050 or MhpC protein (Arabidopsis thaliana),
,,S33.A67,T5L19.30 protein (Arabidopsis thaliana),
,,S33.A68,At1g18460 protein (Arabidopsis thaliana),
,,S33.A69,MES14 protein (Arabidopsis thaliana),
,,S33.A70,MES7 protein (Arabidopsis thaliana),
,,S33.A71,putative epoxide hydrolase (Arabidopsis thaliana),
,,S33.A72,At3g03230 protein (Arabidopsis thaliana),
,,S33.A73,AT5G17780 protein (Arabidopsis thaliana),
,,S33.A74,AT3G03240 protein (Arabidopsis thaliana),
,,S33.A75,F16a14.4 protein (Arabidopsis thaliana),
,,S33.A76,AT5G17720 protein (Arabidopsis thaliana),
,,S33.A77,F24B22.200 protein (Arabidopsis thaliana),
,,S33.A78,AT5G22460 protein (Arabidopsis thaliana),
,,S33.A79,At3g10840 protein (Arabidopsis thaliana),
,,S33.A80,MES10 protein (Arabidopsis thaliana),
,,S33.A81,kraken protein (Drosophila melanogaster),
,,S33.A82,CG18302 protein (Drosophila melanogaster),
,,S33.A83,CG18530 protein (Drosophila melanogaster),
,,S33.A84,CG1882 protein (Drosophila melanogaster),
,,S33.A85,CG2772 protein (Drosophila melanogaster),
,,S33.A86,CG6753 protein (Drosophila melanogaster),
,,S33.A87,IP09622 protein (Drosophila melanogaster),
,,S33.A88,lipase 1 (Drosophila melanogaster),
,,S33.A89,lipase 4 (Drosophila melanogaster),
,,S33.A90,male accessory gland protein (Drosophila melanogaster),
,,S33.A91,male accessory gland protein (Drosophila melanogaster),
,,S33.A92,CG5377 (Drosophila melanogaster),
,,S33.A93,CG7632 (Drosophila melanogaster),
,,S33.A94,CG11309 protein (Drosophila melanogaster),
,,S33.A95,CG5707 protein (Drosophila melanogaster),
,,S33.A96,CG15820 protein (Drosophila melanogaster),
,,S33.A97,CG5704 protein (Drosophila melanogaster),
,,S33.A98,CG15879 protein (Drosophila melanogaster),
,,S33.B01,K08D9.4 g.p. (Caenorhabditis elegans),
,,S33.B02,lipl-8 g.p. (Caenorhabditis elegans),
,,S33.B03,C31H5.1 g.p. (Caenorhabditis elegans),
,,S33.B04,F35H12.5 g.p. (Caenorhabditis elegans),
,,S33.B05,lipl-7 g.p. (Caenorhabditis elegans),
,,S33.B06,F10D2.10 g.p. (Caenorhabditis elegans),
,,S33.B07,lipl-4 g.p. (Caenorhabditis elegans),
,,S33.B08,Y73C8B.2 g.p. (Caenorhabditis elegans),
,,S33.B09,lipl-1 g.p. (Caenorhabditis elegans),
,,S33.B10,lipl-3 g.p. (Caenorhabditis elegans),
,,S33.B11,K01A2.5 g.p. (Caenorhabditis elegans),
,,S33.B12,B0464.9 g.p. (Caenorhabditis elegans),
,,S33.B13,Y55F3AM.10 g.p. (Caenorhabditis elegans),
,,S33.B15,PF3D7_1410100 g.p. (Plasmodium falciparum),
,,S33.B16,PF08_0022 g.p. (Plasmodium falciparum),
,,S33.B17,PF10_0018 g.p. (Plasmodium falciparum),
,,S33.B18,serhl (Brachydanio rerio),
,,S33.UNW,family S33 non-peptidase homologues,
,,S33.UPW,family S33 unassigned peptidases,
,,S37.001,PS-10 peptidase,
,,S37.UNW,family S37 non-peptidase homologues,
,,S37.UPW,family S37 unassigned peptidases,
,,S39.001,sobemovirus peptidase,
,,S39.002,luteovirus peptidase,
,,S39.UNA,subfamily S39A non-peptidase homologues,
,,S39.UPA,subfamily S39A unassigned peptidases,
,,S39.UPB,subfamily S39B unassigned peptidases,
,,S41.004,C-terminal processing peptidase-3,
,,S41.006,tricorn core peptidase (bacteria),
,,S41.007,ctpB peptidase,
,,S41.008,CtpA peptidase (Synechocystis-type),
,,S41.009,CtpB peptidase,
,,S41.010,CtpC peptidase,
,,S41.011,chlamydial protease-like activity factor,
,,S41.012,Pep putative peptidase (Vibrio-type),
,,S41.013,CtpA peptidase (Borrelia-type),
,,S41.950,interphotoreceptor retinoid-binding protein unit 1,
,,S41.951,interphotoreceptor retinoid-binding protein unit 2,
,,S41.952,interphotoreceptor retinoid-binding protein unit 1 (Mus-type),
,,S41.953,interphotoreceptor retinoid-binding protein unit 2 (Mus-type),
,,S41.954,interphotoreceptor retinoid-binding protein unit 3 (Bos taurus) and similar,
,,S41.956,MAGUK p55 subfamily member,
,,S41.A01,At3g57680 (Arabidopsis thaliana),
,,S41.A02,At5g46390 (Arabidopsis thaliana)-type peptidase,
,,S41.UNA,subfamily S41A non-peptidase homologues,
,,S41.UNB,subfamily S41B non-peptidase homologues,
,,S41.UNW,family S41 non-peptidase homologues,
,,S41.UPA,subfamily S41A unassigned peptidases,
,,S41.UPB,subfamily S41B unassigned peptidases,
,,S45.001,penicillin G acylase precursor,EC 3.5.1.11
,,S45.002,cephalosporin acylase precursor,
,,S45.003,cephalosporin C acylase precursor,
,,S45.004,acyl-homoserine lactone acylase,
,,S45.005,aculeacin A acylase,
,,S45.UNW,family S45 non-peptidase homologues,
,,S45.UPW,family S45 unassigned peptidases,
,,S46.001,dipeptidyl-peptidase 7 (Porphyromonas gingivalis-type),
,,S46.002,dipeptidyl-peptidase 11 (Porphyromonas gingivalis-type),
,,S46.003,dipeptidyl-peptidase BII (Pseudoxanthomonas mexicana),
,,S46.004,BF9343_2924 g.p. (Bacteroides sp.),
,,S46.UNW,family S46 non-peptidase homologues,
,,S46.UPW,family S46 unassigned peptidases,
,,S48.001,HetR putative peptidase,
,,S48.UPW,family S48 unassigned peptidases,
,,S49.002,sohB peptidase,
,,S49.003,protein C (bacteriophage lambda),
,,S49.004,signal peptide peptidase A (Arabidopsis-type),
,,S49.005,archaean signal peptide peptidase 1,
,,S49.006,archaean signal peptide peptidase 2,
,,S49.007,Tpv SppA peptidase,
,,S49.008,signal peptide peptidase (Bacillus-type),
,,S49.A08,BSn5_05605 g.p. (Bacillus subtilis),
,,S49.UNA,subfamily S49A unassigned non-peptidase homologues,
,,S49.UNB,subfamily S49B non-peptidase homologues,
,,S49.UNC,subfamily S49C non-peptidase homologues,
,,S49.UNW,family S49 non-peptidase homologues,
,,S49.UPA,subfamily S49A unassigned peptidases,
,,S49.UPB,subfamily S49B unassigned peptidases,
,,S49.UPC,subfamily S49C unassigned peptidases,
,,S49.UPW,family S49 unassigned peptidases,
,,S50.002,avian infectious bursal disease birnavirus Vp4 peptidase,
,,S50.003,Drosophila X virus Vp4 peptidase,
,,S50.004,blotched snakehead birnavirus Vp4 peptidase,
,,S50.UPW,family S50 unassigned peptidases,
,,S51.002,alpha-aspartyl dipeptidase (eukaryote),
,,S51.UNW,family S51 non-peptidase homologues,
,,S51.UPW,family S51 unassigned peptidases,
,,S53.005,kumamolisin-B,
,,S53.007,aorsin,
,,S53.008,physarolisin II,
,,S53.009,kumamolisin-As,
,,S53.010,grifolisin,
,,S53.011,scytalidolisin,EC 3.4.23.31
,,S53.A01,DDB_G0287357 g.p. (Dictyostelium discoideum),
,,S53.A02,V4-7 g.p. (Dictyostelium discoideum),
,,S53.UNW,family S53 non-peptidase homologues,
,,S53.UPW,family S53 unassigned peptidases,
,,S54.001,rhomboid-1 (Diptera),
,,S54.002,rhomboid-like protein 2,
,,S54.004,AarA peptidase,
,,S54.005,rhomboid-like protein 1,
,,S54.006,rhomboid like 3 peptidase (Homo sapiens),
,,S54.007,Pcp1 peptidase (yeast),
,,S54.008,rhomboid-like protein 5,
,,S54.009,PARL peptidase,
,,S54.010,rhomboid-2 (Drosophila-type),
,,S54.011,rhomboid-3,
,,S54.012,rhomboid-4 (insect),
,,S54.013,ROM-1 peptidase,
,,S54.014,rhomboid YqgP peptidase,
,,S54.015,RBL2 peptidase,
,,S54.016,GlpG peptidase (Escherichia-type),
,,S54.017,ROM4 peptidase (Plasmodium-type),
,,S54.018,ROM1 peptidase (Plasmodium-type),
,,S54.019,ROM1 peptidase (Toxoplasma-type),
,,S54.020,ROM2 peptidase (Toxoplasma-type),
,,S54.021,ROM3 peptidase (Toxoplasma-type),
,,S54.022,ROM4 peptidase (Toxoplasma-type),
,,S54.023,ROM5 peptidase (Toxoplasma-type),
,,S54.024,GlpG peptidase (Haemophilus-type),
,,S54.025,At5g25752 rhomboid peptidase,
,,S54.026,EhROM1 peptidase (Entamoeba histolytica),
,,S54.027,RhoII peptidase (Haloferax volcanii) and similar,
,,S54.028,rhomboid peptidase (Pseudomonas sp.),
,,S54.029,rhomboid peptidase 2 (Mycobacterium sp.),
,,S54.030,GlpG g.p. (Shigella sonnei),
,,S54.951,RHBDD3 g.p. (Homo sapiens),
,,S54.952,iRhom1,
,,S54.953,iRhom2,
,,S54.954,rhomboid-like protein 5,
,,S54.955,rhomboid domain containing 2,
,,S54.A01,At1g52580 (Arabidopsis thaliana),
,,S54.A02,At5g07250 (Arabidopsis thaliana),
,,S54.A03,At4g23070 (Arabidopsis thaliana),
,,S54.A04,At1g12750 (Arabidopsis thaliana),
,,S54.A05,At2g29050 (Arabidopsis thaliana),
,,S54.A06,At3g53780 (Arabidopsis thaliana),
,,S54.A07,At1g18600 (Arabidopsis thaliana),
,,S54.A08,At1g25290 (Arabidopsis thaliana),
,,S54.A09,rho-6 (Drosophila melanogaster),
,,S54.A10,rom-4 g.p. (Caenorhabditis elegans),
,,S54.A11,rom-3 g.p. (Caenorhabditis elegans),
,,S54.A12,Cg8972 protein,
,,S54.A13,ROM8 g.p. (Plasmodium falciparum),
,,S54.A14,SPBC30D10.19c g.p. (Schizosaccharomyces pombe),
,,S54.A15,Rbd2 g.p. (Schizosaccharomyces pombe),
,,S54.A16,DDB_G0295849 g.p. (Dictyostelium discoideum),
,,S54.A17,DDB_G0275611 g.p. (Dictyostelium discoideum),
,,S54.A18,ydcA g.p. (Bacillus subtilis),
,,S54.A19,PF1228 g.p. (Pyrococcus furiosus),
,,S54.UNW,family S54 non-peptidase homologues,
,,S54.UPW,family S54 unassigned peptidases,
,,S55.UNW,hypothetical protein Acid345_3562,
,,S55.UPW,family S55 unassigned peptidases,
,,S59.001,nucleoporin 145,
,,S59.002,nuclear pore complex component Nup145 (Saccharomyces-type),
,,S59.951,nup 36 protein,
,,S59.952,Nup100p (Saccharomyces cerevisiae),
,,S59.A01,At1g80680 (Arabidopsis thaliana),
,,S59.A02,At1g10390 (Arabidopsis thaliana)-type peptidase,
,,S59.A03,At1g59660 (Arabidopsis thaliana),
,,S59.A04,"nucleoporin 98, isoform A (Drosophila melanogaster)",
,,S59.A06,NPP-10 (Caenorhabditis elegans),
,,S59.A07,nup189 (Schizosaccharomyces pombe),
